"","MATINH","MAHUYEN","MAXA","MADIABAN","IDHO","KYDIEUTRA","store_method","harvest_combine","harvest_strawbaler","harvest_manual","harvest_other","timing","moisture","dry_method","n_app_drug","n_app_insect_fungi","n_insecticide","n_fungicide","n_app_fert","sum_fert","water_source","pipe","n_drydown","ws_method","ws_area_unit","ws_rate_ha","certified","rice_name","Province_name","Region","HOSO","DANTOCCHUHO","THUNHAP","TONGCHITIEU","M8_C1","dummy_1m","dummy_1r","dummy_1m1r","dummy_2r_fert","dummy_2r_n_app","dummy_1m2r","dummy_3r_n_app","dummy_3r_insect_1app","dummy_3r_fungi_2app","dummy_3r_stage","dummy_1m3r","dummy_4r","dummy_1m4r","dummy_5r","dummy_1m5r"
"2427",49,506,20518,19,20518019002,1,2,1,0,0,0,2,4,3,6,2,2,1,4,116.8,1,NA,2,1,"Sao Trung Bo (500m2)",100,1,"đài thơm 8","Tinh Quang Nam","3_NCCCA","2",1,133969,0,3,1,1,1,0,1,0,1,0,1,0,NA,0,0,1,0
"2428",49,506,20518,19,20518019003,1,2,1,0,0,0,2,4,3,4,2,2,2,3,114,1,NA,0,1,"Sao Trung Bo (500m2)",100,1,"Q5","Tinh Quang Nam","3_NCCCA","3",1,98159,0,3,1,1,1,0,1,0,1,0,1,0,NA,0,0,1,0
"2429",49,506,20518,19,20518019006,1,2,1,0,0,0,3,2,3,3,1,0,1,5,92.4,1,NA,1,1,"Sao Trung Bo (500m2)",140,3,"Q5","Tinh Quang Nam","3_NCCCA","6",1,113143,0,3,0,0,0,1,1,0,1,1,1,1,NA,0,0,0,0
"2430",49,506,20518,19,20518019007,1,2,1,0,0,0,3,2,3,4,2,1,1,3,59.6,1,NA,3,1,"Sao Trung Bo (500m2)",110,1,"Đai Thơm 8","Tinh Quang Nam","3_NCCCA","7",1,34654,24104.5,4,1,0,0,1,1,0,1,1,1,0,NA,0,0,0,0
"2431",49,506,20518,19,20518019008,1,2,1,0,0,0,3,2,3,4,2,1,1,3,92,1,NA,2,3,"Sao Trung Bo (500m2)",140,1,"Đai Thơm 8","Tinh Quang Nam","3_NCCCA","8",1,107210,0,4,1,0,0,1,1,0,1,1,1,0,NA,0,0,0,0
"2432",49,506,20518,19,20518019009,1,2,1,0,0,0,3,2,3,4,1,1,0,3,92,1,NA,3,1,"Sao Trung Bo (500m2)",140,1,"Đai Thơm 8","Tinh Quang Nam","3_NCCCA","9",1,34988,0,3,1,0,0,1,1,0,1,1,1,1,NA,0,0,0,0
"2433",49,506,20518,19,20518019010,1,2,1,0,0,0,3,1,3,3,2,1,1,3,81.2,1,NA,1,1,"Sao Trung Bo (500m2)",140,3,"lua thơm","Tinh Quang Nam","3_NCCCA","10",1,129457,0,3,0,0,0,1,1,0,1,1,1,0,NA,0,0,0,0
"2434",49,506,20518,19,20518019011,1,2,1,0,0,0,2,1,3,2,1,0,1,4,104,1,NA,0,1,"Sao Trung Bo (500m2)",80,1,"Đai Thơm 8","Tinh Quang Nam","3_NCCCA","11",1,15432,0,4,1,1,1,0,1,0,1,1,1,0,NA,0,0,1,0
"2435",49,506,20518,19,20518019014,1,2,1,0,0,0,2,1,3,4,2,1,1,4,128,1,NA,0,1,"Sao Trung Bo (500m2)",80,1,"Đai Thơm 8","Tinh Quang Nam","3_NCCCA","14",1,145438,0,3,1,1,1,0,1,0,1,1,1,0,NA,0,0,1,0
"2436",49,507,20578,10,20578010001,1,2,1,0,0,0,3,2,3,2,1,3,0,3,47.5,1,NA,3,1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",100,1,"xi23","Tinh Quang Nam","3_NCCCA","1",1,205798,0,3,1,1,1,1,1,1,1,0,1,0,NA,0,0,0,0
"2437",49,507,20578,10,20578010003,1,2,1,0,0,0,3,2,3,2,1,2,0,3,14716,1,NA,3,1,NA,101.26582278481,1,"xi23","Tinh Quang Nam","3_NCCCA","3",1,95375,0,3,1,0,0,0,1,0,1,0,1,0,NA,0,0,0,0
"2438",49,507,20578,10,20578010013,1,2,1,0,0,0,3,2,3,2,1,3,0,3,45.4,1,NA,3,1,"Sao Trung Bo (500m2)",160,1,"xi23","Tinh Quang Nam","3_NCCCA","13",1,208199,0,3,1,0,0,1,1,0,1,0,1,0,NA,0,0,0,0
"2439",49,507,20578,10,20578010014,1,2,1,0,0,0,3,2,3,2,1,3,0,3,45.4,1,NA,3,1,"Sao Trung Bo (500m2)",130,1,"xi23","Tinh Quang Nam","3_NCCCA","14",1,291887,0,4,1,0,0,1,1,0,1,0,1,0,NA,0,0,0,0
"2440",49,507,20578,10,20578010015,1,2,1,0,0,0,3,2,3,2,1,3,0,3,45.4,1,NA,3,1,"Sao Trung Bo (500m2)",200,1,"xi23","Tinh Quang Nam","3_NCCCA","15",1,265739,54770,3,1,0,0,1,1,0,1,0,1,0,NA,0,0,0,0
"2441",49,507,20584,15,20584015001,1,2,1,0,0,0,2,2,3,3,3,3,0,3,60,1,NA,0,1,"Sao Trung Bo (500m2)",200,1,"13/2","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,1,0,1,0,1,0,NA,0,0,1,0
"2442",49,507,20584,15,20584015003,1,2,1,0,0,0,2,2,3,3,0,3,0,5,138,1,NA,0,1,"Sao Trung Bo (500m2)",200,1,"13/2","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,1,0,NA,0,0,1,0
"2443",49,507,20584,15,20584015007,1,2,1,0,0,0,3,2,2,3,2,1,0,3,232,1,NA,0,1,"Sao Trung Bo (500m2)",200,1,"xi23","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,1,1,NA,0,0,0,0
"2444",49,507,20584,15,20584015009,1,2,1,0,0,0,3,2,2,3,2,1,0,3,116,1,NA,0,1,NA,200,1,"13/2","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,1,0,NA,0,0,0,0
"2445",49,507,20584,15,20584015012,1,2,1,0,0,0,3,2,3,2,1,3,0,3,45.4,1,NA,3,1,"Sao Trung Bo (500m2)",100,1,"xi23","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,NA,0,0,0,0
"2446",49,509,20651,9,20651009003,1,3,1,0,0,0,3,2,2,2,2,2,0,3,31.2,1,NA,2,1,"Sao Trung Bo (500m2)",100,1,"VT20","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,NA,0,0,0,0
"2447",49,509,20651,9,20651009004,1,3,1,0,0,0,3,1,3,2,2,2,0,3,24,1,NA,2,1,"Sao Trung Bo (500m2)",100,1,"Thiên ưu 8","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,NA,0,0,0,0
"2448",49,509,20651,9,20651009006,1,3,1,0,0,0,3,2,2,2,2,2,0,3,38.4,1,NA,2,1,"Sao Trung Bo (500m2)",100,1,"Thiên ưu 8","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,NA,0,0,0,0
"2449",49,509,20651,9,20651009007,1,3,1,0,0,0,3,2,2,2,2,2,0,3,40.8,1,NA,2,1,"Sao Trung Bo (500m2)",100,1,"Thiên ưu 8","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,NA,0,0,0,0
"2450",49,509,20651,9,20651009009,1,3,1,0,0,0,3,2,2,2,2,2,2,2,48,1,NA,2,1,"Sao Trung Bo (500m2)",100,1,"thiên ưu","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"2451",49,509,20651,9,20651009010,1,3,1,0,0,0,3,1,2,2,2,2,2,2,40,1,NA,2,1,"Sao Trung Bo (500m2)",100,2,"thiên ưu","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,0,1,0,NA,0,0,0,0
"2452",49,509,20651,9,20651009011,1,3,1,0,0,0,3,1,2,2,2,1,0,3,56,1,NA,2,1,"Sao Trung Bo (500m2)",100,2,"thiên ưu","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,0,1,0,1,1,0,1,1,1,0,NA,0,0,0,0
"2453",49,509,20651,9,20651009012,1,3,1,0,0,0,3,1,2,2,1,2,1,3,60,1,NA,2,1,"Sao Trung Bo (500m2)",100,1,"Ht20","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,NA,0,0,0,0
"2454",49,509,20651,9,20651009014,1,3,1,0,0,0,3,1,2,2,2,2,0,3,60,1,NA,2,1,"Sao Trung Bo (500m2)",120,2,"thiên ưu","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,0,0,0,1,1,0,1,0,1,0,NA,0,0,0,0
"2455",49,509,20651,9,20651009015,1,3,1,0,0,0,3,1,2,2,2,1,0,2,40,1,NA,2,1,"Sao Trung Bo (500m2)",100,2,"hoà phát 3","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,0,NA,0,0,0,0
"2456",49,510,20702,2,20702002001,1,2,0,0,1,0,3,2,3,0,0,0,0,1,0,4,2,0,99,NA,40,3,"giống lúa địa phương","Tinh Quang Nam","3_NCCCA","1",26,36863,0,4,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"2457",49,510,20702,2,20702002002,1,3,0,0,1,0,3,2,3,0,0,0,0,1,0,4,2,0,99,NA,40,3,"lúa địa phương","Tinh Quang Nam","3_NCCCA","2",26,33481,NA,3,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"2458",49,510,20702,2,20702002003,1,3,0,0,1,0,3,2,3,0,0,0,0,1,0,4,2,0,99,NA,27.5,3,"giống lúa địa phương","Tinh Quang Nam","3_NCCCA","3",26,219420,0,3,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"2459",49,510,20702,2,20702002004,1,3,0,0,1,0,3,2,3,0,0,0,0,1,0,4,2,0,99,NA,20,3,"giống lúa địa phương","Tinh Quang Nam","3_NCCCA","4",26,103195,0,3,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"2460",49,510,20702,2,20702002005,1,3,0,0,1,0,3,2,3,0,0,0,0,1,0,4,2,0,99,NA,44,3,"giống lúa địa phương","Tinh Quang Nam","3_NCCCA","5",26,37267,NA,3,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"2461",49,510,20702,2,20702002006,1,2,0,0,1,0,3,2,3,0,0,0,0,1,0,4,2,0,99,NA,40,3,"giống lúa địa phương","Tinh Quang Nam","3_NCCCA","6",26,48007,0,3,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"2462",49,510,20702,2,20702002007,1,3,0,0,1,0,3,2,3,0,0,0,0,1,0,4,2,0,99,NA,44,3,"giống lúa địa phương","Tinh Quang Nam","3_NCCCA","7",26,173279,0,3,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"2463",49,510,20702,2,20702002008,1,3,0,0,1,0,3,2,3,0,0,0,0,1,0,4,2,0,99,NA,20,3,"giống lúa thuần địa phương","Tinh Quang Nam","3_NCCCA","8",26,169500,NA,3,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"2464",49,510,20702,2,20702002009,1,3,0,0,1,0,3,2,3,0,0,0,0,1,0,4,2,0,99,NA,33.3333333333333,3,"giống lúa địa phương","Tinh Quang Nam","3_NCCCA","9",26,53570,NA,2,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"2465",49,510,20702,2,20702002010,1,3,0,0,1,0,3,2,3,0,0,0,0,1,0,4,2,0,99,NA,44,3,"giống lúa địa phương","Tinh Quang Nam","3_NCCCA","10",26,44685,NA,3,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"2466",49,510,20702,2,20702002011,1,2,0,0,1,0,3,2,3,0,0,0,0,1,0,4,2,0,99,NA,40,3,"giống lúa địa phương","Tinh Quang Nam","3_NCCCA","11",26,135420,NA,3,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"2467",49,510,20702,2,20702002012,1,3,0,0,1,0,3,2,3,0,0,0,0,1,0,4,2,0,99,NA,28.5714285714286,3,"giống lúa địa phương","Tinh Quang Nam","3_NCCCA","12",26,60054,NA,3,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"2468",49,510,20702,2,20702002013,1,3,0,0,1,0,3,2,3,0,0,0,0,1,0,4,2,0,99,NA,40,3,"giống lúa địa phương","Tinh Quang Nam","3_NCCCA","13",26,31681,35927.5,3,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"2469",49,510,20702,2,20702002014,1,3,0,0,1,0,3,2,3,0,0,0,0,1,0,4,2,0,99,NA,40,3,"giống lúa địa phương","Tinh Quang Nam","3_NCCCA","14",26,100679,106647,3,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"2470",49,512,20770,5,20770005010,1,3,1,0,1,0,1,1,2,2,2,2,0,2,36,4,2,2,1,"Sao Trung Bo (500m2)",100,2,"Hương Thơm số 1","Tinh Quang Nam","3_NCCCA","10",1,306905,0,2,0,1,0,1,0,0,1,0,1,0,NA,0,0,0,0
"2471",49,512,20770,5,20770005013,1,3,1,0,0,0,1,1,2,3,2,2,0,3,56,4,2,2,1,"Sao Trung Bo (500m2)",90,2,"Hương thơm số 1","Tinh Quang Nam","3_NCCCA","13",1,160752,77858.5,3,0,1,0,1,1,0,1,0,1,0,NA,0,0,0,0
"2472",49,512,20770,5,20770005014,1,3,0,1,1,0,1,1,2,2,1,3,0,2,32,4,2,1,1,"Sao Trung Bo (500m2)",90,2,"Hương thơm số 1","Tinh Quang Nam","3_NCCCA","14",20,11388,16246,3,0,1,0,1,0,0,1,0,1,0,NA,0,0,0,0
"2473",49,513,20848,5,20848005002,1,2,1,0,0,0,3,2,2,3,2,2,0,3,112,1,NA,0,1,"Sao Trung Bo (500m2)",100,1,"Khang dân thường","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,NA,0,0,0,0
"2474",49,513,20848,5,20848005003,1,3,1,0,0,0,3,1,2,3,2,1,0,3,43.2,1,NA,0,1,"Sao Trung Bo (500m2)",100,1,"Khan Dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,NA,0,0,0,0
"2475",49,513,20848,5,20848005004,1,2,1,0,0,0,3,2,2,3,2,2,0,3,38,1,NA,0,1,"Sao Trung Bo (500m2)",100,1,"thiên ưu","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,NA,0,0,0,0
"2476",49,513,20848,5,20848005005,1,3,1,0,0,0,3,1,2,2,1,1,0,3,66,1,NA,0,1,"Sao Trung Bo (500m2)",100,1,"Khan Dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"2477",49,513,20848,5,20848005006,1,2,1,0,0,0,3,2,2,3,2,1,1,3,48,1,NA,0,1,"Sao Trung Bo (500m2)",100,1,"mt10","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,NA,0,0,0,0
"2478",49,513,20848,5,20848005007,1,2,1,0,0,0,3,1,2,3,2,1,0,3,56.8,1,NA,0,1,"Sao Trung Bo (500m2)",100,1,"Khan Dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"2479",49,513,20848,5,20848005008,1,2,1,0,0,0,3,2,2,4,2,2,0,4,91.2,1,NA,0,1,"Sao Trung Bo (500m2)",100,1,"Khang dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,NA,0,0,0,0
"2480",49,513,20848,5,20848005009,1,1,1,0,0,0,3,1,2,2,1,1,0,3,52.8,1,NA,0,1,"Sao Trung Bo (500m2)",100,1,"Khan Dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,NA,0,0,0,0
"2481",49,513,20848,5,20848005010,1,2,1,0,0,0,3,2,2,4,2,1,1,3,138,1,NA,0,1,"Sao Trung Bo (500m2)",100,1,"Khang dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,0,NA,0,0,0,0
"2482",49,513,20848,5,20848005011,1,2,1,0,0,0,3,2,2,3,2,2,0,3,52.8,1,NA,0,1,"Sao Trung Bo (500m2)",100,1,"Khan Dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,NA,0,0,0,0
"2483",49,513,20848,5,20848005012,1,2,1,0,0,0,3,2,2,6,4,2,2,5,88.8,4,2,0,1,"Sao Trung Bo (500m2)",100,1,"13/2","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,1,0,NA,0,0,0,0
"2484",49,513,20848,5,20848005014,1,2,1,0,0,0,3,2,2,4,2,2,0,3,128.8,1,NA,0,1,"Sao Trung Bo (500m2)",100,1,"13/2","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,NA,0,0,0,0
"2485",49,517,20983,10,20983010001,1,2,1,0,0,0,3,2,3,2,1,1,0,1,0,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"Khang dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,1,1,0,NA,0,0,0,0
"2486",49,517,20983,10,20983010003,1,2,0,1,0,0,3,2,2,2,2,2,0,2,32,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"khang dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,1,0,NA,0,0,0,0
"2487",49,517,20983,10,20983010004,1,2,0,1,0,0,3,1,2,1,1,1,0,1,16,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"khang dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,1,1,0,NA,0,0,0,0
"2488",49,517,20983,10,20983010005,1,2,0,1,0,0,3,1,2,1,1,1,0,1,32,1,NA,0,1,"Sao Trung Bo (500m2)",120,1,"khang dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,1,1,0,NA,0,0,0,0
"2489",49,517,20983,10,20983010006,1,2,1,0,0,0,3,2,2,1,1,1,0,1,32,1,NA,0,1,"Sao Trung Bo (500m2)",160,1,"khang dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,0,0,1,1,1,0,NA,0,0,0,0
"2490",49,517,20983,10,20983010007,1,2,1,0,0,0,3,2,2,2,1,1,0,2,20,1,NA,0,1,"Sao Trung Bo (500m2)",100,1,"khang dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"2491",49,517,20983,10,20983010008,1,2,1,0,0,0,2,2,2,3,3,1,1,4,175.6,1,NA,1,1,"Sao Trung Bo (500m2)",100,1,"khang dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,0,NA,0,0,1,0
"2492",49,517,20983,10,20983010009,1,2,1,0,0,0,2,2,2,3,3,2,1,4,134,1,NA,1,1,"Sao Trung Bo (500m2)",100,1,"khang dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,NA,0,0,1,0
"2493",49,517,20983,10,20983010010,1,2,1,0,0,0,2,2,2,4,4,2,2,4,134,1,NA,1,1,"Sao Trung Bo (500m2)",100,1,"thiên ưu","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
"2494",49,517,20983,10,20983010011,1,2,1,0,0,0,2,2,2,3,3,2,1,4,134,1,NA,1,1,"Sao Trung Bo (500m2)",100,1,"khan dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,NA,0,0,1,0
"2495",49,517,20983,10,20983010013,1,2,1,0,0,0,2,2,2,3,3,2,1,4,134,1,NA,1,1,"Sao Trung Bo (500m2)",100,1,"Khang dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,NA,0,0,1,0
"2496",49,517,20983,10,20983010014,1,2,1,0,0,0,2,2,2,3,3,2,1,4,134,1,NA,1,1,"Sao Trung Bo (500m2)",100,1,"khang dân","Tinh Quang Nam","3_NCCCA",NA,NA,NA,NA,NA,1,1,1,0,1,0,1,0,1,0,NA,0,0,1,0
"2497",51,524,21055,14,21055014001,1,3,1,0,0,0,3,2,3,4,2,2,0,5,125.6,1,NA,1,1,"Sao Trung Bo (500m2)",140,1,"Bắc Thịnh","Tinh Quang Ngai","3_NCCCA","1",1,22968,NA,3,1,0,0,0,1,0,1,0,1,0,NA,0,0,0,0
"2498",51,524,21055,14,21055014003,1,2,1,0,0,0,2,2,2,4,3,3,2,8,111.2,1,NA,1,1,"Sao Trung Bo (500m2)",140,1,"Bắc Thịnh","Tinh Quang Ngai","3_NCCCA","3",1,230447,115046,5,1,0,0,0,1,0,1,0,1,0,NA,0,0,1,0
"2499",51,524,21055,14,21055014004,1,2,1,0,0,0,3,2,2,6,3,2,2,6,96,1,NA,1,1,"Sao Trung Bo (500m2)",140,1,"bắc thịnh","Tinh Quang Ngai","3_NCCCA","4",1,267025,NA,3,1,0,0,1,1,0,1,0,1,0,NA,0,0,0,0
"2500",51,524,21055,14,21055014005,1,3,1,0,0,0,2,2,3,5,3,2,1,7,130.2,1,NA,1,1,"Sao Trung Bo (500m2)",120,2,"Bắc Thịnh, Hà Phát 3","Tinh Quang Ngai","3_NCCCA","5",1,148825,NA,2,0,0,0,0,1,0,1,0,1,0,NA,0,0,1,0
"2501",51,524,21055,14,21055014006,1,3,1,0,0,0,2,2,3,7,3,2,1,6,115.2,1,NA,1,1,"Sao Trung Bo (500m2)",120,2,"Khang Dân, Bắc Thịnh","Tinh Quang Ngai","3_NCCCA","6",1,290062,NA,3,0,0,0,0,1,0,1,0,1,0,NA,0,0,1,0
"2502",51,524,21055,14,21055014008,1,2,1,0,0,0,2,2,2,5,3,3,2,5,108,1,NA,1,1,"Sao Trung Bo (500m2)",120,1,"Bắc thịnh","Tinh Quang Ngai","3_NCCCA","8",1,28440,49596,3,1,0,0,0,1,0,1,0,1,0,NA,0,0,1,0
"2503",51,524,21055,14,21055014011,1,2,1,0,0,0,3,2,3,5,3,2,2,6,96.4,1,NA,1,1,"Sao Trung Bo (500m2)",140,1,"Bắc Thịnh, Đài thơm 8","Tinh Quang Ngai","3_NCCCA","11",1,264096,NA,3,1,0,0,1,1,0,1,0,1,0,NA,0,0,0,0
"2504",51,524,21055,14,21055014012,1,3,1,0,0,0,3,2,3,5,3,3,0,5,102,1,NA,1,1,"Sao Trung Bo (500m2)",160,1,"Bắc Thịnh","Tinh Quang Ngai","3_NCCCA","12",1,331318,199897,3,1,0,0,0,1,0,1,0,1,0,NA,0,0,0,0
"2505",51,524,21055,14,21055014013,1,2,1,0,0,0,2,2,2,6,3,3,2,7,131.2,1,NA,1,1,"Sao Trung Bo (500m2)",140,2,"Bắc thịnh","Tinh Quang Ngai","3_NCCCA","13",1,155762,NA,3,0,0,0,0,1,0,1,0,1,0,NA,0,0,1,0
"2506",51,524,21055,14,21055014014,1,2,1,0,0,0,2,2,2,5,3,3,2,6,103.6,1,NA,1,1,"Sao Trung Bo (500m2)",140,1,"Bắc Thịnh","Tinh Quang Ngai","3_NCCCA","14",1,323067,0,3,1,0,0,0,1,0,1,0,1,0,NA,0,0,1,0
"2507",51,524,21055,14,21055014015,1,3,1,0,0,0,3,2,2,5,3,2,2,6,136,1,NA,1,1,"Sao Trung Bo (500m2)",140,1,"Bắc thịnh","Tinh Quang Ngai","3_NCCCA","15",1,518950,NA,2,1,0,0,0,1,0,1,0,1,0,NA,0,0,0,0
"2508",51,524,21079,4,21079004002,1,2,1,0,0,0,3,2,2,5,3,2,1,4,43.6,1,NA,1,1,"Sao Trung Bo (500m2)",200,1,"Khang dân","Tinh Quang Ngai","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,1,0,1,0,1,0,NA,0,0,0,0
"2509",51,524,21079,4,21079004008,1,3,1,0,0,0,2,2,2,3,3,3,2,6,96.4,1,NA,1,1,"Sao Trung Bo (500m2)",160,1,"Bắc Thịnh","Tinh Quang Ngai","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,1,1,0,1,0,1,0,NA,0,0,1,0
"2510",51,524,21079,4,21079004009,1,3,1,0,0,0,2,2,2,4,4,3,3,5,100.4,1,NA,0,1,"Sao Trung Bo (500m2)",140,1,"Bắc Thịnh","Tinh Quang Ngai","3_NCCCA",NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"2511",51,524,21079,4,21079004014,1,3,1,0,0,0,3,2,3,4,3,2,1,5,104.4,1,NA,1,1,"Sao Trung Bo (500m2)",100,2,"Khang dân, Bắc Thịnh","Tinh Quang Ngai","3_NCCCA",NA,NA,NA,NA,NA,0,1,0,0,1,0,1,0,1,0,NA,0,0,0,0
"2512",51,524,21100,2,21100002001,1,3,1,0,0,0,3,2,2,4,2,2,0,3,78,1,NA,1,1,"Sao Trung Bo (500m2)",160,1,"Bắc Thịnh","Tinh Quang Ngai","3_NCCCA","1",1,64512,NA,3,1,0,0,1,1,0,1,0,1,0,NA,0,0,0,0
"2513",51,524,21100,2,21100002003,1,2,1,0,0,0,2,2,2,6,3,3,2,6,124.8,1,NA,1,1,"Sao Trung Bo (500m2)",140,1,"Bắc thịnh","Tinh Quang Ngai","3_NCCCA","3",1,166529,NA,3,1,0,0,0,1,0,1,0,1,0,NA,0,0,1,0
"2514",51,524,21100,2,21100002006,1,2,1,0,0,0,2,2,3,4,3,2,1,4,76.8,1,NA,1,1,"Sao Trung Bo (500m2)",100,1,"Bắc Thịnh, Hà Phát 3","Tinh Quang Ngai","3_NCCCA","6",1,94676,0,3,1,1,1,1,1,1,1,0,1,0,NA,0,0,1,0
"2515",51,524,21100,2,21100002007,1,2,1,0,0,0,3,2,2,4,3,2,2,6,107.6,1,NA,1,1,"Sao Trung Bo (500m2)",140,1,"bắc thịnh","Tinh Quang Ngai","3_NCCCA","7",1,91083,NA,3,1,0,0,0,1,0,1,0,1,0,NA,0,0,0,0
"2516",51,524,21100,2,21100002008,1,3,1,0,0,0,3,2,3,6,4,3,1,4,92.8,1,NA,1,1,"Sao Trung Bo (500m2)",120,1,"Bắc Thịnh","Tinh Quang Ngai","3_NCCCA","8",1,217222,NA,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"2517",51,524,21100,2,21100002009,1,2,1,0,0,0,2,2,2,3,2,2,2,4,84,1,NA,0,1,"Sao Trung Bo (500m2)",140,2,"Bắc Thịnh","Tinh Quang Ngai","3_NCCCA","9",1,160672,NA,3,0,0,0,1,1,0,1,0,1,0,NA,0,0,1,0
