"","Province_ID","SubmissionDate","start","end","today","deviceid","Enumerator_ID","District_name","Commune_name","Hatchery_ID","I_Q3","I_Q4","I_Q4o","Start.PlotRoster","numplots","plot_roster_count","plotnum_1","R_Q1_1","R_Q2_1","R_Q2o_1","R_Q3_1","R_Q3_0_1","R_Q301_1","R_Q3a_1","District_name_source_1","Commune_name_source_1","R_Q4_1","R_Q4a_1","R_Q5_1","R_Q6_1","R_Q7_1","R_Q8_1","R_Q8a_1","R_Q8b_1","R_Q8c_1","R_Q9_1","R_Q10_1","plotnum_2","R_Q1_2","R_Q2_2","R_Q2o_2","R_Q3_2","R_Q3_0_2","R_Q301_2","R_Q3a_2","District_name_source_2","Commune_name_source_2","R_Q4_2","R_Q4a_2","R_Q5_2","R_Q6_2","R_Q7_2","R_Q8_2","R_Q8a_2","R_Q8b_2","R_Q8c_2","R_Q9_2","R_Q10_2","plotnum_3","R_Q1_3","R_Q2_3","R_Q2o_3","R_Q3_3","R_Q3_0_3","R_Q301_3","R_Q3a_3","District_name_source_3","Commune_name_source_3","R_Q4_3","R_Q4a_3","R_Q5_3","R_Q6_3","R_Q7_3","R_Q8_3","R_Q8a_3","R_Q8b_3","R_Q8c_3","R_Q9_3","R_Q10_3","R_Q11","R_Q12","R_Q11b","R_Q11c","R_Q11c_option_1","R_Q11c_option_2","R_Q11c_option_3","R_Q11c_option_4","R_Q11c_option_5","R_Q11c_option_6","R_Q11c_option_7","R_Q11c1","End.PlotRoster","Sampling_roster_count","Samplenum_1","Strain_name_1","S_Q0b_1","S_Q1.Latitude_1","S_Q1.Longitude_1","S_Q1.Altitude_1","S_Q1.Accuracy_1","S_Q2_1","Ponds_1","Sample_count_1","S_Q10_1_1","S_Q10b_1_1","S_Q10_1_2","S_Q10b_1_2","S_Q10_1_3","S_Q10b_1_3","Samplenum_2","Strain_name_2","S_Q0b_2","S_Q1.Latitude_2","S_Q1.Longitude_2","S_Q1.Altitude_2","S_Q1.Accuracy_2","S_Q2_2","Ponds_2","Sample_count_2","S_Q10_2_1","S_Q10b_2_1","S_Q10_2_2","S_Q10b_2_2","S_Q10_2_3","S_Q10b_2_3","Samplenum_3","Strain_name_3","S_Q0b_3","S_Q1.Latitude_3","S_Q1.Longitude_3","S_Q1.Altitude_3","S_Q1.Accuracy_3","S_Q2_3","Ponds_3","Sample_count_3","S_Q10_3_1","S_Q10b_3_1","S_Q10_3_2","S_Q10b_3_2","S_Q10_3_3","S_Q10b_3_3","nb_samples","End.Sampling_roster","Dur.Roster","Dur.Sampling","signature","End_Comments","X__version__","instanceID","formdef_version","KEY","X","S1_ID","S1_assign","S2_ID","S2_assign","S3_ID","S3_assign","S4_ID","S4_assign","S5_ID","S5_assign","S6_ID","S6_assign","S7_ID","S7_assign","S8_ID","S8_assign","S9_ID","S9_assign","total_samples","Str1_similar","Str2_similar","Str3_similar","Str1_dominant","Str2_dominant","Str3_dominant","Strain_present_1_sample","Strain_present_1_pond","Province_name","Region","CSMAP","R_Q8_rec","GIFT_for_sale","Origin_fin"
"25",22,"10/17/2023 21:36","10/17/2023 16:27","10/17/2023 21:36","17-Oct-23","3.57625E+14",1,"206","7135",171001,"Nhân viên","option_4","","4:29:36 PM",1,1,1,"Đơn tính","option_5","","99","option_2",NA,"","","","option_1","option_1","option_1","option_3","option_2",50,"option_3","option_1",50,1000,4,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","4:30:51 PM",1,1,"Đơn tính",2,21.00624,106.8470866,-13.6,6.8,"5","2 cơ sở (2:1)",3,"Q5-1115","","Q5-1203","","Q5-1048","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"4:32:18 PM",1,1,"https://vhlss23test.surveycto.com/view/submission-attachment/1697535182327.jpg?uuid=uuid%3Aa289c551-552f-40cd-a15b-fca50b82bc63","Nhập giống bên Trung Quốc","vPLgT4JJBcbPzUGUssuxcS","uuid:a289c551-552f-40cd-a15b-fca50b82bc63",2306161529,"uuid:a289c551-552f-40cd-a15b-fca50b82bc63",8,"Q5-1115","RIA1","Q5-1203","RIA1","Q5-1048","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Quang Ninh","2_NMMA",NA,5e+05,FALSE,FALSE
"26",22,"10/16/2023 15:57","10/16/2023 15:29","10/16/2023 15:56","16-Oct-23","3.57625E+14",1,"205","7108",161002,"Nhân viên","option_4","","3:33:26 PM",1,1,1,"Đường nghiệp","option_5","","Cơ sở Đông Thái","option_2",NA,"","","","option_1","option_2","option_1","option_3","option_2",4e+06,"option_1","option_1",80,500,5,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_1","1- Đường Nghiệp","option_2","",NA,NA,NA,NA,NA,NA,NA,"","3:36:58 PM",1,1,"Đường nghiệp",6,21.0532901,106.6669827,-18.5,7.4,"8","3 cơ sở ngẫu nhiên (1:1:1",3,"Q5-1004","","Q5-1102","","Q5-1376","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"3:56:15 PM",3,19,"https://vhlss23test.surveycto.com/view/submission-attachment/1697446582225.jpg?uuid=uuid%3A48dd7ee0-0999-4bae-b928-4ab843dbec59","Cơ sở nhập cá bên Trung Quốc và chủ cũng là người Trung Quốc","vPLgT4JJBcbPzUGUssuxcS","uuid:48dd7ee0-0999-4bae-b928-4ab843dbec59",2306161529,"uuid:48dd7ee0-0999-4bae-b928-4ab843dbec59",7,"Q5-1004","RIA1","Q5-1102","RIA1","Q5-1376","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Quang Ninh","2_NMMA",NA,4e+06,FALSE,FALSE
"27",22,"10/16/2023 14:30","10/16/2023 14:19","10/16/2023 14:30","16-Oct-23","3.57625E+14",1,"205","7123",161001,"Chủ cơ sở","option_4","","2:20:52 PM",1,1,1,"Đường nghiệp","option_4","","Cá giống Đông Mai","option_2",NA,"22","206","7135","option_1","option_2","option_1","option_3","option_2",10,"option_3","option_2",0,900,5,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","2:23:38 PM",1,1,"Đường nghiệp",2,21.0605274,106.5476281,-7,11,"10","2 cơ sở (2:1)",3,"Q5-1341","","Q5-1065","","Q5-1116","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"2:26:24 PM",2,2,"https://vhlss23test.surveycto.com/view/submission-attachment/1697441190858.jpg?uuid=uuid%3A9256a59c-a1e4-4167-8623-9e59b9be5494","","vPLgT4JJBcbPzUGUssuxcS","uuid:9256a59c-a1e4-4167-8623-9e59b9be5494",2306161529,"uuid:9256a59c-a1e4-4167-8623-9e59b9be5494",83,"Q5-1341","RIA1","Q5-1065","RIA1","Q5-1116","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Quang Ninh","2_NMMA",NA,1e+05,FALSE,TRUE
"28",24,"10/3/2023 17:10","10/3/2023 13:16","10/3/2023 17:05","3-Oct-23","0AED3878-A257-4CDA-8785-9CC74942B7FD",4,"223","7828",31001,"Chủ trại","option_4","","12:17:00 PM",2,2,1,"Bảo Lộc","option_4","","Ông Linh","option_1",378600243,"30","","","option_1","option_1","option_1","option_3","option_2",25,"option_3","option_1",25,1000,2,2,"Thái Lan","option_4","","Ông Trí","option_2",NA,30,"","","option_1","option_1","option_1","option_3","option_2",16,"option_3","option_1",30,1000,2,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","12:27:00 PM",2,1,"Bảo Lộc",0,21.40303513,105.9910834,15.7,5,"","3 cơ sở ngẫu nhiên (1:1:1",3,"","","","","","",2,"Thái Lan",2,21.40313298,105.9910834,16.2,8.1,3,"2 cơ sở (2:1)",3,"Q5-1337","","Q5-1231","","Q5-1210","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",6,"12:27:00 PM",9,0,"https://vhlss23test.surveycto.com/view/submission-attachment/1696317923789.jpg?uuid=uuid%3A109500c9-cc8a-4121-85b7-e3b2f4cf04b9","Dòng cá Bảo Lộc không còn, trại chỉ còn dòng Thái Lan","vPLgT4JJBcbPzUGUssuxcS","uuid:109500c9-cc8a-4121-85b7-e3b2f4cf04b9",2306161529,"uuid:109500c9-cc8a-4121-85b7-e3b2f4cf04b9",4,NA,NA,NA,NA,NA,NA,"Q5-1337","RIA1","Q5-1231","RIA1","Q5-1210","RIA1",NA,NA,NA,NA,NA,NA,3,FALSE,TRUE,FALSE,NA,"RIA1",NA,"GIFT-derived","GIFT-derived","Tinh Bac Giang","2_NMMA",1,250000,FALSE,FALSE
"29",24,"10/3/2023 17:10","10/3/2023 9:12","10/3/2023 17:10","3-Oct-23","0AED3878-A257-4CDA-8785-9CC74942B7FD",4,"217","7375",2654,"Giám đốc","option_1","","5:15:00 AM",1,1,1,"Đài Loan","option_5","","Đài Loan","option_2",NA,"","","","option_1","option_1","option_1","option_3","option_1",2.5,"option_3","option_1",40,500,5,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_1","Đài Loan","option_2","",NA,NA,NA,NA,NA,NA,NA,"","5:25:00 AM",1,1,"Đài Loan",9,21.34024218,106.2357797,9.8,4.8,"5","3 cơ sở ngẫu nhiên (1:1:1",3,"Q5-1381","","Q5-1287","","Q5-1057","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"5:57:00 AM",9,32,"https://vhlss23test.surveycto.com/view/submission-attachment/1696301879937.jpg?uuid=uuid%3A8e41f264-2974-4bbb-a4e6-269f9b21802e","Giống cá được người Đài Loan cho cách đây 5 năm, và trung tâm nuôi giữ cá bố mẹ để nhân giống và tự xửa lý đơn tính","vPLgT4JJBcbPzUGUssuxcS","uuid:8e41f264-2974-4bbb-a4e6-269f9b21802e",2306161529,"uuid:8e41f264-2974-4bbb-a4e6-269f9b21802e",35,"Q5-1381","RIA1","Q5-1287","RIA1","Q5-1057","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Bac Giang","2_NMMA",1,25000,TRUE,FALSE
"30",25,"4/28/2023 23:45","4/28/2023 9:51","4/28/2023 23:41","28-Apr-23","3.57625E+14",5,"Cẩm Khê","Phú Khê",2452,"Chủ trại","option_4","","7:56:22 AM",1,1,1,"Bảo Lộc","option_4","","Công ty TNHH Đức Trí","option_1",912364716,"30","Tứ Kỳ","Thị Trấn Hưng Đạo","option_1","option_1","option_2","","option_2",20,"option_3","option_1",30,1500,5,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","8:04:15 AM",1,1,"Bảo Lộc",2,21.4080704,105.1369716,-6,15,"20","2 cơ sở (2:1)",3,"","Q1-371","","Q1-503","","Q1-773",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"10:50:06 AM",7,165,"https://vhlss23test.surveycto.com/view/submission-attachment/1682699843661.jpg?uuid=uuid%3A6e43ca3d-7f0d-4ed2-ad55-3be57f10f2ce","Cách đây 10 năm thì trại có có dòng siêu tốc, nhưng sau đó được thay thế bằng dòng Bảo Lộc xuất xứ bên Trung Quốc với nhiều ưu thế hơn, nuôi càng lâu càng to nên trại chọn loại này để ươm và bán.","vPLgT4JJBcbPzUGUssuxcS","uuid:6e43ca3d-7f0d-4ed2-ad55-3be57f10f2ce",2304241104,"uuid:6e43ca3d-7f0d-4ed2-ad55-3be57f10f2ce",59,"Q1-371","RIA1","Q1-503","RIA1","Q1-773","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Phu Tho","2_NMMA",1,2e+05,FALSE,FALSE
"31",25,"6/28/2023 9:53","6/28/2023 8:59","6/28/2023 9:53","28-Jun-23","E4881F81-7CE5-4A9C-BD11-E9E9E0116051",3,"231","8128",280601,"Giám đốc trại","option_3","","9:05:00 AM",1,1,1,"Bảo lộc","option_4","","Hợp tác xã thuỷ sản hiệu linh","option_1",978354342,"25","235","8353","option_1","option_1","option_2","","option_2",5,"option_3","option_1",100,1.3,3,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","9:22:00 AM",1,1,"Bảo lộc",1,21.52045233,105.0517617,23.6,16,"5","1 cơ sở",3,"Q2-853","","Q2-982","","Q3-1462","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"9:51:00 AM",16,29,"https://vhlss23test.surveycto.com/view/submission-attachment/1687920710707.jpg?uuid=uuid%3Abc8483a6-e227-4790-bd1c-d08bd07de2c2","Do trại cá vừa mới xuất bán cá to đi nên trong trại chỉ còn lại cá nhỏ đã bấm lấy mẫu và cắt lấy mẫu","vPLgT4JJBcbPzUGUssuxcS","uuid:bc8483a6-e227-4790-bd1c-d08bd07de2c2",2306161529,"uuid:bc8483a6-e227-4790-bd1c-d08bd07de2c2",86,"Q2-853","RIA1","Q2-982","03_BEST","Q3-1462","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,FALSE,FALSE,"None",NA,NA,"GIFT-derived","Other","Tinh Phu Tho","2_NMMA",1,50000,FALSE,TRUE
"32",25,"4/28/2023 23:45","4/28/2023 11:20","4/28/2023 23:35","28-Apr-23","3.57625E+14",5,"Cẩm Khê","Tuy Lộc",280401,"Chủ trại","option_4","","9:23:13 AM",3,3,1,"Bảo Lộc","option_4","","Trại cá Đạo Sức","option_1",918742313,"34","Hưng Hà","Duyên Hải","option_1","option_2","option_1","option_3","option_2",40,"option_3","option_1",50,900,4,2,"Đường Nghiệp","option_4","","Trại cá anh Đang","option_1",985553242,27,"99","99","option_1","option_2","option_1","option_3","option_2",40,"option_3","option_1",50,800,4,3,"Rô Thái","option_4","","Trại cá anh Hải","option_1",348280688,30,"Gia Lộc","99","option_1","option_2","option_1","option_3","option_2",20,"option_3","option_1",50,800,4,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","10:40:03 AM",3,1,"Bảo Lộc",3,21.4779758,105.0670201,1.2,5.6,"7","3 cơ sờ (1:1:1)",3,"","Q1-663","","Q1-735","","Q1-744",2,"Đường Nghiệp",3,21.4808263,105.0646141,3.4,8.7,5,"3 cơ sờ (1:1:1)",3,"","Q1-662","","Q1-685","","Q1-767",3,"Rô Thái",0,21.481872,105.064538,4.6,9.7,NA,"3 cơ sở ngẫu nhiên (1:1:1",3,"","","","","","",9,"10:41:47 AM",76,1,"https://vhlss23test.surveycto.com/view/submission-attachment/1682659979587.jpg?uuid=uuid%3A886f4541-bd54-4b68-9ea4-8dee5b609b75","Chỉ lấy được 2 dòng cá rô phi gồm Bảo Lộc và Đường Nghiệp. Còn dòng rô Thái hiện tại trại chưa ươm lại, phải 1 tháng nữa mới ươm.","vPLgT4JJBcbPzUGUssuxcS","uuid:886f4541-bd54-4b68-9ea4-8dee5b609b75",2304241104,"uuid:886f4541-bd54-4b68-9ea4-8dee5b609b75",58,"Q1-663","RIA1","Q1-735","RIA1","Q1-744","RIA1","Q1-662","RIA1","Q1-685","RIA1","Q1-767","RIA1",NA,NA,NA,NA,NA,NA,6,TRUE,TRUE,FALSE,"RIA1","RIA1",NA,"GIFT-derived","GIFT-derived","Tinh Phu Tho","2_NMMA",1,4e+05,FALSE,FALSE
"33",27,"10/5/2023 17:41","10/5/2023 11:06","10/5/2023 17:19","5-Oct-23","0AED3878-A257-4CDA-8785-9CC74942B7FD",4,"256","9286",2018,"Phó giám đốc kỹ thuật","option_4","","10:07:00 AM",1,1,1,"Cá rô phi đơn tính","option_1","","Viện thuỷ sản Bắc Ninh","option_1",222650049,"27","261","9394","option_1","option_4","option_1","option_3","option_99",40,"option_3","option_1",100,200,1,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_1","Cá rô phi đơn tính","option_1","option_2 option_6 option_7",0,1,0,0,0,1,1,"Hỗ trợ về giấy tờ pháp lý","10:16:00 AM",1,1,"Cá rô phi đơn tính",1,21.14017565,106.1130279,7.3,9.8,"3","1 cơ sở",3,"Q5-1103","","Q5-1290","","Q5-1380","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"10:37:00 AM",8,21,"https://vhlss23test.surveycto.com/view/submission-attachment/1696480674380.jpg?uuid=uuid%3A6a437acf-032b-47c9-92de-d07bdad7ac09","","vPLgT4JJBcbPzUGUssuxcS","uuid:6a437acf-032b-47c9-92de-d07bdad7ac09",2306161529,"uuid:6a437acf-032b-47c9-92de-d07bdad7ac09",50,"Q5-1103","RIA1","Q5-1290","RIA1","Q5-1380","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Bac Ninh","1_RRD",1,4e+05,FALSE,TRUE
"34",27,"10/5/2023 17:41","10/5/2023 9:34","10/5/2023 17:41","5-Oct-23","0AED3878-A257-4CDA-8785-9CC74942B7FD",4,"261","9394",51001,"Chủ trại","option_4","","7:35:00 AM",1,1,1,"Bảo lộc","option_4","","Chị Hà","option_1",967108259,"31","","","option_1","option_1","option_1","option_3","option_2",80,"option_3","option_1",30,800,5,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","7:39:00 AM",1,1,"Bảo lộc",1,21.09537954,105.9582005,9.5,13.5,"5","1 cơ sở",3,"Q5-1470","","Q5-1156","","Q5-1230","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"8:02:00 AM",4,22,"https://vhlss23test.surveycto.com/view/submission-attachment/1696474942994.jpg?uuid=uuid%3A22bcfa4b-21ca-40c1-8a54-9c6ec6922168","","vPLgT4JJBcbPzUGUssuxcS","uuid:22bcfa4b-21ca-40c1-8a54-9c6ec6922168",2306161529,"uuid:22bcfa4b-21ca-40c1-8a54-9c6ec6922168",9,"Q5-1470","RIA1","Q5-1156","RIA1","Q5-1230","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Bac Ninh","1_RRD",1,8e+05,FALSE,FALSE
"35",30,"5/15/2023 16:13","5/15/2023 15:52","5/15/2023 16:13","15-May-23","(web)",1,"Tứ Kỳ","Hưng Đạo",200401,"Giám Đốc","option_4","","8:15:58 AM",2,2,1,"Bảo Lộc","option_5","","99","option_2",NA,"","99","99","option_1","option_1","option_2","","option_99",200,"option_3","option_1",55,1700,3,2,"Na Uy","option_5","","Genomar","option_2",NA,NA,"99","99","option_1","option_1","option_2","","option_99",180,"option_3","option_1",45,1700,4,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","9:30:50 AM",2,1,"Bảo Lộc",8,21.0453913,105.8172996,0,2154.8,"10","3 cơ sở ngẫu nhiên (1:1:1",3,"Q1-061","","Q1-249","","Q1-126","",2,"Na Uy",2,21.035788,105.8151238,0,33.6,10,"2 cơ sở (2:1)",3,"Q1-033","","Q1-475","","Q1-120","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",6,"11:30:11 AM",74,119,"https://vhlss23test.surveycto.com/view/submission-attachment/HD_TC_1_2004-1684141971931.jpg?uuid=uuid%3A264d6b9f-8d25-48e8-bf35-f53ea5a3ff88","Đang nuôi thử dòng Na Uy","vPLgT4JJBcbPzUGUssuxcS","uuid:264d6b9f-8d25-48e8-bf35-f53ea5a3ff88",2304241104,"uuid:264d6b9f-8d25-48e8-bf35-f53ea5a3ff88",25,"Q1-061","GENOGain","Q1-249","GENOGain","Q1-126","RIA1","Q1-033","GENOGain",NA,NA,"Q1-120","RIA1",NA,NA,NA,NA,NA,NA,5,FALSE,FALSE,FALSE,"None","None",NA,"GIFT-derived","Other","Tinh Hai Duong","1_RRD",1,2e+06,FALSE,FALSE
"36",30,"4/24/2023 22:18","4/22/2023 12:16","4/22/2023 22:53","22-Apr-23","668fa2006a285b94",1,"Gia loc","Hong hung",22042023,"Chu ho","option_4","","10:18:16 AM",1,1,1,"Thai lan","option_5","","Pc parm","",NA,"","Ko ro","Ko ro","option_1","option_1","option_2","","option_2",20,"option_3","option_1",90,1300,3,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_1","option_2 option_4 option_5",0,1,0,1,1,0,0,"","10:24:23 AM",1,1,"Thai lan",5,20.8179667,106.2974684,-20.6,5.8,"19","3 cơ sở ngẫu nhiên (1:1:1",3,"","Q1-273","","Q1-093","","Q1-426",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"10:27:29 AM",6,3,"","","vPLgT4JJBcbPzUGUssuxcS","uuid:15e64366-ce9e-475a-8ab9-0afec9dc6e9d",2304211647,"uuid:15e64366-ce9e-475a-8ab9-0afec9dc6e9d",28,"Q1-273","RIA1","Q1-093","RIA1","Q1-426","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Hai Duong","1_RRD",1,2e+05,FALSE,FALSE
"37",30,"4/24/2023 22:18","4/22/2023 11:14","4/22/2023 18:29","22-Apr-23","668fa2006a285b94",1,"Gia Loc","Thong kenh",22042023,"Giam doc","option_3","","10:17:54 AM",1,1,1,"PC parm thai lan","option_5","","Ko ro","",NA,"","Ko ro","Ko ro","option_1","option_1","option_2","","option_99",140,"option_3","option_1",90,1400,4,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","10:23:09 AM",1,1,"PC parm thai lan",9,20.82239,106.3019439,9.8,5.7,"19","3 cơ sở ngẫu nhiên (1:1:1",3,"","Q1-018","","Q1-041","","Q1-027",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"10:27:24 AM",5,4,"","","vPLgT4JJBcbPzUGUssuxcS","uuid:e0b8261b-49ee-45e2-9127-c9f3c8b83d09",2304211647,"uuid:e0b8261b-49ee-45e2-9127-c9f3c8b83d09",66,"Q1-018","RIA1","Q1-041","RIA1","Q1-027","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Hai Duong","1_RRD",1,1400000,FALSE,FALSE
"38",30,"4/24/2023 22:18","4/22/2023 9:06","4/22/2023 18:31","22-Apr-23","668fa2006a285b94",1,"Thanh mien","Doan ket",22042023,"Giam doc","option_3","","7:23:29 AM",3,3,1,"Duong nghiep","option_5","","Trung quoc","",NA,"","Ko ro","Ko ro","option_1","option_1","option_2","","option_2",5,"option_2","option_1",40,1000,0.5,2,"Hong sinh bao loc","option_5","","Trung quoc","",NA,NA,"Ko ro","Ko ro","option_1","option_1","option_2","","option_2",6,"option_2","option_1",40,3000,12,3,"Super thai","option_5","","Thai lan","",NA,NA,"Ko ro","Ko ro","option_1","option_1","option_2","","option_99",2.4,"option_2","option_1",40,3000,12,"option_2","","option_1","option_1 option_2 option_4 option_5",1,1,0,1,1,0,0,"","7:42:35 AM",3,1,"Duong nghiep",0,20.7686295,106.1827978,-21.3,198.6,"","3 cơ sở ngẫu nhiên (1:1:1",3,"","","","","","",2,"Hong sinh bao loc",1,20.7673424,106.1830549,-21.3,13.9,8,"1 cơ sở",3,"","Q1-124","","Q1-014","","Q1-403",3,"Super thai",1,20.76804,106.1837517,-22.4,3.9,25,"1 cơ sở",3,"","Q1-483","","Q1-316","","Q1-136",9,"9:28:44 AM",19,106,"","Giong duong nghiep co so hien ko nuoi","vPLgT4JJBcbPzUGUssuxcS","uuid:a59e424c-0239-4670-b720-d9503719ed7c",2304211647,"uuid:a59e424c-0239-4670-b720-d9503719ed7c",21,NA,NA,NA,NA,NA,NA,"Q1-124","RIA1","Q1-014","RIA1","Q1-403","RIA1","Q1-483","RIA1","Q1-316","RIA1","Q1-136","RIA1",6,FALSE,TRUE,TRUE,NA,"RIA1","RIA1","GIFT-derived","GIFT-derived","Tinh Hai Duong","1_RRD",1,5000,FALSE,FALSE
