"IDHO","HOSO","MATINH","MAHUYEN","MAXA","MADIABAN","ethnic","THUNHAP","TONGCHITIEU","rls_head","age","edu_grade","KYDIEUTRA","n_member","male","female","internet","land_area_sum","poor_commune","dummy_main_str","dist_main_str","type_main_str","dummy_local_market_wholesale","dist_market_wholesale","dummy_irrigation","dist_irrigation","farmer_participation_pct","dummy_protection_staff","panel","main_str_asphalt"
"06181004015","015","20","182","06181","004",1,36430,NA,1,63,9,11,3,1,0,0,6120,1,1,NA,1,0,4,0,28,NA,0,"2022 (n = 13939)",1
"06196008001","001","20","183","06196","008",1,62209,NA,1,57,9,3,3,1,0,0,22030,1,1,NA,1,0,1,0,25,NA,0,"2022 (n = 13939)",1
"06196008003","003","20","183","06196","008",1,74014,NA,1,52,7,3,2,1,0,1,47880,1,1,NA,1,0,1,0,25,NA,0,"2022 (n = 13939)",1
"06196008005","005","20","183","06196","008",1,83281,NA,1,32,12,3,4,1,0,1,10540,1,1,NA,1,0,1,0,25,NA,0,"2022 (n = 13939)",1
"06196008007","007","20","183","06196","008",1,22127,NA,1,36,9,3,2,1,0,1,12220,1,1,NA,1,0,1,0,25,NA,0,"2022 (n = 13939)",1
"06196008008","008","20","183","06196","008",1,58141,0,1,53,7,3,5,1,0,1,4810,1,1,NA,1,0,1,0,25,NA,0,"2022 (n = 13939)",1
"06196008010","010","20","183","06196","008",1,44352,NA,1,31,6,3,2,1,0,1,12540,1,1,NA,1,0,1,0,25,NA,0,"2022 (n = 13939)",1
"06196008011","011","20","183","06196","008",1,79969,NA,1,30,9,3,4,1,0,1,21620,1,1,NA,1,0,1,0,25,NA,0,"2022 (n = 13939)",1
"06196008012","012","20","183","06196","008",1,49535,0,1,32,9,3,4,1,0,1,19920,1,1,NA,1,0,1,0,25,NA,0,"2022 (n = 13939)",1
"06196008013","013","20","183","06196","008",1,104836,124198.5,1,45,8,3,4,1,0,1,9500,1,1,NA,1,0,1,0,25,NA,0,"2022 (n = 13939)",1
"06196008014","014","20","183","06196","008",1,50004,70436.5,1,54,7,3,3,1,0,0,13600,1,1,NA,1,0,1,0,25,NA,0,"2022 (n = 13939)",1
"06196008015","015","20","183","06196","008",1,50902,75433,1,47,8,3,6,1,0,1,11180,1,1,NA,1,0,1,0,25,NA,0,"2022 (n = 13939)",1
"06199007001","001","20","183","06199","007",1,34857,0,1,38,8,2,5,1,0,1,104720,1,1,NA,1,0,1,0,13,NA,0,"2022 (n = 13939)",1
"06199007002","002","20","183","06199","007",1,29087,0,1,65,5,2,4,1,0,0,22566,1,1,NA,1,0,1,0,13,NA,0,"2022 (n = 13939)",1
"06199007003","003","20","183","06199","007",1,40801,90885.5,1,51,6,2,4,0,1,1,17220,1,1,NA,1,0,1,0,13,NA,0,"2022 (n = 13939)",1
"06199007004","004","20","183","06199","007",1,21674,0,1,67,6,2,3,1,0,0,23640,1,1,NA,1,0,1,0,13,NA,0,"2022 (n = 13939)",1
"06199007005","005","20","183","06199","007",1,62818,0,1,41,3,2,5,1,0,1,35220,1,1,NA,1,0,1,0,13,NA,0,"2022 (n = 13939)",1
"06199007006","006","20","183","06199","007",1,106759,0,1,31,9,2,4,1,0,1,11440,1,1,NA,1,0,1,0,13,NA,0,"2022 (n = 13939)",1
"06199007007","007","20","183","06199","007",1,80999,0,1,47,6,2,5,1,0,0,60480,1,1,NA,1,0,1,0,13,NA,0,"2022 (n = 13939)",1
"06199007008","008","20","183","06199","007",1,195047,0,1,44,12,2,6,1,0,1,57380,1,1,NA,1,0,1,0,13,NA,0,"2022 (n = 13939)",1
"06199007009","009","20","183","06199","007",1,48707,73927,1,48,7,2,3,1,0,0,18600,1,1,NA,1,0,1,0,13,NA,0,"2022 (n = 13939)",1
"06199007010","010","20","183","06199","007",1,74880,0,1,51,7,2,3,1,0,0,23638,1,1,NA,1,0,1,0,13,NA,0,"2022 (n = 13939)",1
"06199007011","011","20","183","06199","007",1,20759,0,1,66,5,2,2,1,0,0,11841,1,1,NA,1,0,1,0,13,NA,0,"2022 (n = 13939)",1
"06199007012","012","20","183","06199","007",1,42298,0,1,34,9,2,5,1,0,1,1127,1,1,NA,1,0,1,0,13,NA,0,"2022 (n = 13939)",1
"06199007013","013","20","183","06199","007",0,80100,0,1,66,NA,2,3,1,0,0,6660,1,1,NA,1,0,1,0,13,NA,0,"2022 (n = 13939)",1
"06199007014","014","20","183","06199","007",1,91248,0,1,70,9,2,4,1,0,0,24900,1,1,NA,1,0,1,0,13,NA,0,"2022 (n = 13939)",1
"06199007015","015","20","183","06199","007",1,141461,167625,1,55,8,2,7,1,0,0,7220,1,1,NA,1,0,1,0,13,NA,0,"2022 (n = 13939)",1
"06217002001","001","20","183","06217","002",1,35304,NA,1,55,6,5,2,1,0,1,10760,1,1,NA,3,0,1,0,22,NA,0,"2022 (n = 13939)",0
"06217002002","002","20","183","06217","002",1,62209,NA,1,35,4,5,4,1,0,1,10900,1,1,NA,3,0,1,0,22,NA,0,"2022 (n = 13939)",0
"06217002003","003","20","183","06217","002",1,107700,NA,1,40,7,5,5,1,0,0,12380,1,1,NA,3,0,1,0,22,NA,0,"2022 (n = 13939)",0
"06217002004","004","20","183","06217","002",1,38302,NA,1,53,3,5,3,1,0,0,9520,1,1,NA,3,0,1,0,22,NA,0,"2022 (n = 13939)",0
"06217002005","005","20","183","06217","002",1,74013,NA,1,59,9,5,6,1,0,0,6620,1,1,NA,3,0,1,0,22,NA,0,"2022 (n = 13939)",0
"06217002006","006","20","183","06217","002",1,149943,NA,1,32,10,5,7,1,0,1,13240,1,1,NA,3,0,1,0,22,NA,0,"2022 (n = 13939)",0
"06217002007","007","20","183","06217","002",0,49753,0,1,54,7,5,3,1,0,1,7257,1,1,NA,3,0,1,0,22,NA,0,"2022 (n = 13939)",0
"06217002008","008","20","183","06217","002",1,82189,NA,1,47,9,5,3,1,0,1,4800,1,1,NA,3,0,1,0,22,NA,0,"2022 (n = 13939)",0
"06217002009","009","20","183","06217","002",1,144146,NA,1,59,9,5,6,1,0,0,22772,1,1,NA,3,0,1,0,22,NA,0,"2022 (n = 13939)",0
"06217002010","010","20","183","06217","002",1,20787,NA,1,55,8,5,2,1,0,0,11300,1,1,NA,3,0,1,0,22,NA,0,"2022 (n = 13939)",0
"06217002011","011","20","183","06217","002",1,53928,NA,1,25,9,5,3,0,1,1,1985,1,1,NA,3,0,1,0,22,NA,0,"2022 (n = 13939)",0
"06217002012","012","20","183","06217","002",1,55800,NA,1,59,8,5,5,0,1,0,13286,1,1,NA,3,0,1,0,22,NA,0,"2022 (n = 13939)",0
"06217002013","013","20","183","06217","002",1,78841,87175,1,39,6,5,5,1,0,1,11800,1,1,NA,3,0,1,0,22,NA,0,"2022 (n = 13939)",0
"06217002014","014","20","183","06217","002",1,21049,40353.5,1,43,6,5,2,1,0,0,1080,1,1,NA,3,0,1,0,22,NA,0,"2022 (n = 13939)",0
"06217002015","015","20","183","06217","002",1,40631,77459.5,1,58,6,5,2,1,0,0,25320,1,1,NA,3,0,1,0,22,NA,0,"2022 (n = 13939)",0
"06250004001","001","20","183","06250","004",1,115321,0,1,37,12,2,5,1,0,1,33300,0,1,NA,1,0,1,0,16,NA,1,"2022 (n = 13939)",1
"06250004002","002","20","183","06250","004",1,139500,0,1,27,9,2,5,1,0,1,26560,0,1,NA,1,0,1,0,16,NA,1,"2022 (n = 13939)",1
"06250004003","003","20","183","06250","004",1,107423,170457.5,1,58,9,2,4,1,0,1,13300,0,1,NA,1,0,1,0,16,NA,1,"2022 (n = 13939)",1
"06250004004","004","20","183","06250","004",1,45143,0,1,45,3,2,3,1,0,1,32200,0,1,NA,1,0,1,0,16,NA,1,"2022 (n = 13939)",1
"06250004005","005","20","183","06250","004",1,77686,0,1,53,5,2,6,1,0,1,24440,0,1,NA,1,0,1,0,16,NA,1,"2022 (n = 13939)",1
"06250004006","006","20","183","06250","004",1,94501,0,1,32,6,2,5,1,0,1,14320,0,1,NA,1,0,1,0,16,NA,1,"2022 (n = 13939)",1
"06250004007","007","20","183","06250","004",1,80111,0,1,43,4,2,4,1,0,0,52880,0,1,NA,1,0,1,0,16,NA,1,"2022 (n = 13939)",1
"06250004008","008","20","183","06250","004",1,83340,76505,1,37,NA,2,3,1,0,1,13240,0,1,NA,1,0,1,0,16,NA,1,"2022 (n = 13939)",1
"06250004009","009","20","183","06250","004",1,24241,0,1,31,5,2,5,1,0,1,22880,0,1,NA,1,0,1,0,16,NA,1,"2022 (n = 13939)",1
"06250004010","010","20","183","06250","004",1,145488,0,1,42,NA,2,7,1,0,1,24680,0,1,NA,1,0,1,0,16,NA,1,"2022 (n = 13939)",1
"06250004011","011","20","183","06250","004",1,34487,0,1,38,9,2,3,1,0,1,5456,0,1,NA,1,0,1,0,16,NA,1,"2022 (n = 13939)",1
"06250004012","012","20","183","06250","004",1,43298,75285.5,1,35,12,2,4,1,0,1,13537,0,1,NA,1,0,1,0,16,NA,1,"2022 (n = 13939)",1
"06250004013","013","20","183","06250","004",1,75314,0,1,47,6,2,4,1,0,0,45138,0,1,NA,1,0,1,0,16,NA,1,"2022 (n = 13939)",1
"06250004014","014","20","183","06250","004",1,56616,0,1,58,5,2,7,1,0,1,14068,0,1,NA,1,0,1,0,16,NA,1,"2022 (n = 13939)",1
"06250004015","015","20","183","06250","004",1,56207,0,1,62,3,2,2,1,0,0,14212,0,1,NA,1,0,1,0,16,NA,1,"2022 (n = 13939)",1
"06298002001","001","20","184","06298","002",1,129479,NA,1,77,5,7,5,1,0,0,12330,1,1,NA,1,0,5,0,5,NA,0,"2022 (n = 13939)",1
"06298002002","002","20","184","06298","002",1,56952,NA,1,43,5,7,3,0,1,0,6020,1,1,NA,1,0,5,0,5,NA,0,"2022 (n = 13939)",1
"06298002003","003","20","184","06298","002",1,32905,NA,1,44,6,7,2,1,0,1,21300,1,1,NA,1,0,5,0,5,NA,0,"2022 (n = 13939)",1
"06298002004","004","20","184","06298","002",1,37724,NA,1,41,1,7,4,1,0,0,1800,1,1,NA,1,0,5,0,5,NA,0,"2022 (n = 13939)",1
"06298002005","005","20","184","06298","002",1,73536,NA,1,40,9,7,4,1,0,0,22000,1,1,NA,1,0,5,0,5,NA,0,"2022 (n = 13939)",1
"06298002006","006","20","184","06298","002",1,101328,NA,1,58,4,7,4,0,1,0,11540,1,1,NA,1,0,5,0,5,NA,0,"2022 (n = 13939)",1
"06298002007","007","20","184","06298","002",1,69456,NA,1,43,5,7,2,1,0,0,11330,1,1,NA,1,0,5,0,5,NA,0,"2022 (n = 13939)",1
"06298002008","008","20","184","06298","002",1,59986,NA,1,46,9,7,1,0,1,1,11440,1,1,NA,1,0,5,0,5,NA,0,"2022 (n = 13939)",1
"06298002009","009","20","184","06298","002",1,126842,NA,1,36,9,7,7,1,0,1,16456,1,1,NA,1,0,5,0,5,NA,0,"2022 (n = 13939)",1
"06298002010","010","20","184","06298","002",1,216214,NA,1,61,9,7,6,1,0,0,13890,1,1,NA,1,0,5,0,5,NA,0,"2022 (n = 13939)",1
"06298002011","011","20","184","06298","002",1,61634,NA,1,58,9,7,4,1,0,0,22720,1,1,NA,1,0,5,0,5,NA,0,"2022 (n = 13939)",1
"06298002013","013","20","184","06298","002",1,103104,43310,1,46,7,7,4,0,1,1,6870,1,1,NA,1,0,5,0,5,NA,0,"2022 (n = 13939)",1
"06298002014","014","20","184","06298","002",1,72434,62505.5,1,54,3,7,3,1,0,0,3750,1,1,NA,1,0,5,0,5,NA,0,"2022 (n = 13939)",1
"06313005001","001","20","184","06313","005",1,38373,0,1,29,12,1,3,1,0,1,11410,1,1,NA,2,0,8,0,25,NA,0,"2022 (n = 13939)",0
"06313005002","002","20","184","06313","005",1,24696,26950,1,71,6,1,2,1,0,0,12520,1,1,NA,2,0,8,0,25,NA,0,"2022 (n = 13939)",0
"06313005003","003","20","184","06313","005",1,38773,0,1,29,5,1,3,1,0,1,5840,1,1,NA,2,0,8,0,25,NA,0,"2022 (n = 13939)",0
"06313005004","004","20","184","06313","005",1,61317,0,1,60,7,1,1,0,1,0,12520,1,1,NA,2,0,8,0,25,NA,0,"2022 (n = 13939)",0
"06313005005","005","20","184","06313","005",1,47267,0,1,49,5,1,3,1,0,0,8180,1,1,NA,2,0,8,0,25,NA,0,"2022 (n = 13939)",0
"06313005006","006","20","184","06313","005",1,68687,0,1,57,NA,1,2,1,0,0,12880,1,1,NA,2,0,8,0,25,NA,0,"2022 (n = 13939)",0
"06313005007","007","20","184","06313","005",1,87524,0,1,58,5,1,7,1,0,0,8490,1,1,NA,2,0,8,0,25,NA,0,"2022 (n = 13939)",0
"06313005008","008","20","184","06313","005",1,65447,66545,1,49,9,1,2,1,0,1,23960,1,1,NA,2,0,8,0,25,NA,0,"2022 (n = 13939)",0
"06313005009","009","20","184","06313","005",1,60602,0,1,39,8,1,5,1,0,1,7050,1,1,NA,2,0,8,0,25,NA,0,"2022 (n = 13939)",0
"06313005010","010","20","184","06313","005",1,19921,0,1,57,8,1,1,0,1,1,22277,1,1,NA,2,0,8,0,25,NA,0,"2022 (n = 13939)",0
"06313005011","011","20","184","06313","005",1,53749,0,1,41,4,1,3,1,0,1,6300,1,1,NA,2,0,8,0,25,NA,0,"2022 (n = 13939)",0
"06313005012","012","20","184","06313","005",1,25607,0,1,49,6,1,2,1,0,1,4320,1,1,NA,2,0,8,0,25,NA,0,"2022 (n = 13939)",0
"06313005013","013","20","184","06313","005",1,132769,0,1,46,5,1,4,1,0,0,14018,1,1,NA,2,0,8,0,25,NA,0,"2022 (n = 13939)",0
"06313005014","014","20","184","06313","005",1,105173,55636,1,57,9,1,4,1,0,0,11800,1,1,NA,2,0,8,0,25,NA,0,"2022 (n = 13939)",0
"06313005015","015","20","184","06313","005",1,39793,0,1,64,7,1,4,1,0,1,37200,1,1,NA,2,0,8,0,25,NA,0,"2022 (n = 13939)",0
"06331004001","001","20","185","06331","004",1,106562,NA,1,63,9,12,4,1,0,1,52570,1,1,NA,4,0,6,0,16,NA,0,"2022 (n = 13939)",0
"06331004002","002","20","185","06331","004",1,12241,NA,1,37,9,12,3,1,0,1,31800,1,1,NA,4,0,6,0,16,NA,0,"2022 (n = 13939)",0
"06331004003","003","20","185","06331","004",1,80688,NA,1,59,9,12,4,1,0,1,2570,1,1,NA,4,0,6,0,16,NA,0,"2022 (n = 13939)",0
"06331004004","004","20","185","06331","004",1,74761,0,1,52,7,12,2,1,0,1,63600,1,1,NA,4,0,6,0,16,NA,0,"2022 (n = 13939)",0
"06331004005","005","20","185","06331","004",1,43416,NA,1,49,5,12,6,1,0,1,43960,1,1,NA,4,0,6,0,16,NA,0,"2022 (n = 13939)",0
"06331004006","006","20","185","06331","004",1,17759,NA,1,45,5,12,2,1,0,1,43800,1,1,NA,4,0,6,0,16,NA,0,"2022 (n = 13939)",0
"06331004007","007","20","185","06331","004",1,358848,NA,1,47,7,12,7,1,0,1,44680,1,1,NA,4,0,6,0,16,NA,0,"2022 (n = 13939)",0
"06331004008","008","20","185","06331","004",1,145153,NA,1,56,9,12,7,1,0,1,32550,1,1,NA,4,0,6,0,16,NA,0,"2022 (n = 13939)",0
"06331004009","009","20","185","06331","004",1,100222,0,1,40,9,12,6,1,0,1,53650,1,1,NA,4,0,6,0,16,NA,0,"2022 (n = 13939)",0
"06331004010","010","20","185","06331","004",1,109105,0,1,54,12,12,2,1,0,1,12520,1,1,NA,4,0,6,0,16,NA,0,"2022 (n = 13939)",0
"06331004011","011","20","185","06331","004",1,33789,NA,1,45,4,12,4,1,0,1,11080,1,1,NA,4,0,6,0,16,NA,0,"2022 (n = 13939)",0
"06331004012","012","20","185","06331","004",1,29760,NA,1,46,11,12,1,0,1,1,1850,1,1,NA,4,0,6,0,16,NA,0,"2022 (n = 13939)",0
"06331004013","013","20","185","06331","004",1,52608,36454,1,40,9,12,2,1,0,1,31100,1,1,NA,4,0,6,0,16,NA,0,"2022 (n = 13939)",0
"06331004014","014","20","185","06331","004",1,93745,40633.5,1,33,12,12,4,1,0,1,11440,1,1,NA,4,0,6,0,16,NA,0,"2022 (n = 13939)",0
"06331004015","015","20","185","06331","004",1,35616,36175,1,35,10,12,4,1,0,1,11440,1,1,NA,4,0,6,0,16,NA,0,"2022 (n = 13939)",0
"06385002012","012","20","186","06385","002",1,129791,113715.5,1,51,9,1,4,0,1,1,16800,NA,NA,NA,NA,NA,5,NA,5,NA,NA,"2022 (n = 13939)",NA
"06394006001","001","20","186","06394","006",1,96240,NA,1,38,9,4,2,1,0,1,1180,1,1,NA,3,0,0,0,23,NA,0,"2022 (n = 13939)",0
"06394006002","002","20","186","06394","006",1,101952,NA,1,36,9,4,3,1,0,1,750,1,1,NA,3,0,0,0,23,NA,0,"2022 (n = 13939)",0
"06394006003","003","20","186","06394","006",1,133200,NA,1,41,9,4,3,1,0,1,770,1,1,NA,3,0,0,0,23,NA,0,"2022 (n = 13939)",0
"06394006004","004","20","186","06394","006",1,88368,NA,1,56,3,4,7,1,0,0,2620,1,1,NA,3,0,0,0,23,NA,0,"2022 (n = 13939)",0
"06394006005","005","20","186","06394","006",1,48383,NA,1,66,5,4,3,1,0,0,820,1,1,NA,3,0,0,0,23,NA,0,"2022 (n = 13939)",0
"06394006006","006","20","186","06394","006",1,47087,NA,1,53,1,4,3,1,0,1,2980,1,1,NA,3,0,0,0,23,NA,0,"2022 (n = 13939)",0
"06394006007","007","20","186","06394","006",1,103500,NA,1,50,4,4,5,1,0,1,6140,1,1,NA,3,0,0,0,23,NA,0,"2022 (n = 13939)",0
"06394006008","008","20","186","06394","006",1,76428,NA,1,38,9,4,3,1,0,1,8960,1,1,NA,3,0,0,0,23,NA,0,"2022 (n = 13939)",0
"06394006009","009","20","186","06394","006",1,66191,NA,1,46,4,4,2,1,0,1,7120,1,1,NA,3,0,0,0,23,NA,0,"2022 (n = 13939)",0
"06394006010","010","20","186","06394","006",0,32232,NA,1,52,9,4,1,0,1,1,3240,1,1,NA,3,0,0,0,23,NA,0,"2022 (n = 13939)",0
"06394006011","011","20","186","06394","006",1,117648,NA,1,55,NA,4,6,1,0,1,4680,1,1,NA,3,0,0,0,23,NA,0,"2022 (n = 13939)",0
"06394006012","012","20","186","06394","006",1,81885,NA,1,34,12,4,4,1,0,1,1440,1,1,NA,3,0,0,0,23,NA,0,"2022 (n = 13939)",0
"06394006013","013","20","186","06394","006",1,155808,100170.5,1,38,8,4,4,1,0,1,1440,1,1,NA,3,0,0,0,23,NA,0,"2022 (n = 13939)",0
"06394006014","014","20","186","06394","006",1,95472,187651,1,30,9,4,3,1,0,1,9360,1,1,NA,3,0,0,0,23,NA,0,"2022 (n = 13939)",0
"06394006015","015","20","186","06394","006",1,81024,70076,1,40,5,4,4,1,0,1,3600,1,1,NA,3,0,0,0,23,NA,0,"2022 (n = 13939)",0
"06397005001","001","20","186","06397","005",1,116391,NA,1,46,3,6,3,1,0,1,3960,1,1,NA,3,0,0,0,17,NA,0,"2022 (n = 13939)",0
"06397005002","002","20","186","06397","005",1,184020,NA,1,56,5,6,5,1,0,1,2930,1,1,NA,3,0,0,0,17,NA,0,"2022 (n = 13939)",0
"06397005003","003","20","186","06397","005",1,75278,87644.5,1,57,NA,6,3,1,0,1,5040,1,1,NA,3,0,0,0,17,NA,0,"2022 (n = 13939)",0
"06397005004","004","20","186","06397","005",1,197473,NA,1,45,5,6,4,1,0,1,2440,1,1,NA,3,0,0,0,17,NA,0,"2022 (n = 13939)",0
"06397005005","005","20","186","06397","005",1,80892,NA,1,43,3,6,3,1,0,1,4680,1,1,NA,3,0,0,0,17,NA,0,"2022 (n = 13939)",0
"06397005006","006","20","186","06397","005",1,29771,NA,1,48,8,6,3,1,0,1,3960,1,1,NA,3,0,0,0,17,NA,0,"2022 (n = 13939)",0
"06397005007","007","20","186","06397","005",1,34168,NA,1,62,5,6,3,1,0,0,3800,1,1,NA,3,0,0,0,17,NA,0,"2022 (n = 13939)",0
"06397005008","008","20","186","06397","005",1,116497,NA,1,50,6,6,4,1,0,1,2880,1,1,NA,3,0,0,0,17,NA,0,"2022 (n = 13939)",0
"06397005009","009","20","186","06397","005",1,87361,74427.5,1,54,1,6,4,1,0,1,12920,1,1,NA,3,0,0,0,17,NA,0,"2022 (n = 13939)",0
"06397005010","010","20","186","06397","005",1,95711,NA,1,53,5,6,1,1,0,1,2360,1,1,NA,3,0,0,0,17,NA,0,"2022 (n = 13939)",0
"06397005011","011","20","186","06397","005",1,122040,0,1,54,12,6,5,1,0,1,4420,1,1,NA,3,0,0,0,17,NA,0,"2022 (n = 13939)",0
"06397005012","012","20","186","06397","005",1,95963,NA,1,35,9,6,1,1,0,1,2115,1,1,NA,3,0,0,0,17,NA,0,"2022 (n = 13939)",0
"06397005013","013","20","186","06397","005",1,115823,NA,1,55,5,6,2,1,0,1,4860,1,1,NA,3,0,0,0,17,NA,0,"2022 (n = 13939)",0
"06397005014","014","20","186","06397","005",1,121172,NA,1,59,8,6,6,1,0,1,3180,1,1,NA,3,0,0,0,17,NA,0,"2022 (n = 13939)",0
"06397005015","015","20","186","06397","005",1,112069,103362.5,1,54,7,6,3,1,0,1,5140,1,1,NA,3,0,0,0,17,NA,0,"2022 (n = 13939)",0
"06400007001","001","20","186","06400","007",0,81060,0,1,54,12,1,5,1,0,1,3700,1,1,NA,1,0,0.1,0,17,NA,0,"2022 (n = 13939)",1
"06400007002","002","20","186","06400","007",0,211895,87289.5,1,58,5,1,3,1,0,1,8640,1,1,NA,1,0,0.1,0,17,NA,0,"2022 (n = 13939)",1
"06400007003","003","20","186","06400","007",0,59255,0,1,54,7,1,6,1,0,1,13800,1,1,NA,1,0,0.1,0,17,NA,0,"2022 (n = 13939)",1
"06400007004","004","20","186","06400","007",0,91824,0,1,70,7,1,4,1,0,0,9160,1,1,NA,1,0,0.1,0,17,NA,0,"2022 (n = 13939)",1
"06400007005","005","20","186","06400","007",0,357419,0,1,52,8,1,5,1,0,1,10450,1,1,NA,1,0,0.1,0,17,NA,0,"2022 (n = 13939)",1
"06400007006","006","20","186","06400","007",0,236341,98863.5,1,52,9,1,3,1,0,1,18600,1,1,NA,1,0,0.1,0,17,NA,0,"2022 (n = 13939)",1
"06400007007","007","20","186","06400","007",0,69337,0,1,52,3,1,2,1,0,1,20160,1,1,NA,1,0,0.1,0,17,NA,0,"2022 (n = 13939)",1
"06400007008","008","20","186","06400","007",0,31621,0,1,32,9,1,5,1,0,1,2880,1,1,NA,1,0,0.1,0,17,NA,0,"2022 (n = 13939)",1
"06400007009","009","20","186","06400","007",0,78192,0,1,58,9,1,3,1,0,1,7200,1,1,NA,1,0,0.1,0,17,NA,0,"2022 (n = 13939)",1
"06400007010","010","20","186","06400","007",0,77808,0,1,34,12,1,4,1,0,1,3060,1,1,NA,1,0,0.1,0,17,NA,0,"2022 (n = 13939)",1
"06400007011","011","20","186","06400","007",0,285802,0,1,44,5,1,3,1,0,1,7020,1,1,NA,1,0,0.1,0,17,NA,0,"2022 (n = 13939)",1
"06400007012","012","20","186","06400","007",0,78649,0,1,48,3,1,2,1,0,1,8020,1,1,NA,1,0,0.1,0,17,NA,0,"2022 (n = 13939)",1
"06400007013","013","20","186","06400","007",0,118895,0,1,36,5,1,4,1,0,1,4800,1,1,NA,1,0,0.1,0,17,NA,0,"2022 (n = 13939)",1
"06400007014","014","20","186","06400","007",0,72095,69642,1,37,5,1,4,1,0,1,4130,1,1,NA,1,0,0.1,0,17,NA,0,"2022 (n = 13939)",1
"06400007015","015","20","186","06400","007",0,103729,0,1,64,5,1,4,1,0,0,9680,1,1,NA,1,0,0.1,0,17,NA,0,"2022 (n = 13939)",1
"06415004001","001","20","186","06415","004",0,130099,0,1,65,9,10,6,1,0,0,3960,0,1,NA,1,0,5,0,10,NA,0,"2022 (n = 13939)",1
"06415004003","003","20","186","06415","004",0,153818,NA,1,55,6,10,2,1,0,1,5040,0,1,NA,1,0,5,0,10,NA,0,"2022 (n = 13939)",1
"06415004004","004","20","186","06415","004",0,78096,NA,1,59,9,10,2,1,0,0,2880,0,1,NA,1,0,5,0,10,NA,0,"2022 (n = 13939)",1
"06415004007","007","20","186","06415","004",0,42938,NA,1,65,12,10,2,1,0,1,4780,0,1,NA,1,0,5,0,10,NA,0,"2022 (n = 13939)",1
"06415004008","008","20","186","06415","004",0,112536,NA,1,72,9,10,3,1,0,1,13260,0,1,NA,1,0,5,0,10,NA,0,"2022 (n = 13939)",1
"06415004009","009","20","186","06415","004",0,67968,NA,1,60,8,10,4,0,1,1,3960,0,1,NA,1,0,5,0,10,NA,0,"2022 (n = 13939)",1
"06415004010","010","20","186","06415","004",0,60241,NA,1,46,6,10,4,1,0,1,8620,0,1,NA,1,0,5,0,10,NA,0,"2022 (n = 13939)",1
"06415004011","011","20","186","06415","004",0,159515,NA,1,41,12,10,3,1,0,1,1950,0,1,NA,1,0,5,0,10,NA,0,"2022 (n = 13939)",1
"06415004012","012","20","186","06415","004",0,90624,NA,1,42,3,10,4,1,0,0,2640,0,1,NA,1,0,5,0,10,NA,0,"2022 (n = 13939)",1
"06415004013","013","20","186","06415","004",0,83196,56614,1,49,5,10,3,1,0,1,2460,0,1,NA,1,0,5,0,10,NA,0,"2022 (n = 13939)",1
"06415004014","014","20","186","06415","004",0,291264,364393.5,1,48,12,10,4,1,0,1,4730,0,1,NA,1,0,5,0,10,NA,0,"2022 (n = 13939)",1
"06415004015","015","20","186","06415","004",0,307295,97598.5,1,58,8,10,4,1,0,1,9960,0,1,NA,1,0,5,0,10,NA,0,"2022 (n = 13939)",1
"06451008001","001","20","186","06451","008",1,37271,NA,1,83,NA,5,1,0,1,0,11800,0,1,NA,1,0,0,0,3,NA,0,"2022 (n = 13939)",1
"06451008002","002","20","186","06451","008",1,232800,NA,1,51,8,5,5,0,1,1,24320,0,1,NA,1,0,0,0,3,NA,0,"2022 (n = 13939)",1
"06451008003","003","20","186","06451","008",1,64584,NA,1,39,5,5,3,0,1,1,280,0,1,NA,1,0,0,0,3,NA,0,"2022 (n = 13939)",1
"06451008004","004","20","186","06451","008",1,104640,NA,1,44,3,5,4,1,0,1,7160,0,1,NA,1,0,0,0,3,NA,0,"2022 (n = 13939)",1
"06451008005","005","20","186","06451","008",1,113460,NA,1,57,5,5,5,1,0,1,22360,0,1,NA,1,0,0,0,3,NA,0,"2022 (n = 13939)",1
"06451008006","006","20","186","06451","008",1,92977,NA,1,38,8,5,4,1,0,1,2160,0,1,NA,1,0,0,0,3,NA,0,"2022 (n = 13939)",1
"06451008007","007","20","186","06451","008",1,123984,NA,1,33,9,5,4,1,0,1,1640,0,1,NA,1,0,0,0,3,NA,0,"2022 (n = 13939)",1
"06451008008","008","20","186","06451","008",1,100467,0,1,45,4,5,4,1,0,1,12520,0,1,NA,1,0,0,0,3,NA,0,"2022 (n = 13939)",1
"06451008009","009","20","186","06451","008",1,251458,0,1,47,3,5,3,1,0,1,15580,0,1,NA,1,0,0,0,3,NA,0,"2022 (n = 13939)",1
"06451008010","010","20","186","06451","008",1,25667,NA,1,47,9,5,3,1,0,0,45600,0,1,NA,1,0,0,0,3,NA,0,"2022 (n = 13939)",1
"06451008011","011","20","186","06451","008",1,37043,NA,1,67,2,5,3,1,0,1,6440,0,1,NA,1,0,0,0,3,NA,0,"2022 (n = 13939)",1
"06451008012","012","20","186","06451","008",1,105058,NA,1,35,9,5,5,1,0,1,3960,0,1,NA,1,0,0,0,3,NA,0,"2022 (n = 13939)",1
"06451008014","014","20","186","06451","008",1,363096,101451.5,1,42,5,5,3,1,0,1,38100,0,1,NA,1,0,0,0,3,NA,0,"2022 (n = 13939)",1
"06451008015","015","20","186","06451","008",1,139392,60030,1,48,8,5,2,1,0,1,29680,0,1,NA,1,0,0,0,3,NA,0,"2022 (n = 13939)",1
