"","X","IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","M4B13A_C1","M4B13A_C2","M4B13A_C3","M4B13A_C4","SWCP","SWCP_confirmed"
"1182",1182,24742014010,67,667,24742,14,10,4,1,3,100,2,1,1
"1183",1183,24742014011,67,667,24742,14,11,4,1,4,150,2,0,0
"1184",1184,24742014012,67,667,24742,14,12,4,2,4,200,2,0,0
"1185",1185,24742014013,67,667,24742,14,13,4,1,2,200,2,1,1
"1186",1186,24742014014,67,667,24742,14,14,4,2,3,200,2,1,1
"1187",1187,24742014016,67,667,24742,14,16,4,2,1,200,2,1,1
"1188",1188,24742014021,67,667,24742,14,21,4,1,4,200,2,0,0
"1189",1189,24760019002,67,666,24760,19,2,4,1,3,100,2,1,1
"1190",1190,24760019003,67,666,24760,19,3,4,1,3,100,1,1,1
"1191",1191,24760019004,67,666,24760,19,4,4,1,4,100,2,0,0
"1192",1192,24760019005,67,666,24760,19,5,4,1,4,100,1,0,0
"1193",1193,24760019006,67,666,24760,19,6,4,1,3,100,2,1,1
"1194",1194,24760019007,67,666,24760,19,7,4,1,4,100,2,0,0
"1195",1195,24760019008,67,666,24760,19,8,4,1,3,100,2,1,1
"1196",1196,24760019009,67,666,24760,19,9,4,1,4,100,2,0,0
"1197",1197,24760019010,67,666,24760,19,10,4,1,3,100,2,1,1
"1198",1198,24760019011,67,666,24760,19,11,4,1,3,100,2,1,1
"1199",1199,24760019012,67,666,24760,19,12,4,1,4,100,2,0,0
"1200",1200,24760019013,67,666,24760,19,13,4,1,3,30,2,1,1
"1201",1201,24760019014,67,666,24760,19,14,4,1,3,100,2,1,1
"1202",1202,24760019015,67,666,24760,19,15,4,1,3,100,2,1,1
"1203",1203,24799005014,68,672,24799,5,14,4,1,8,3,3,0,0
"1204",1204,24799005015,68,672,24799,5,15,4,1,10,4,3,0,0
"1205",1205,24805007003,68,672,24805,7,3,4,1,3,0.5,4,1,0
"1206",1206,24805007006,68,672,24805,7,6,4,1,5,3,3,0,0
"1207",1207,24805007007,68,672,24805,7,7,4,1,3,1,4,1,0
"1208",1208,24871011006,68,676,24871,11,6,4,1,3,250,2,1,1
"1209",1209,24871011009,68,676,24871,11,9,4,1,2,210,2,1,1
"1210",1210,24871011011,68,676,24871,11,11,4,1,2,100,4,1,0
"1211",1211,24910030001,68,676,24910,30,1,4,1,2,420,2,0,0
"1212",1212,24910030002,68,676,24910,30,2,4,1,3,350,2,1,1
"1213",1213,24910030003,68,676,24910,30,3,4,1,2,200,2,1,1
"1214",1214,24910030004,68,676,24910,30,4,4,1,2,360,2,1,1
"1215",1215,24910030005,68,676,24910,30,5,4,1,3,300,2,1,1
"1216",1216,24910030006,68,676,24910,30,6,4,1,2,250,3,1,1
"1217",1217,24910030007,68,676,24910,30,7,4,1,2,300,2,1,1
"1218",1218,24910030009,68,676,24910,30,9,4,1,3,320,2,1,1
"1219",1219,24910030010,68,676,24910,30,10,4,1,2,220,2,1,1
"1220",1220,24910030012,68,676,24910,30,12,4,1,3,250,2,1,1
"1221",1221,24910030013,68,676,24910,30,13,4,1,3,150,2,1,1
"1222",1222,24910030014,68,676,24910,30,14,4,1,2,320,1,1,1
"1223",1223,24910030015,68,676,24910,30,15,4,1,2,380,2,1,1
"1224",1224,24919009003,68,676,24919,9,3,4,1,2,300,4,1,0
"1225",1225,24919009004,68,676,24919,9,4,4,1,2,230,2,1,1
"1226",1226,24919009006,68,676,24919,9,6,4,1,2,330,2,1,1
"1227",1227,24919009007,68,676,24919,9,7,4,1,2,220,3,1,1
"1228",1228,24919009008,68,676,24919,9,8,4,1,3,250,2,1,1
"1229",1229,24919009009,68,676,24919,9,9,4,1,2,200,4,1,0
"1230",1230,24919009010,68,676,24919,9,10,4,3,3,380,2,1,1
"1231",1231,24919009011,68,676,24919,9,11,4,1,2,300,2,1,1
"1232",1232,24919009012,68,676,24919,9,12,4,1,3,280,2,1,1
"1233",1233,24919009013,68,676,24919,9,13,4,1,3,200,2,1,1
"1234",1234,24919009014,68,676,24919,9,14,4,1,2,220,2,1,1
"1235",1235,24928028004,68,677,24928,28,4,4,1,2,50,4,1,0
"1236",1236,24928028011,68,677,24928,28,11,4,3,99,2,3,0,0
"1237",1237,24982027003,68,678,24982,27,3,4,1,2,30,2,1,1
"1238",1238,24982027009,68,678,24982,27,9,4,1,3,200,2,1,1
"1239",1239,24982027011,68,678,24982,27,11,4,1,3,200,2,1,1
"1240",1240,24982027015,68,678,24982,27,15,4,1,2,3,2,1,1
"1241",1241,25075013001,68,680,25075,13,1,4,1,1,150,2,1,1
"1242",1242,25075013003,68,680,25075,13,3,4,1,1,250,2,1,1
"1243",1243,25075013005,68,680,25075,13,5,4,1,1,100,4,1,0
"1244",1244,25075013007,68,680,25075,13,7,4,1,1,150,4,1,0
"1245",1245,25075013008,68,680,25075,13,8,4,1,1,200,2,1,1
"1246",1246,25075013009,68,680,25075,13,9,4,1,1,200,2,1,1
"1247",1247,25075013010,68,680,25075,13,10,4,1,1,200,2,1,1
"1248",1248,25075013011,68,680,25075,13,11,4,1,1,30,2,1,1
"1249",1249,25075013012,68,680,25075,13,12,4,1,1,30,2,1,1
"1250",1250,25075013013,68,680,25075,13,13,4,1,1,30,2,1,1
"1251",1251,25075013014,68,680,25075,13,14,4,1,1,30,2,1,1
"1252",1252,25075013015,68,680,25075,13,15,4,1,1,35,2,1,1
"1253",1253,25084037001,68,680,25084,37,1,4,1,1,30,2,1,1
"1254",1254,25084037002,68,680,25084,37,2,4,1,1,30,3,1,1
"1255",1255,25084037003,68,680,25084,37,3,4,1,2,30,2,1,1
"1256",1256,25084037004,68,680,25084,37,4,4,1,2,25,3,1,1
"1257",1257,25084037005,68,680,25084,37,5,4,1,1,25,2,1,1
"1258",1258,25084037006,68,680,25084,37,6,4,1,2,25,2,1,1
"1259",1259,25084037008,68,680,25084,37,8,4,1,1,30,2,1,1
"1260",1260,25084037009,68,680,25084,37,9,4,1,2,50,2,1,1
"1261",1261,25084037010,68,680,25084,37,10,4,1,1,70,2,1,1
"1262",1262,25084037011,68,680,25084,37,11,4,1,1,40,2,1,1
"1263",1263,25084037012,68,680,25084,37,12,4,1,1,50,2,1,1
"1264",1264,25084037014,68,680,25084,37,14,4,1,1,60,2,1,1
"1265",1265,25084037015,68,680,25084,37,15,4,1,2,80,2,1,1
"1266",1266,25093009001,68,680,25093,9,1,4,1,1,45,4,1,0
"1267",1267,25093009002,68,680,25093,9,2,4,1,1,40,4,1,0
"1268",1268,25093009003,68,680,25093,9,3,4,1,1,50,4,1,0
"1269",1269,25093009004,68,680,25093,9,4,4,1,1,60,4,1,0
"1270",1270,25093009005,68,680,25093,9,5,4,1,1,60,4,1,0
"1271",1271,25093009006,68,680,25093,9,6,4,1,1,50,4,1,0
"1272",1272,25093009007,68,680,25093,9,7,4,1,1,30,4,1,0
"1273",1273,25093009008,68,680,25093,9,8,4,1,1,45,4,1,0
"1274",1274,25093009009,68,680,25093,9,9,4,1,1,50,4,1,0
"1275",1275,25093009010,68,680,25093,9,10,4,1,1,40,4,1,0
"1276",1276,25093009011,68,680,25093,9,11,4,1,2,60,4,1,0
"1277",1277,25093009012,68,680,25093,9,12,4,1,1,30,4,1,0
"1278",1278,25093009013,68,680,25093,9,13,4,1,1,55,4,1,0
"1279",1279,25093009014,68,680,25093,9,14,4,1,1,50,4,1,0
