"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","STT","M4B11A5_C6","M4B11A5_C7","M4B11A5_C8","M4B11A5_C9","KYDIEUTRA"
"12653","89","888","30427","020","009","30427020009",1,4,17,2,20,4
"12654","89","888","30427","020","009","30427020009",2,6,15,3,25,4
"12655","89","888","30427","020","009","30427020009",3,8,22,5,32,4
"12656","89","888","30427","020","009","30427020009",4,10,15,1,35,4
"12657","89","888","30427","020","009","30427020009",5,12,12,3,35,4
"12658","89","888","30427","020","009","30427020009",6,14,12,5,40,4
"12659","36","360","13795","003","002","13795003002",0,0,7,2,4,4
"12660","36","360","13795","003","002","13795003002",1,15,10,2,2,4
"12661","40","430","17983","008","013","17983008013",0,9,10,3,3,4
"12662","40","430","17983","008","013","17983008013",1,12,12,3,2,4
"12663","52","543","21658","013","014","21658013014",0,0,4,1,99,4
"12664","66","654","24502","018","011","24502018011",0,18,7,1,5,4
"12665","91","906","30904","007","004","30904007004",0,1,7,1,99,4
"12666","91","906","30904","007","004","30904007004",1,4,7,1,99,4
"12667","91","906","30917","014","010","30917014010",0,0,1,1,99,4
"12668","10","085","02890","005","014","02890005014",1,3,2,1,2,4
"12669","10","085","02890","005","014","02890005014",2,18,4,1,0,4
"12670","20","188","06598","003","009","06598003009",0,2,2,6,2,4
"12671","36","362","13978","008","011","13978008011",1,0,4,1,3,4
"12672","36","362","13978","008","011","13978008011",2,18,7,2,2,4
"12673","52","545","21760","029","004","21760029004",0,1,3,1,1,4
"12674","89","894","30724","011","005","30724011005",0,2,8,2,1,4
"12675","89","894","30724","011","005","30724011005",1,5,6,2,1,4
"12676","89","894","30724","011","005","30724011005",2,6,5,3,1,4
"12677","89","894","30724","011","005","30724011005",3,7,4,2,1,4
"12678","89","894","30724","011","005","30724011005",4,15,6,3,1,4
"12679","89","894","30724","011","005","30724011005",5,13,4,2,2,4
"12680","89","894","30724","011","012","30724011012",0,0,15,1,99,4
"12681","89","894","30724","011","012","30724011012",1,16,15,1,99,4
"12682","91","905","30887","014","001","30887014001",0,16,3,1,30,4
"12683","14","126","04171","014","005","04171014005",0,15,15,1,20,4
"12684","14","126","04171","014","005","04171014005",1,17,10,1,10,4
"12685","15","135","04336","013","013","04336013013",0,17,15,1,99,4
"12686","15","140","04630","005","004","04630005004",0,1,4,1,99,4
"12687","93","934","31399","014","011","31399014011",0,18,3,1,3,4
"12688","93","934","31399","014","011","31399014011",1,18,5,1,2,4
"12689","27","263","09466","006","005","09466006005",0,7,3,2,2,4
"12690","27","263","09466","006","005","09466006005",1,17,7,2,1,4
"12691","45","465","19441","016","008","19441016008",0,3,2,99,0,4
"12692","45","465","19441","016","008","19441016008",1,2,1,99,99,4
"12693","52","546","21786","003","010","21786003010",0,4,2,1,99,4
"12694","52","546","21786","003","010","21786003010",1,3,2,2,99,4
"12695","91","909","31036","007","016","31036007016",0,0,10,1,99,4
"12696","91","909","31036","007","016","31036007016",1,5,10,1,99,4
"12697","91","909","31036","007","016","31036007016",2,10,10,1,99,4
"12698","06","065","02113","003","005","02113003005",0,0,15,5,0,4
"12699","06","065","02113","003","005","02113003005",1,18,18,5,0,4
"12700","31","311","11554","007","003","11554007003",0,6,7,2,3,4
"12701","31","311","11554","007","003","11554007003",1,16,10,2,2,4
"12702","38","398","15775","010","008","15775010008",0,18,7,1,99,4
"12703","38","398","15775","010","013","15775010013",0,7,4,2,7,4
"12704","38","398","15775","010","013","15775010013",1,13,4,2,6,4
"12705","38","398","15775","010","013","15775010013",2,17,5,3,3,4
"12706","38","402","16195","003","013","16195003013",0,1,15,6,0,4
"12707","51","527","21193","008","001","21193008001",0,0,2,1,5,4
"12708","51","527","21193","008","001","21193008001",1,18,10,1,1,4
"12709","51","527","21193","008","012","21193008012",0,0,2,1,5,4
"12710","51","527","21193","008","012","21193008012",1,17,14,1,2,4
"12711","51","527","21205","003","015","21205003015",0,1,5,1,2,4
"12712","51","527","21205","003","015","21205003015",1,16,10,1,1,4
"12713","51","527","21217","009","001","21217009001",0,0,2,1,7,4
"12714","10","083","02788","002","012","02788002012",0,18,15,1,99,4
"12715","20","188","06598","003","015","06598003015",0,5,2,6,2,4
"12716","20","188","06598","003","015","06598003015",1,11,3,6,2,4
"12717","22","199","06874","004","009","06874004009",0,18,20,1,0,4
"12718","42","449","18781","006","013","18781006013",0,17,5,1,3,4
"12719","52","545","21760","029","008","21760029008",0,1,3,1,1,4
"12720","70","692","25306","004","002","25306004002",0,18,10,1,99,4
"12721","89","894","30724","011","011","30724011011",0,0,14,1,99,4
"12722","89","894","30724","011","011","30724011011",1,18,10,1,99,4
"12723","91","903","30836","006","006","30836006006",0,16,3,1,20,4
"12724","04","048","01573","004","008","01573004008",0,6,5,6,1,4
"12725","04","048","01573","004","008","01573004008",1,17,5,1,2,4
"12726","04","049","01618","005","003","01618005003",0,14,15,1,2,4
"12727","36","359","13777","014","010","13777014010",0,4,5,3,10,4
"12728","36","359","13777","014","010","13777014010",1,8,8,3,7,4
"12729","36","359","13777","014","010","13777014010",2,12,5,3,4,4
"12730","52","543","21658","013","009","21658013009",0,1,3,2,99,4
"12731","52","543","21658","013","009","21658013009",1,6,2,2,99,4
"12732","52","543","21658","013","009","21658013009",2,18,5,2,99,4
"12733","66","644","24331","020","010","24331020010",0,1,12,1,20,4
"12734","66","644","24331","020","010","24331020010",1,3,15,1,24,4
"12735","66","644","24331","020","011","24331020011",0,2,12,1,20,4
"12736","66","644","24331","020","011","24331020011",1,3,15,1,25,4
"12737","66","644","24331","020","011","24331020011",2,4,10,1,20,4
"12738","04","052","01756","006","007","01756006007",0,1,1,6,1,4
"12739","14","126","04195","019","007","04195019007",0,8,13,6,2,4
"12740","37","376","14668","008","004","14668008004",0,0,6,2,7,4
"12741","37","376","14668","008","004","14668008004",1,17,6,2,6,4
"12742","49","505","20470","003","007","20470003007",0,15,5,6,0,4
"12743","80","801","27898","006","003","27898006003",0,0,2,1,25,4
"12744","80","801","27898","006","003","27898006003",1,11,3,1,20,4
"12745","80","801","27898","006","003","27898006003",2,15,5,1,10,4
"12746","06","063","02005","002","007","02005002007",0,6,3,1,0,4
"12747","06","063","02005","002","007","02005002007",1,10,3,1,0,4
"12748","06","063","02005","002","010","02005002010",0,5,3,1,0,4
"12749","06","063","02005","002","010","02005002010",1,11,3,1,0,4
"12750","27","263","09466","006","013","09466006013",0,6,3,2,2,4
"12751","27","263","09466","006","013","09466006013",1,17,5,2,0,4
"12752","52","546","21805","001","005","21805001005",0,2,2,2,99,4
"12753","91","909","31033","014","011","31033014011",0,0,7,1,3,4
"12754","91","909","31033","014","011","31033014011",1,10,10,1,5,4
"12755","91","909","31033","014","013","31033014013",0,2,5,1,5,4
"12756","91","909","31033","014","013","31033014013",1,4,5,1,5,4
"12757","91","909","31033","014","013","31033014013",2,8,5,1,5,4
"12758","91","909","31033","014","013","31033014013",3,10,5,1,5,4
"12759","91","909","31036","007","019","31036007019",0,10,5,1,5,4
"12760","30","295","10897","004","013","10897004013",0,17,5,2,3,4
"12761","49","514","20887","015","003","20887015003",0,4,5,1,10,4
"12762","49","514","20887","015","003","20887015003",1,4,7,1,5,4
"12763","49","517","20986","014","005","20986014005",0,0,3,1,13,4
"12764","49","517","20986","014","005","20986014005",1,18,5,1,2,4
"12765","52","549","21922","008","012","21922008012",0,0,4,1,10,4
"12766","52","549","21922","008","012","21922008012",1,18,7,1,5,4
"12767","31","315","11764","009","011","11764009011",0,2,2,2,2,4
"12768","31","315","11764","009","011","11764009011",1,3,2,2,2,4
"12769","31","315","11764","009","014","11764009014",0,15,5,2,2,4
"12770","31","315","11797","001","010","11797001010",0,4,5,1,2,4
"12771","31","315","11797","001","010","11797001010",1,18,7,1,1,4
"12772","38","404","16279","001","005","16279001005",0,1,4,3,1,4
"12773","51","524","21070","017","004","21070017004",0,16,15,1,0,4
"12774","51","527","21193","008","006","21193008006",0,0,2,1,5,4
"12775","51","527","21193","008","006","21193008006",1,17,16,1,1,4
"12776","52","549","21946","016","002","21946016002",0,0,3,1,8,4
"12777","52","549","21946","016","002","21946016002",1,17,8,1,3,4
"12778","86","858","29650","001","003","29650001003",0,18,10,1,0,4
"12779","34","343","13183","005","015","13183005015",0,6,1,99,1,4
"12780","54","558","22084","013","010","22084013010",0,3,10,6,2,4
"12781","80","801","27898","006","001","27898006001",0,0,10,1,3,4
"12782","80","801","27898","006","001","27898006001",1,3,16,1,3,4
"12783","80","801","27898","006","001","27898006001",2,7,15,1,4,4
"12784","80","801","27898","006","001","27898006001",3,15,20,1,2,4
"12785","40","430","17983","008","006","17983008006",0,1,30,3,2,4
"12786","40","430","17983","008","006","17983008006",1,7,20,3,5,4
"12787","40","430","17983","008","006","17983008006",2,17,30,3,0,4
"12788","40","430","17983","008","010","17983008010",0,9,10,3,2,4
"12789","40","430","17983","008","010","17983008010",1,11,7,3,3,4
"12790","40","430","17983","008","010","17983008010",2,17,8,3,2,4
"12791","66","648","24274","004","015","24274004015",0,3,4,1,3,4
"12792","66","644","24331","020","012","24331020012",0,2,12,1,20,4
"12793","66","644","24331","020","012","24331020012",1,2,10,1,15,4
"12794","66","644","24331","020","012","24331020012",2,4,14,1,25,4
"12795","66","644","24331","020","012","24331020012",3,4,12,1,25,4
"12796","66","653","24457","007","003","24457007003",0,8,6,1,4,4
"12797","66","653","24457","007","003","24457007003",1,14,8,4,2,4
"12798","66","653","24457","007","007","24457007007",0,8,5,3,3,4
"12799","66","653","24457","007","007","24457007007",1,14,7,4,2,4
"12800","66","654","24502","018","004","24502018004",0,16,10,1,5,4
"12801","66","657","24550","028","005","24550028005",0,1,3,1,20,4
"12802","66","657","24550","028","005","24550028005",1,2,2,1,20,4
"12803","66","657","24550","028","005","24550028005",2,2,1,1,20,4
"12804","91","906","30904","007","010","30904007010",0,0,1,1,99,4
"12805","91","906","30904","007","010","30904007010",1,6,1,6,99,4
"12806","91","908","30988","011","004","30988011004",0,6,7,1,99,4
"12807","91","908","30988","011","010","30988011010",0,0,1,6,99,4
"12808","06","062","01936","008","013","01936008013",1,17,20,1,1,4
"12809","06","063","01978","002","014","01978002014",1,5,7,1,0,4
"12810","06","063","01978","002","014","01978002014",2,17,8,1,0,4
"12811","06","063","01990","004","001","01990004001",0,5,7,1,0,4
"12812","06","063","01990","004","005","01990004005",0,6,3,1,99,4
"12813","06","063","01990","004","005","01990004005",1,10,3,1,99,4
"12814","06","063","01990","004","008","01990004008",0,6,8,1,0,4
"12815","06","063","01990","004","008","01990004008",1,14,10,1,0,4
"12816","06","063","01990","004","011","01990004011",0,6,3,1,0,4
"12817","06","063","01990","004","011","01990004011",1,12,3,1,0,4
"12818","06","063","02005","002","006","02005002006",0,5,7,1,3,4
"12819","06","063","02005","002","006","02005002006",1,17,8,1,2,4
"12820","27","264","09496","015","007","09496015007",0,18,6,2,2,4
"12821","37","369","14356","013","011","14356013011",0,0,10,2,99,4
"12822","37","369","14356","013","011","14356013011",1,18,7,2,99,4
"12823","37","372","14395","015","008","14395015008",0,17,4,2,0,4
"12824","91","909","31033","014","012","31033014012",0,1,4,1,2,4
"12825","91","909","31033","014","015","31033014015",0,0,1,1,99,4
"12826","06","065","02113","003","014","02113003014",0,1,3,6,1,4
"12827","31","315","11758","001","013","11758001013",0,17,5,2,2,4
"12828","33","327","12085","008","008","12085008008",0,8,2,1,1,4
"12829","33","327","12085","008","008","12085008008",1,12,1,1,1,4
"12830","51","524","21070","017","008","21070017008",0,17,10,1,0,4
"12831","51","527","21205","003","001","21205003001",0,0,2,1,5,4
"12832","51","527","21205","003","001","21205003001",1,17,16,1,2,4
"12833","51","527","21217","009","002","21217009002",0,1,4,1,2,4
"12834","93","936","31486","001","004","31486001004",0,1,6,3,99,4
"12835","93","936","31486","001","004","31486001004",1,6,10,1,99,4
"12836","93","936","31486","001","004","31486001004",2,8,25,1,99,4
"12837","30","295","10897","004","003","10897004003",0,13,3,6,99,4
"12838","30","295","10897","004","003","10897004003",1,17,5,6,99,4
"12839","30","295","10897","004","007","10897004007",0,4,5,1,7,4
"12840","30","295","10897","004","007","10897004007",1,18,10,1,10,4
"12841","38","396","15655","001","011","15655001011",0,13,1,6,1,4
"12842","49","514","20887","015","002","20887015002",0,4,3,1,10,4
"12843","49","514","20887","015","002","20887015002",1,4,7,1,5,4
"12844","52","549","21922","008","005","21922008005",0,0,3,1,10,4
"12845","52","549","21922","008","005","21922008005",1,17,8,1,4,4
"12846","84","846","29359","005","007","29359005007",0,0,8,1,15,4
"12847","84","846","29359","005","007","29359005007",1,9,6,1,10,4
"12848","46","476","19852","008","011","19852008011",1,18,4,1,0,4
"12849","64","627","23731","006","015","23731006015",0,2,3,6,99,4
"12850","64","627","23731","006","015","23731006015",1,6,4,99,99,4
"12851","64","637","24091","004","008","24091004008",0,17,6,1,6,4
"12852","87","875","30193","001","001","30193001001",0,6,5,2,20,4
"12853","87","875","30193","001","001","30193001001",1,12,5,2,20,4
"12854","87","875","30193","001","001","30193001001",2,17,7,2,0,4
"12855","30","291","10657","008","005","10657008005",0,18,17,1,3,4
"12856","37","377","14737","009","014","14737009014",0,3,5,5,2,4
"12857","37","377","14737","009","014","14737009014",1,7,5,5,3,4
"12858","38","390","15142","007","002","15142007002",0,8,3,6,2,4
"12859","38","390","15142","007","002","15142007002",1,15,3,6,2,4
"12860","52","547","21823","011","009","21823011009",0,0,5,1,5,4
"12861","52","547","21823","011","009","21823011009",1,8,8,1,7,4
"12862","10","083","02788","002","007","02788002007",0,17,15,1,99,4
"12863","36","361","13927","006","002","13927006002",0,6,11,2,99,4
"12864","04","049","01618","005","007","01618005007",0,18,3,1,3,4
"12865","52","543","21658","013","002","21658013002",0,0,3,1,99,4
"12866","52","545","21739","003","008","21739003008",0,1,4,1,2,4
"12867","52","545","21739","003","008","21739003008",1,16,10,1,1,4
"12868","52","545","21739","003","009","21739003009",0,1,4,1,1,4
"12869","52","545","21739","003","009","21739003009",1,16,10,1,1,4
"12870","15","140","04630","005","007","04630005007",0,17,10,1,99,4
"12871","01","272","09754","012","014","09754012014",0,5,5,6,1,4
"12872","01","272","09754","012","014","09754012014",1,15,10,6,1,4
"12873","37","376","14668","008","006","14668008006",0,0,6,2,6,4
"12874","37","376","14668","008","006","14668008006",1,17,6,2,5,4
"12875","37","376","14677","002","005","14677002005",0,17,5,2,10,4
"12876","37","376","14677","002","005","14677002005",1,17,10,2,5,4
"12877","52","548","21883","012","014","21883012014",0,3,4,3,2,4
"12878","52","548","21883","012","014","21883012014",1,7,4,3,2,4
"12879","52","548","21883","012","014","21883012014",2,11,4,3,1,4
"12880","52","548","21883","012","014","21883012014",3,15,4,3,1,4
"12881","91","909","31033","014","001","31033014001",0,0,10,1,6,4
"12882","91","909","31033","014","001","31033014001",1,10,15,1,10,4
"12883","33","330","12253","014","005","12253014005",0,4,3,6,5,4
"12884","33","330","12253","014","005","12253014005",1,6,2,6,4,4
"12885","34","338","12487","004","015","12487004015",0,9,4,2,3,4
"12886","34","338","12487","004","015","12487004015",1,13,4,2,4,4
"12887","38","398","15775","010","009","15775010009",0,5,4,3,5,4
"12888","38","398","15775","010","009","15775010009",1,9,4,3,5,4
"12889","38","398","15775","010","009","15775010009",2,15,5,3,4,4
"12890","51","524","21070","017","014","21070017014",0,16,15,1,0,4
"12891","51","527","21193","008","008","21193008008",0,1,2,1,2,4
"12892","52","550","21982","026","012","21982026012",0,0,8,1,99,4
"12893","93","936","31486","001","008","31486001008",0,18,7,1,99,4
"12894","30","295","10897","004","006","10897004006",0,18,5,1,7,4
"12895","30","295","10897","004","006","10897004006",1,18,7,1,10,4
"12896","30","298","11134","014","015","11134014015",0,18,1,6,2,4
"12897","52","549","21928","019","007","21928019007",0,1,5,1,99,4
"12898","01","016","00379","009","007","00379009007",0,17,7,1,5,4
"12899","01","016","00379","009","012","00379009012",0,15,5,6,1,4
"12900","34","342","13000","001","002","13000001002",0,10,3,2,3,4
"12901","34","342","13000","001","012","13000001012",0,10,3,2,4,4
"12902","34","343","13183","005","004","13183005004",0,10,1,6,2,4
"12903","34","343","13183","005","004","13183005004",1,12,1,6,2,4
"12904","34","344","13279","002","010","13279002010",0,3,3,3,4,4
"12905","34","344","13279","002","010","13279002010",1,11,4,6,5,4
"12906","40","427","17674","008","004","17674008004",0,0,1,2,1,4
"12907","54","558","22084","013","002","22084013002",0,5,10,6,99,4
"12908","54","558","22084","013","002","22084013002",1,7,15,6,99,4
"12909","54","558","22084","013","002","22084013002",2,17,12,6,99,4
"12910","54","558","22084","013","003","22084013003",0,8,5,6,3,4
"12911","54","558","22084","013","003","22084013003",1,6,10,6,2,4
"12912","54","558","22084","013","003","22084013003",2,9,10,6,1,4
"12913","54","558","22084","013","011","22084013011",0,3,10,6,3,4
"12914","54","558","22084","013","011","22084013011",1,6,8,6,2,4
"12915","40","430","17983","008","012","17983008012",1,10,9,3,2,4
"12916","40","430","17983","008","012","17983008012",2,11,7,3,3,4
"12917","40","430","17983","008","012","17983008012",3,17,9,3,2,4
"12918","52","543","21682","006","015","21682006015",0,6,3,2,3,4
"12919","52","545","21739","003","003","21739003003",0,1,4,1,2,4
"12920","52","545","21739","003","003","21739003003",1,14,10,1,1,4
"12921","66","644","24331","020","006","24331020006",0,2,14,1,15,4
"12922","66","644","24331","020","006","24331020006",1,3,10,1,22,4
"12923","66","644","24331","020","006","24331020006",2,4,12,1,20,4
"12924","10","085","02890","005","001","02890005001",1,5,2,1,99,4
"12925","10","085","02890","005","001","02890005001",2,17,3,1,99,4
"12926","10","085","02890","005","012","02890005012",1,17,4,1,0,4
"12927","42","447","18766","008","004","18766008004",0,4,2,1,5,4
"12928","42","449","18781","006","015","18781006015",0,17,7,1,2,4
"12929","44","458","19066","006","011","19066006011",0,8,7,1,99,4
"12930","44","455","19111","008","007","19111008007",0,0,20,1,5,4
"12931","44","455","19111","008","007","19111008007",1,17,10,1,10,4
"12932","52","545","21760","029","002","21760029002",0,1,3,1,1,4
"12933","52","545","21760","029","003","21760029003",0,1,2,1,1,4
"12934","91","903","30820","017","003","30820017003",0,15,3,1,30,4
"12935","15","135","04336","013","004","04336013004",0,17,14,1,99,4
"12936","15","135","04336","013","011","04336013011",0,17,12,1,99,4
"12937","01","275","09943","010","013","09943010013",0,7,4,6,1,4
"12938","01","275","09943","010","013","09943010013",1,15,5,6,1,4
"12939","01","275","09943","010","013","09943010013",2,17,6,3,1,4
"12940","37","376","14677","002","004","14677002004",0,0,5,2,7,4
"12941","37","376","14677","002","004","14677002004",1,17,6,2,7,4
"12942","49","506","20500","025","003","20500025003",0,3,2,3,3,4
"12943","49","506","20500","025","003","20500025003",1,6,2,3,3,4
"12944","49","506","20500","025","003","20500025003",2,17,3,3,0,4
"12945","06","063","01978","002","008","01978002008",0,17,8,1,2,4
"12946","06","063","02005","002","008","02005002008",0,5,7,1,3,4
"12947","06","063","02005","002","008","02005002008",1,17,8,1,2,4
"12948","06","063","02005","002","009","02005002009",0,7,7,1,0,4
"12949","15","140","04630","005","014","04630005014",0,1,3,1,2,4
"12950","45","461","19330","005","004","19330005004",0,3,10,3,3,4
"12951","45","461","19330","005","004","19330005004",1,17,10,1,3,4
"12952","52","546","21805","001","002","21805001002",0,4,2,2,99,4
"12953","52","546","21805","001","002","21805001002",1,1,2,2,99,4
"12954","49","517","20986","014","013","20986014013",0,0,3,1,13,4
"12955","49","517","20986","014","013","20986014013",1,18,5,1,1,4
"12956","31","315","11797","001","014","11797001014",0,13,5,2,2,4
"12957","31","316","11845","003","012","11845003012",0,15,20,2,99,4
"12958","34","338","12487","004","002","12487004002",0,9,3,2,3,4
"12959","34","338","12487","004","002","12487004002",1,9,4,3,3,4
"12960","34","338","12487","004","002","12487004002",2,13,4,2,4,4
"12961","38","398","15775","010","014","15775010014",0,7,3,2,8,4
"12962","38","398","15775","010","014","15775010014",1,13,4,2,6,4
"12963","38","398","15775","010","014","15775010014",2,17,5,2,3,4
"12964","51","527","21193","008","013","21193008013",0,0,2,1,7,4
"12965","51","527","21193","008","013","21193008013",1,18,15,1,1,4
"12966","51","527","21205","003","012","21205003012",0,0,2,1,5,4
"12967","51","527","21205","003","012","21205003012",1,17,18,1,2,4
"12968","51","527","21205","003","013","21205003013",0,0,2,1,5,4
"12969","51","527","21205","003","013","21205003013",1,17,16,1,2,4
"12970","86","857","29599","021","012","29599021012",0,3,3,1,99,4
"12971","86","857","29599","021","012","29599021012",1,6,4,1,99,4
"12972","86","857","29599","021","012","29599021012",2,14,5,1,99,4
"12973","93","936","31484","011","014","31484011014",0,18,7,1,8,4
"12974","34","343","13183","005","005","13183005005",0,6,1,99,1,4
"12975","34","343","13183","005","009","13183005009",0,6,2,99,2,4
"12976","34","343","13183","005","009","13183005009",1,7,1,99,2,4
"12977","52","550","21985","037","009","21985037009",0,2,3,1,99,4
"12978","52","550","21985","037","009","21985037009",1,5,4,2,99,4
"12979","11","097","03201","003","010","03201003010",1,3,3,1,5,4
"12980","11","097","03201","003","010","03201003010",2,6,2,1,4,4
"12981","22","205","07099","015","013","07099015013",0,0,2,1,1,4
"12982","22","199","06874","004","005","06874004005",0,18,15,1,1,4
"12983","22","199","06874","004","012","06874004012",0,18,15,1,0,4
"12984","42","447","18766","008","007","18766008007",0,4,2,6,3,4
"12985","44","458","19066","006","008","19066006008",0,9,5,1,99,4
"12986","44","455","19111","008","009","19111008009",0,0,10,3,8,4
"12987","44","455","19111","008","009","19111008009",1,0,10,3,5,4
"12988","44","455","19111","008","009","19111008009",2,0,5,3,5,4
"12989","67","664","24715","012","009","24715012009",0,5,3,1,5,4
"12990","67","664","24715","012","009","24715012009",1,9,3,1,5,4
"12991","70","692","25280","003","008","25280003008",0,0,3,6,3,4
"12992","89","894","30724","011","002","30724011002",0,5,6,3,2,4
"12993","89","894","30724","011","002","30724011002",1,4,6,2,1,4
"12994","89","894","30724","011","002","30724011002",2,6,5,2,1,4
"12995","04","052","01756","006","009","01756006009",0,17,15,1,3,4
"12996","14","126","04171","014","007","04171014007",0,15,15,1,20,4
"12997","14","126","04171","014","007","04171014007",1,17,10,1,10,4
"12998","14","126","04195","019","004","04195019004",0,7,1,5,99,4
"12999","14","126","04195","019","004","04195019004",1,11,2,5,99,4
"13000","14","126","04195","019","004","04195019004",2,17,3,1,99,4
"13001","15","135","04336","013","007","04336013007",0,17,4,1,99,4
"13002","15","140","04630","005","008","04630005008",0,16,8,1,99,4
"13003","37","376","14668","008","013","14668008013",0,3,20,2,5,4
"13004","37","376","14668","008","013","14668008013",1,11,20,2,5,4
"13005","37","376","14677","002","012","14677002012",0,1,5,2,10,4
"13006","37","376","14677","002","012","14677002012",1,18,10,2,5,4
"13007","49","505","20470","003","013","20470003013",0,16,8,6,0,4
"13008","04","048","01573","004","005","01573004005",0,3,4,6,2,4
"13009","04","048","01573","004","005","01573004005",1,17,4,1,2,4
"13010","04","049","01618","005","002","01618005002",0,14,18,1,2,4
"13011","52","543","21682","006","009","21682006009",0,4,2,2,1,4
"13012","91","906","30904","007","002","30904007002",0,1,7,1,5,4
"13013","91","906","30904","007","002","30904007002",1,11,7,1,5,4
"13014","91","906","30904","007","005","30904007005",0,0,1,1,99,4
"13015","91","906","30904","007","005","30904007005",1,6,1,6,99,4
"13016","06","063","01990","004","003","01990004003",0,5,8,1,2,4
"13017","06","063","01990","004","003","01990004003",1,13,10,1,0,4
"13018","06","063","02005","002","003","02005002003",0,6,10,1,0,4
"13019","91","909","31033","014","002","31033014002",0,5,4,1,4,4
"13020","91","909","31033","014","003","31033014003",0,2,5,1,5,4
"13021","91","909","31033","014","003","31033014003",1,6,5,1,5,4
"13022","91","909","31033","014","003","31033014003",2,8,5,1,5,4
"13023","91","909","31033","014","003","31033014003",4,10,5,1,5,4
"13024","06","065","02113","003","001","02113003001",0,18,15,5,0,4
"13025","06","065","02113","003","007","02113003007",0,9,15,1,99,4
"13026","06","065","02113","003","007","02113003007",1,15,20,1,99,4
"13027","31","315","11797","001","008","11797001008",0,2,2,2,2,4
"13028","31","315","11797","001","008","11797001008",1,3,2,2,2,4
"13029","51","527","21205","003","004","21205003004",0,0,2,1,6,4
"13030","51","527","21205","003","004","21205003004",1,18,17,1,2,4
"13031","51","527","21205","003","009","21205003009",0,6,2,1,2,4
"13032","93","936","31484","011","002","31484011002",0,8,2,1,99,4
"13033","34","344","13279","002","007","13279002007",0,5,3,2,4,4
"13034","34","344","13279","002","007","13279002007",1,13,4,5,5,4
"13035","40","427","17653","008","009","17653008009",0,15,2,2,8,4
"13036","40","427","17653","008","009","17653008009",1,17,2,1,8,4
"13037","54","558","22084","013","009","22084013009",0,4,8,6,3,4
"13038","54","558","22084","013","009","22084013009",1,6,10,6,2,4
"13039","54","558","22084","013","009","22084013009",2,14,15,6,1,4
"13040","30","295","10897","004","010","10897004010",0,3,5,1,6,4
"13041","30","295","10897","004","010","10897004010",1,18,10,1,7,4
"13042","49","514","20887","015","009","20887015009",0,4,5,1,10,4
"13043","52","549","21919","018","004","21919018004",0,0,3,1,10,4
"13044","52","549","21919","018","004","21919018004",1,17,8,1,5,4
"13045","52","549","21919","018","008","21919018008",0,0,4,1,10,4
"13046","52","549","21919","018","008","21919018008",1,17,8,1,3,4
"13047","52","549","21922","008","009","21922008009",0,0,2,1,12,4
"13048","52","549","21922","008","009","21922008009",1,17,7,1,5,4
"13049","93","934","31399","014","002","31399014002",1,5,2,2,3,4
"13050","93","934","31399","014","002","31399014002",2,13,2,2,2,4
"13051","93","934","31399","014","002","31399014002",3,17,8,2,1,4
"13052","04","049","01618","005","008","01618005008",1,8,5,6,30,4
"13053","04","049","01618","005","008","01618005008",2,12,10,6,20,4
"13054","40","430","17983","008","011","17983008011",0,4,5,3,2,4
"13055","40","430","17983","008","011","17983008011",1,10,5,3,3,4
"13056","40","430","17983","008","011","17983008011",2,12,6,3,3,4
"13057","52","543","21658","013","001","21658013001",0,0,4,1,5,4
"13058","66","653","24457","007","006","24457007006",0,12,6,4,3,4
"13059","66","657","24550","028","008","24550028008",1,4,0,1,0,4
"13060","91","906","30904","007","012","30904007012",0,5,5,1,3,4
"13061","91","906","30904","007","012","30904007012",1,11,5,1,3,4
"13062","91","908","30988","011","011","30988011011",0,1,5,1,99,4
"13063","91","908","30988","011","011","30988011011",1,5,7,1,99,4
"13064","91","908","30988","011","011","30988011011",2,12,7,1,99,4
"13065","06","063","01990","004","013","01990004013",0,6,3,1,0,4
"13066","06","063","01990","004","013","01990004013",1,12,3,1,0,4
"13067","15","140","04630","005","012","04630005012",0,16,7,1,99,4
"13068","27","263","09466","006","012","09466006012",0,7,3,3,2,4
"13069","27","263","09466","006","012","09466006012",1,17,5,2,1,4
"13070","37","372","14395","015","004","14395015004",0,17,4,2,99,4
"13071","45","461","19330","005","002","19330005002",0,5,8,1,3,4
"13072","45","461","19330","005","002","19330005002",1,17,10,1,3,4
"13073","45","461","19330","005","005","19330005005",0,5,9,1,4,4
"13074","45","461","19330","005","005","19330005005",1,17,10,1,3,4
"13075","52","545","21781","006","005","21781006005",0,3,5,1,3,4
"13076","52","545","21781","006","005","21781006005",1,8,3,1,2,4
"13077","52","545","21781","006","005","21781006005",2,14,4,1,2,4
"13078","91","909","31036","007","009","31036007009",0,0,15,1,99,4
"13079","91","909","31036","007","009","31036007009",1,3,15,1,99,4
"13080","91","909","31036","007","009","31036007009",2,5,15,1,99,4
"13081","91","909","31036","007","009","31036007009",3,15,15,1,99,4
"13082","31","315","11764","009","002","11764009002",0,2,3,2,2,4
"13083","31","315","11764","009","002","11764009002",1,4,2,2,2,4
"13084","33","325","12007","017","014","12007017014",0,17,5,1,2,4
"13085","33","330","12253","014","011","12253014011",0,8,28,6,32,4
"13086","33","330","12253","014","011","12253014011",1,8,19,6,27,4
