"","IDHO","HOSO","MATINH","MAHUYEN","MAXA","MADIABAN","DANTOCCHUHO","THUNHAP","TONGCHITIEU","ethnic","rls_head","age","edu_grade","KYDIEUTRA","n_member","male","female","internet","land_area_1","land_area_2","land_area_5","land_area_7","land_area_4","land_area_3","land_area_6","land_area_sum","land_ha","poor_commune","dummy_main_str","dist_main_str","type_main_str","disease_1","disease_2","disease_3","road","road_cement_asphalt","road_dirt_earth","road_gravel","road_tar_on_gravel","dummy_local_market_daily","dummy_local_market_periodic","dummy_local_market_wholesale","dist_market_daily","dist_market_periodic","dist_market_wholesale","dummy_irrigation","dist_irrigation","dummy_protection_staff","irrigation_info_1","irrigation_info_2","irrigation_info_3","farmer_participation_pct","ag_challenge_1","ag_challenge_2","ag_challenge_3","panel"
"620","01666003010","010","04","051","01666","003",2,110952,0,1,1,67,9,7,2,1,0,0,6000,6000,NA,NA,NA,NA,NA,12000,1.2,1,1,NA,1,9,13,14,"cement_asphalt",1,0,0,0,0,0,0,5,5,5,0,5,0,NA,NA,NA,NA,2,8,NA,"2022 (n = 13885)"
"621","01666003011","011","04","051","01666","003",2,50110,0,1,1,42,7,7,3,1,0,1,3000,NA,100,NA,NA,NA,NA,3100,0.31,1,1,NA,1,9,13,14,"cement_asphalt",1,0,0,0,0,0,0,5,5,5,0,5,0,NA,NA,NA,NA,2,8,NA,"2022 (n = 13885)"
"622","01666003012","012","04","051","01666","003",2,73728,0,1,1,45,7,7,3,1,0,1,1300,NA,40,NA,NA,15000,NA,16340,1.634,1,1,NA,1,9,13,14,"cement_asphalt",1,0,0,0,0,0,0,5,5,5,0,5,0,NA,NA,NA,NA,2,8,NA,"2022 (n = 13885)"
"623","01666003013","013","04","051","01666","003",2,21169,0,1,1,62,9,7,3,1,0,0,2400,NA,NA,NA,NA,NA,NA,2400,0.24,1,1,NA,1,9,13,14,"cement_asphalt",1,0,0,0,0,0,0,5,5,5,0,5,0,NA,NA,NA,NA,2,8,NA,"2022 (n = 13885)"
"624","01666003014","014","04","051","01666","003",2,29856,25735.5,1,1,62,9,7,2,1,0,0,1000,NA,NA,NA,NA,NA,NA,1000,0.1,1,1,NA,1,9,13,14,"cement_asphalt",1,0,0,0,0,0,0,5,5,5,0,5,0,NA,NA,NA,NA,2,8,NA,"2022 (n = 13885)"
"625","01666003015","015","04","051","01666","003",7,42767,NA,1,1,60,9,7,4,0,1,0,2500,NA,NA,NA,NA,15000,NA,17500,1.75,1,1,NA,1,9,13,14,"cement_asphalt",1,0,0,0,0,0,0,5,5,5,0,5,0,NA,NA,NA,NA,2,8,NA,"2022 (n = 13885)"
"626","01675003001","001","04","051","01675","003",2,39647,0,1,1,36,12,11,4,1,0,1,900,NA,NA,NA,NA,NA,NA,900,0.09,1,1,NA,2,16,NA,NA,"tar_on_gravel",0,0,0,1,0,1,0,15,NA,15,0,15,0,NA,NA,NA,NA,6,5,4,"2022 (n = 13885)"
"627","01675003002","002","04","051","01675","003",2,107616,0,1,1,48,9,11,2,0,1,1,3500,NA,200,NA,NA,20000,NA,23700,2.37,1,1,NA,2,16,NA,NA,"tar_on_gravel",0,0,0,1,0,1,0,15,NA,15,0,15,0,NA,NA,NA,NA,6,5,4,"2022 (n = 13885)"
"628","01675003003","003","04","051","01675","003",2,59184,0,1,1,48,4,11,3,1,0,0,4100,100,NA,NA,NA,5000,NA,9200,0.92,1,1,NA,2,16,NA,NA,"tar_on_gravel",0,0,0,1,0,1,0,15,NA,15,0,15,0,NA,NA,NA,NA,6,5,4,"2022 (n = 13885)"
"629","01675003004","004","04","051","01675","003",2,111887,45749,1,1,59,9,11,3,1,0,1,6000,NA,150,NA,NA,6000,NA,12150,1.215,1,1,NA,2,16,NA,NA,"tar_on_gravel",0,0,0,1,0,1,0,15,NA,15,0,15,0,NA,NA,NA,NA,6,5,4,"2022 (n = 13885)"
"630","01675003005","005","04","051","01675","003",2,143639,0,1,1,57,12,11,6,1,0,1,14000,NA,NA,NA,200,1200,NA,15400,1.54,1,1,NA,2,16,NA,NA,"tar_on_gravel",0,0,0,1,0,1,0,15,NA,15,0,15,0,NA,NA,NA,NA,6,5,4,"2022 (n = 13885)"
"631","01675003006","006","04","051","01675","003",2,23832,0,1,1,55,9,11,3,1,0,0,3200,NA,500,NA,NA,3000,NA,6700,0.67,1,1,NA,2,16,NA,NA,"tar_on_gravel",0,0,0,1,0,1,0,15,NA,15,0,15,0,NA,NA,NA,NA,6,5,4,"2022 (n = 13885)"
"632","01675003007","007","04","051","01675","003",2,154321,0,1,1,66,9,11,5,1,0,0,3080,100,NA,NA,NA,6000,NA,9180,0.918,1,1,NA,2,16,NA,NA,"tar_on_gravel",0,0,0,1,0,1,0,15,NA,15,0,15,0,NA,NA,NA,NA,6,5,4,"2022 (n = 13885)"
"633","01675003008","008","04","051","01675","003",2,37798,0,1,1,38,2,11,5,1,0,1,4000,NA,120,NA,NA,500,NA,4620,0.462,1,1,NA,2,16,NA,NA,"tar_on_gravel",0,0,0,1,0,1,0,15,NA,15,0,15,0,NA,NA,NA,NA,6,5,4,"2022 (n = 13885)"
"634","01675003009","009","04","051","01675","003",2,162109,135309.5,1,1,40,12,11,3,1,0,1,1350,NA,30,NA,NA,29000,NA,30380,3.038,1,1,NA,2,16,NA,NA,"tar_on_gravel",0,0,0,1,0,1,0,15,NA,15,0,15,0,NA,NA,NA,NA,6,5,4,"2022 (n = 13885)"
"635","01675003010","010","04","051","01675","003",2,61558,0,1,1,32,12,11,3,1,0,1,6000,NA,NA,NA,NA,NA,NA,6000,0.6,1,1,NA,2,16,NA,NA,"tar_on_gravel",0,0,0,1,0,1,0,15,NA,15,0,15,0,NA,NA,NA,NA,6,5,4,"2022 (n = 13885)"
"636","01675003011","011","04","051","01675","003",2,54575,0,1,1,60,9,11,2,1,0,0,3100,NA,NA,NA,NA,7000,NA,10100,1.01,1,1,NA,2,16,NA,NA,"tar_on_gravel",0,0,0,1,0,1,0,15,NA,15,0,15,0,NA,NA,NA,NA,6,5,4,"2022 (n = 13885)"
"637","01675003012","012","04","051","01675","003",2,63792,0,1,1,40,12,11,4,1,0,1,3000,NA,NA,NA,NA,500,NA,3500,0.35,1,1,NA,2,16,NA,NA,"tar_on_gravel",0,0,0,1,0,1,0,15,NA,15,0,15,0,NA,NA,NA,NA,6,5,4,"2022 (n = 13885)"
"638","01675003013","013","04","051","01675","003",2,28307,0,1,1,57,5,11,1,0,1,0,3200,500,NA,NA,NA,1100,NA,4800,0.48,1,1,NA,2,16,NA,NA,"tar_on_gravel",0,0,0,1,0,1,0,15,NA,15,0,15,0,NA,NA,NA,NA,6,5,4,"2022 (n = 13885)"
"639","01675003014","014","04","051","01675","003",2,67823,37085,1,1,49,5,11,3,1,0,1,3200,NA,NA,NA,NA,7000,NA,10200,1.02,1,1,NA,2,16,NA,NA,"tar_on_gravel",0,0,0,1,0,1,0,15,NA,15,0,15,0,NA,NA,NA,NA,6,5,4,"2022 (n = 13885)"
"640","01675003015","015","04","051","01675","003",2,45071,0,1,1,56,9,11,3,0,1,0,4200,NA,NA,NA,NA,3200,NA,7400,0.74,1,1,NA,2,16,NA,NA,"tar_on_gravel",0,0,0,1,0,1,0,15,NA,15,0,15,0,NA,NA,NA,NA,6,5,4,"2022 (n = 13885)"
"641","01687007001","001","04","051","01687","007",2,93131,0,1,1,57,12,7,3,1,0,0,2800,NA,NA,NA,NA,30000,NA,32800,3.28,0,1,NA,1,5,7,16,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,2,0,NA,NA,NA,NA,2,3,5,"2022 (n = 13885)"
"642","01687007002","002","04","051","01687","007",7,408096,0,1,1,62,9,7,6,1,0,1,7000,500,500,NA,NA,NA,NA,8000,0.8,0,1,NA,1,5,7,16,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,2,0,NA,NA,NA,NA,2,3,5,"2022 (n = 13885)"
"643","01687007003","003","04","051","01687","007",2,107856,0,1,1,39,9,7,4,0,1,1,600,NA,NA,NA,NA,NA,NA,600,0.06,0,1,NA,1,5,7,16,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,2,0,NA,NA,NA,NA,2,3,5,"2022 (n = 13885)"
"644","01687007004","004","04","051","01687","007",2,232055,0,1,1,76,12,7,2,1,0,1,6500,600,NA,NA,NA,8000,NA,15100,1.51,0,1,NA,1,5,7,16,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,2,0,NA,NA,NA,NA,2,3,5,"2022 (n = 13885)"
"645","01687007005","005","04","051","01687","007",2,67703,0,1,1,54,11,7,2,0,1,1,3500,NA,NA,NA,NA,50000,NA,53500,5.35,0,1,NA,1,5,7,16,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,2,0,NA,NA,NA,NA,2,3,5,"2022 (n = 13885)"
"646","01687007006","006","04","051","01687","007",2,20663,0,1,1,51,12,7,1,1,0,1,4500,700,700,NA,NA,NA,NA,5900,0.59,0,1,NA,1,5,7,16,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,2,0,NA,NA,NA,NA,2,3,5,"2022 (n = 13885)"
"647","01687007007","007","04","051","01687","007",2,114434,0,1,1,44,5,7,4,1,0,1,1800,NA,NA,NA,NA,10000,NA,11800,1.18,0,1,NA,1,5,7,16,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,2,0,NA,NA,NA,NA,2,3,5,"2022 (n = 13885)"
"648","01687007008","008","04","051","01687","007",2,174853,0,1,1,56,12,7,3,1,0,1,2300,NA,NA,NA,NA,6000,NA,8300,0.83,0,1,NA,1,5,7,16,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,2,0,NA,NA,NA,NA,2,3,5,"2022 (n = 13885)"
"649","01687007009","009","04","051","01687","007",2,166320,0,1,1,35,12,7,3,0,1,1,1000,NA,NA,NA,NA,NA,NA,1000,0.1,0,1,NA,1,5,7,16,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,2,0,NA,NA,NA,NA,2,3,5,"2022 (n = 13885)"
"650","01687007010","010","04","051","01687","007",2,147205,0,1,1,32,12,7,3,1,0,1,1000,NA,NA,NA,NA,NA,NA,1000,0.1,0,1,NA,1,5,7,16,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,2,0,NA,NA,NA,NA,2,3,5,"2022 (n = 13885)"
"651","01687007011","011","04","051","01687","007",2,40320,0,1,1,48,10,7,4,1,0,1,3000,NA,200,NA,NA,20000,NA,23200,2.32,0,1,NA,1,5,7,16,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,2,0,NA,NA,NA,NA,2,3,5,"2022 (n = 13885)"
"652","01687007012","012","04","051","01687","007",2,65281,55690,1,1,58,12,7,4,0,1,0,4000,NA,NA,NA,NA,2000,NA,6000,0.6,0,1,NA,1,5,7,16,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,2,0,NA,NA,NA,NA,2,3,5,"2022 (n = 13885)"
"653","01687007013","013","04","051","01687","007",2,138360,60790,1,1,48,12,7,2,1,0,1,1000,1000,NA,NA,NA,NA,NA,2000,0.2,0,1,NA,1,5,7,16,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,2,0,NA,NA,NA,NA,2,3,5,"2022 (n = 13885)"
"654","01687007014","014","04","051","01687","007",2,116164,77725,1,1,51,12,7,4,0,1,1,1500,300,100,NA,NA,NA,NA,1900,0.19,0,1,NA,1,5,7,16,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,2,0,NA,NA,NA,NA,2,3,5,"2022 (n = 13885)"
"655","01687007016","016","04","051","01687","007",2,44065,0,1,1,61,2,7,6,1,0,0,3000,NA,NA,NA,NA,NA,NA,3000,0.3,0,1,NA,1,5,7,16,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,2,0,NA,NA,NA,NA,2,3,5,"2022 (n = 13885)"
"656","01705013001","001","04","040","01705","013",2,383758,0,1,1,61,12,1,5,0,1,1,1500,500,NA,NA,NA,10000,NA,12000,1.2,0,1,NA,1,5,13,NA,"cement_asphalt",1,0,0,0,0,0,0,3,3,-1,0,11,0,NA,NA,NA,NA,3,5,7,"2022 (n = 13885)"
"657","01705013002","002","04","040","01705","013",2,136391,0,1,1,64,11,1,2,0,1,1,2200,2000,1200,NA,NA,8000,NA,13400,1.34,0,1,NA,1,5,13,NA,"cement_asphalt",1,0,0,0,0,0,0,3,3,-1,0,11,0,NA,NA,NA,NA,3,5,7,"2022 (n = 13885)"
"658","01705013003","003","04","040","01705","013",2,275581,0,1,1,60,8,1,5,0,1,1,2000,NA,100,NA,200,1000,NA,3300,0.33,0,1,NA,1,5,13,NA,"cement_asphalt",1,0,0,0,0,0,0,3,3,-1,0,11,0,NA,NA,NA,NA,3,5,7,"2022 (n = 13885)"
"659","01705013004","004","04","040","01705","013",2,94127,0,1,1,65,12,1,2,0,1,0,3000,NA,NA,NA,NA,2000,NA,5000,0.5,0,1,NA,1,5,13,NA,"cement_asphalt",1,0,0,0,0,0,0,3,3,-1,0,11,0,NA,NA,NA,NA,3,5,7,"2022 (n = 13885)"
"660","01705013005","005","04","040","01705","013",2,12779,24182.5,1,1,68,9,1,1,0,1,0,1000,NA,NA,NA,NA,500,NA,1500,0.15,0,1,NA,1,5,13,NA,"cement_asphalt",1,0,0,0,0,0,0,3,3,-1,0,11,0,NA,NA,NA,NA,3,5,7,"2022 (n = 13885)"
"661","01705013007","007","04","040","01705","013",1,85533,0,0,1,53,9,1,3,1,0,1,330,NA,NA,NA,NA,200,NA,530,0.053,0,1,NA,1,5,13,NA,"cement_asphalt",1,0,0,0,0,0,0,3,3,-1,0,11,0,NA,NA,NA,NA,3,5,7,"2022 (n = 13885)"
"662","01705013008","008","04","040","01705","013",2,277440,0,1,1,50,12,1,5,1,0,1,3000,2000,NA,NA,NA,NA,NA,5000,0.5,0,1,NA,1,5,13,NA,"cement_asphalt",1,0,0,0,0,0,0,3,3,-1,0,11,0,NA,NA,NA,NA,3,5,7,"2022 (n = 13885)"
"663","01705013009","009","04","040","01705","013",2,163921,NA,1,1,47,10,1,4,1,0,1,4000,NA,200,NA,NA,1000,NA,5200,0.52,0,1,NA,1,5,13,NA,"cement_asphalt",1,0,0,0,0,0,0,3,3,-1,0,11,0,NA,NA,NA,NA,3,5,7,"2022 (n = 13885)"
"664","01705013012","012","04","040","01705","013",2,927393,0,1,1,57,12,1,3,1,0,1,2000,NA,500,NA,NA,30000,NA,32500,3.25,0,1,NA,1,5,13,NA,"cement_asphalt",1,0,0,0,0,0,0,3,3,-1,0,11,0,NA,NA,NA,NA,3,5,7,"2022 (n = 13885)"
"665","01705013013","013","04","040","01705","013",2,96084,0,1,1,44,12,1,3,0,1,1,1800,NA,NA,NA,NA,300,NA,2100,0.21,0,1,NA,1,5,13,NA,"cement_asphalt",1,0,0,0,0,0,0,3,3,-1,0,11,0,NA,NA,NA,NA,3,5,7,"2022 (n = 13885)"
"666","01705013014","014","04","040","01705","013",2,197375,67517.5,1,1,39,12,1,4,1,0,1,1000,NA,NA,NA,NA,1000,NA,2000,0.2,0,1,NA,1,5,13,NA,"cement_asphalt",1,0,0,0,0,0,0,3,3,-1,0,11,0,NA,NA,NA,NA,3,5,7,"2022 (n = 13885)"
"667","01705013016","016","04","040","01705","013",2,229824,149548.5,1,1,58,11,1,6,1,0,0,2400,1000,NA,NA,NA,NA,NA,3400,0.34,0,1,NA,1,5,13,NA,"cement_asphalt",1,0,0,0,0,0,0,3,3,-1,0,11,0,NA,NA,NA,NA,3,5,7,"2022 (n = 13885)"
"668","01720005001","001","04","040","01720","005",2,100802,NA,1,1,58,6,4,4,0,1,0,4000,NA,100,NA,NA,34000,NA,38100,3.81,0,1,NA,1,13,9,NA,"cement_asphalt",1,0,0,0,0,0,0,14,14,14,0,9,0,NA,NA,NA,NA,2,7,NA,"2022 (n = 13885)"
"669","01720005002","002","04","040","01720","005",7,75925,NA,1,1,60,4,4,3,1,0,0,2500,NA,500,NA,NA,15000,NA,18000,1.8,0,1,NA,1,13,9,NA,"cement_asphalt",1,0,0,0,0,0,0,14,14,14,0,9,0,NA,NA,NA,NA,2,7,NA,"2022 (n = 13885)"
"670","01720005003","003","04","040","01720","005",2,93421,NA,1,1,53,8,4,3,1,0,1,3000,NA,100,NA,NA,10400,NA,13500,1.35,0,1,NA,1,13,9,NA,"cement_asphalt",1,0,0,0,0,0,0,14,14,14,0,9,0,NA,NA,NA,NA,2,7,NA,"2022 (n = 13885)"
"671","01720005004","004","04","040","01720","005",7,156022,NA,1,1,53,8,4,3,0,1,1,3500,NA,NA,NA,NA,20000,NA,23500,2.35,0,1,NA,1,13,9,NA,"cement_asphalt",1,0,0,0,0,0,0,14,14,14,0,9,0,NA,NA,NA,NA,2,7,NA,"2022 (n = 13885)"
"672","01720005005","005","04","040","01720","005",2,365113,NA,1,1,63,9,4,3,1,0,1,10000,NA,2500,NA,NA,90000,NA,102500,10.25,0,1,NA,1,13,9,NA,"cement_asphalt",1,0,0,0,0,0,0,14,14,14,0,9,0,NA,NA,NA,NA,2,7,NA,"2022 (n = 13885)"
"673","01720005006","006","04","040","01720","005",7,139139,NA,1,1,62,6,4,5,1,0,0,12000,NA,NA,NA,NA,40000,NA,52000,5.2,0,1,NA,1,13,9,NA,"cement_asphalt",1,0,0,0,0,0,0,14,14,14,0,9,0,NA,NA,NA,NA,2,7,NA,"2022 (n = 13885)"
"674","01720005007","007","04","040","01720","005",7,148728,110953.5,1,1,49,7,4,2,1,0,1,3500,NA,350,NA,NA,30000,NA,33850,3.385,0,1,NA,1,13,9,NA,"cement_asphalt",1,0,0,0,0,0,0,14,14,14,0,9,0,NA,NA,NA,NA,2,7,NA,"2022 (n = 13885)"
"675","01720005008","008","04","040","01720","005",2,133199,NA,1,1,61,9,4,6,1,0,0,4400,NA,500,NA,NA,10000,NA,14900,1.49,0,1,NA,1,13,9,NA,"cement_asphalt",1,0,0,0,0,0,0,14,14,14,0,9,0,NA,NA,NA,NA,2,7,NA,"2022 (n = 13885)"
"676","01720005009","009","04","040","01720","005",2,93674,NA,1,1,55,7,4,3,1,0,1,4000,NA,NA,NA,NA,80000,NA,84000,8.4,0,1,NA,1,13,9,NA,"cement_asphalt",1,0,0,0,0,0,0,14,14,14,0,9,0,NA,NA,NA,NA,2,7,NA,"2022 (n = 13885)"
"677","01720005010","010","04","040","01720","005",2,311701,NA,1,1,31,12,4,5,1,0,1,3000,1000,NA,NA,NA,62000,NA,66000,6.6,0,1,NA,1,13,9,NA,"cement_asphalt",1,0,0,0,0,0,0,14,14,14,0,9,0,NA,NA,NA,NA,2,7,NA,"2022 (n = 13885)"
"678","01720005012","012","04","040","01720","005",2,93911,103883.5,1,1,50,9,4,2,1,0,0,3500,1500,NA,NA,NA,90000,NA,95000,9.5,0,1,NA,1,13,9,NA,"cement_asphalt",1,0,0,0,0,0,0,14,14,14,0,9,0,NA,NA,NA,NA,2,7,NA,"2022 (n = 13885)"
"679","01720005013","013","04","040","01720","005",7,124175,NA,1,1,39,5,4,4,1,0,1,1200,NA,NA,NA,NA,60000,NA,61200,6.12,0,1,NA,1,13,9,NA,"cement_asphalt",1,0,0,0,0,0,0,14,14,14,0,9,0,NA,NA,NA,NA,2,7,NA,"2022 (n = 13885)"
"680","01726001002","002","04","052","01726","001",2,111264,0,1,1,38,12,1,4,0,1,1,4420,NA,300,NA,NA,NA,NA,4720,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"681","01726001004","004","04","052","01726","001",2,448774,0,1,1,59,9,1,6,1,0,1,3700,500,300,NA,500,20000,NA,25000,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"682","01726001005","005","04","052","01726","001",2,132228,0,1,1,49,12,1,3,0,1,1,4149,NA,150,NA,2000,NA,NA,6299,0.6299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"683","01726001006","006","04","052","01726","001",9,44642,NA,1,1,43,NA,1,5,1,0,0,12500,NA,40,NA,NA,NA,NA,12540,1.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"684","01726001007","007","04","052","01726","001",9,63660,0,1,1,34,9,1,5,1,0,1,10900,NA,50,NA,NA,3000,NA,13950,1.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"685","01726001008","008","04","052","01726","001",9,39002,NA,1,1,49,5,1,5,1,0,0,11200,NA,50,NA,NA,21000,NA,32250,3.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"686","01726001009","009","04","052","01726","001",9,69120,0,1,1,37,5,1,3,1,0,1,9090,NA,NA,NA,NA,8000,NA,17090,1.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"687","01726001010","010","04","052","01726","001",9,33781,0,1,1,50,NA,1,5,1,0,0,4200,NA,NA,NA,NA,NA,NA,4200,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"688","01726001011","011","04","052","01726","001",9,44712,NA,1,1,31,0,1,6,1,0,0,8790,NA,50,NA,NA,13000,NA,21840,2.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"689","01726001013","013","04","052","01726","001",9,62062,45776.5,1,1,34,5,1,6,1,0,1,3700,NA,120,NA,NA,NA,NA,3820,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"690","01726001014","014","04","052","01726","001",9,42371,52573.5,1,1,44,9,1,3,1,0,1,9840,NA,400,NA,NA,1000,NA,11240,1.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"691","01726001016","016","04","052","01726","001",2,53137,44841,1,1,35,7,1,4,1,0,1,2800,NA,50,NA,NA,5000,NA,7850,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"692","01756006001","001","04","052","01756","006",7,41077,NA,1,1,42,1,2,3,1,0,0,3200,NA,100,NA,NA,NA,NA,3300,0.33,1,1,NA,3,8,9,13,"gravel",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,7,8,"2022 (n = 13885)"
"693","01756006002","002","04","052","01756","006",7,97260,NA,1,1,43,0,2,5,1,0,0,4200,NA,40,NA,NA,NA,NA,4240,0.424,1,1,NA,3,8,9,13,"gravel",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,7,8,"2022 (n = 13885)"
"694","01756006003","003","04","052","01756","006",7,79498,69337,1,1,43,2,2,5,1,0,1,5400,NA,50,NA,NA,NA,NA,5450,0.545,1,1,NA,3,8,9,13,"gravel",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,7,8,"2022 (n = 13885)"
"695","01756006004","004","04","052","01756","006",7,48191,NA,1,1,34,9,2,4,1,0,1,5350,NA,50,NA,NA,NA,NA,5400,0.54,1,1,NA,3,8,9,13,"gravel",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,7,8,"2022 (n = 13885)"
"696","01756006005","005","04","052","01756","006",7,34200,NA,1,1,65,NA,2,5,1,0,0,3000,NA,50,NA,NA,NA,NA,3050,0.305,1,1,NA,3,8,9,13,"gravel",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,7,8,"2022 (n = 13885)"
"697","01756006006","006","04","052","01756","006",7,35461,0,1,1,40,NA,2,5,1,0,0,4415,NA,250,NA,NA,NA,NA,4665,0.4665,1,1,NA,3,8,9,13,"gravel",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,7,8,"2022 (n = 13885)"
"698","01756006007","007","04","052","01756","006",2,66717,0,1,1,47,NA,2,4,1,0,0,4130,305,170,NA,NA,NA,NA,4605,0.4605,1,1,NA,3,8,9,13,"gravel",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,7,8,"2022 (n = 13885)"
"699","01756006008","008","04","052","01756","006",2,30096,27749,1,1,57,4,2,3,1,0,0,13848,NA,300,NA,NA,5454,NA,19602,1.9602,1,1,NA,3,8,9,13,"gravel",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,7,8,"2022 (n = 13885)"
"700","01756006009","009","04","052","01756","006",2,192312,0,1,1,70,4,2,2,1,0,0,6800,NA,700,NA,NA,NA,NA,7500,0.75,1,1,NA,3,8,9,13,"gravel",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,7,8,"2022 (n = 13885)"
"701","01756006010","010","04","052","01756","006",9,34609,0,1,1,48,NA,2,7,1,0,0,9019,347,300,NA,NA,NA,NA,9666,0.9666,1,1,NA,3,8,9,13,"gravel",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,7,8,"2022 (n = 13885)"
"702","01756006011","011","04","052","01756","006",9,62279,0,1,1,60,NA,2,6,1,0,0,14000,392,300,NA,NA,NA,NA,14692,1.4692,1,1,NA,3,8,9,13,"gravel",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,7,8,"2022 (n = 13885)"
"703","01756006012","012","04","052","01756","006",9,34608,0,1,1,31,NA,2,4,1,0,0,10500,NA,200,NA,NA,NA,NA,10700,1.07,1,1,NA,3,8,9,13,"gravel",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,7,8,"2022 (n = 13885)"
"704","01756006013","013","04","052","01756","006",9,28370,236666.5,1,1,42,2,2,3,1,0,0,13262,NA,100,NA,NA,NA,NA,13362,1.3362,1,1,NA,3,8,9,13,"gravel",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,7,8,"2022 (n = 13885)"
"705","01756006014","014","04","052","01756","006",9,31260,0,1,1,39,NA,2,5,1,0,0,3600,500,500,NA,NA,NA,NA,4600,0.46,1,1,NA,3,8,9,13,"gravel",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,7,8,"2022 (n = 13885)"
"706","01756006015","015","04","052","01756","006",9,24157,0,1,1,51,4,2,3,1,0,0,4560,NA,680,NA,NA,50000,NA,55240,5.524,1,1,NA,3,8,9,13,"gravel",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,7,8,"2022 (n = 13885)"
