"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","M4B11A2_C1","M4B11A2_C2A","M4B11A2_C2B","M4B11A2_C3","M4B11A2_C4A","M4B11A2_C4B","M4B11A2_C5","M4B11A2_C6","M4B11A3_C1","M4B11A3_C2","M4B11A3_C2B","M4B11A4_C1","M4B11A5_C1","M4B11A5_C1_GHIRO","M4B11A5_C3","M4B11A5_C4","M4B11A5_C5","M4B11A6_C1","M4B11A6_C21","M4B11A6_C22","M4B11A6_C23","M4B11A6_C24","M4B11A6_C24_GHIRO","M4B11A6_C3","M4B11A6_C4","M4B11A6_C4_GHIRO","M4B11A6_C5","M4B11A6_C6","M4B11A6_C7","M4B11A7_C11","M4B11A7_C12","M4B11A7_C13","M4B11A7_C14","KYDIEUTRA"
"3353","64","622","23611","006","001","23611006001",1,4,30,10,4,25,1,"T45",2,2,NA,3,3,NA,2,2,1,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"3354","64","622","23611","006","002","23611006002",1,4,20,3,4,24,1,"tám thơm",1,1,NA,4,4,NA,2,2,4,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"3355","64","622","23611","006","003","23611006003",1,4,20,4,4,20,1,"tám thơm",0,NA,2,4,4,NA,99,2,4,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"3356","64","622","23611","006","004","23611006004",1,4,20,4,4,20,1,"tám thơm",0,NA,1,4,4,NA,2,2,4,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"3357","64","622","23611","006","005","23611006005",1,4,20,3,4,18,1,"tám thơm",0,NA,2,3,4,NA,2,2,3,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"3358","64","622","23611","006","006","23611006006",1,4,20,5,4,22,1,"tám thơm",0,NA,2,4,4,NA,2,2,4,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"3359","64","622","23611","006","007","23611006007",1,4,20,4,4,18,2,"tám thơm",0,NA,2,4,4,NA,2,2,4,3,2,2,1,2,NA,NA,2,NA,NA,2,2,99,99,99,99,1
"3360","64","622","23611","006","008","23611006008",1,4,20,3,4,18,1,"tám thơm",2,1,NA,4,4,NA,2,2,4,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"3361","64","622","23611","006","009","23611006009",1,4,20,3,4,22,3,"lúa thơm",0,NA,1,4,4,NA,99,2,4,3,2,2,1,2,NA,NA,2,NA,NA,2,2,99,99,99,99,1
"3362","64","622","23611","006","010","23611006010",1,4,20,3,4,20,1,"T345",3,2,NA,3,3,NA,2,2,1,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"3363","64","622","23611","006","011","23611006011",1,4,20,4,4,22,3,"tám thơm",0,NA,1,4,4,NA,99,2,4,3,2,2,1,2,NA,NA,2,NA,NA,2,2,99,99,99,99,1
"3364","64","622","23611","006","012","23611006012",1,4,20,3,4,18,2,"OM18",0,NA,2,4,4,NA,2,2,4,3,2,2,1,2,NA,NA,2,NA,NA,2,2,99,99,99,99,1
"3365","64","622","23611","006","015","23611006015",1,4,20,3,4,22,3,"tám thơm",0,NA,1,4,4,NA,2,2,4,3,2,2,1,2,NA,NA,2,NA,NA,2,2,99,99,99,99,1
"3366","64","625","23647","008","009","23647008009",1,99,5,NA,NA,NA,2,"lúa tẻ",2,1,NA,2,3,NA,2,2,2,3,2,2,1,2,NA,NA,2,NA,NA,2,2,99,99,1,2,1
"3367","64","625","23647","008","013","23647008013",1,1,1,10,1,1,3,"lúa tẻ",2,1,NA,2,4,NA,99,2,1,3,2,2,1,2,NA,NA,2,NA,NA,2,2,1,1,1,1,1
"3368","64","632","23888","002","002","23888002002",1,1,60,99,NA,NA,3,"đia phương",0,NA,2,2,5,"tự chảy",1,NA,2,3,2,2,1,2,NA,NA,2,NA,NA,2,1,2,2,2,2,1
"3369","64","639","23942","005","001","23942005001",1,4,28,1,4,20,2,"ml48",0,0,2,0,1,NA,2,NA,0,3,2,1,2,2,NA,5,3,NA,NA,2,2,2,2,2,2,1
"3370","64","639","23942","005","002","23942005002",1,4,25,0,4,20,99,"dt4",4,3,NA,1,3,NA,99,2,1,3,1,2,2,2,NA,5,2,NA,NA,2,1,99,99,99,99,1
"3371","64","639","23942","005","004","23942005004",1,5,25,5,4,20,2,"ml 48",1,0,2,0,2,NA,2,NA,0,3,2,1,2,2,NA,5,3,NA,NA,2,2,2,2,2,2,1
"3372","64","639","23942","005","005","23942005005",99,4,25,5,4,20,2,"Ml48",2,0,1,2,2,NA,2,NA,0,3,2,1,2,2,NA,6,3,NA,NA,2,2,2,2,2,2,1
"3373","64","639","23942","005","006","23942005006",1,4,25,5,4,20,2,"Q5",0,0,2,0,1,NA,2,NA,0,3,2,1,2,2,NA,4,3,NA,NA,2,2,2,2,2,2,1
"3374","64","639","23942","005","007","23942005007",1,4,25,6,4,20,2,"khang dân",1,0,1,1,1,NA,2,NA,3,3,2,1,2,2,NA,5,3,NA,NA,2,2,2,2,2,2,1
"3375","64","639","23942","005","008","23942005008",1,4,25,4,4,20,2,"ml48",1,1,NA,0,1,NA,2,NA,0,3,2,1,2,2,NA,6,3,NA,NA,2,2,2,2,2,2,1
"3376","64","639","23942","005","009","23942005009",1,4,25,5,4,20,2,"q5",0,0,2,0,1,NA,2,NA,0,3,2,1,2,2,NA,5,3,NA,NA,2,2,2,2,2,2,1
"3377","64","639","23942","005","010","23942005010",1,4,25,4,4,20,2,"ml48",0,0,1,0,1,NA,2,NA,0,3,2,1,2,2,NA,5,3,NA,NA,2,2,99,99,99,99,1
"3378","64","639","23942","005","011","23942005011",1,4,25,4,4,20,3,"khang dân",0,0,1,2,2,NA,2,NA,1,3,2,1,2,2,NA,5,3,NA,NA,2,2,2,2,2,2,1
"3379","64","639","23942","005","012","23942005012",1,4,25,6,4,20,2,"0",0,0,2,0,1,NA,2,NA,0,3,2,1,2,2,NA,0,3,NA,NA,2,2,2,2,2,2,1
"3380","64","639","23942","005","013","23942005013",1,4,25,6,4,20,2,"ml48",0,0,2,0,1,NA,2,NA,0,3,2,1,2,2,NA,5,3,NA,NA,2,2,2,99,99,99,1
"3381","64","639","23942","005","015","23942005015",1,5,25,4,5,20,2,"ml48",0,0,2,0,1,NA,2,NA,0,3,2,1,2,2,NA,6,3,NA,NA,2,2,2,99,99,99,1
"3382","66","646","24223","017","001","24223017001",1,4,20,12,4,20,2,"đài thơm 8",3,2,NA,3,1,NA,2,NA,2,3,1,2,2,2,NA,12,2,NA,NA,2,2,1,1,1,1,1
"3383","66","646","24223","017","002","24223017002",1,3,10,12,3,10,2,"đài thơm 8",2,1,NA,3,1,NA,2,NA,2,3,1,2,2,2,NA,12,2,NA,NA,2,2,1,1,1,1,1
"3384","66","646","24223","017","003","24223017003",1,3,10,4,3,10,1,"Đài thơm 8",2,1,NA,3,1,NA,2,NA,2,3,1,2,2,2,NA,15,2,NA,NA,2,2,1,2,1,2,1
"3385","66","646","24223","017","004","24223017004",1,3,10,5,3,10,2,"đài thơm 8",3,1,NA,3,1,NA,2,NA,2,3,1,2,2,2,NA,10,2,NA,NA,2,2,1,1,1,1,1
"3386","66","646","24223","017","005","24223017005",1,3,10,10,3,10,2,"đài thơm 8",3,2,NA,3,1,NA,2,NA,2,3,1,2,2,2,NA,12,2,NA,NA,2,2,1,1,1,1,1
"3387","66","646","24223","017","006","24223017006",1,3,10,7,3,10,2,"đài thơm 8",3,1,NA,3,1,NA,2,NA,2,3,1,2,2,2,NA,12,2,NA,NA,2,2,1,1,1,1,1
"3388","66","646","24223","017","007","24223017007",1,4,18,5,4,20,1,"St25",3,2,NA,2,1,NA,2,NA,1,3,1,2,2,2,NA,10,2,NA,NA,2,2,1,1,1,2,1
"3389","66","646","24223","017","008","24223017008",1,3,10,12,3,10,2,"đài thơm 8",3,2,NA,3,1,NA,2,NA,2,3,1,2,2,2,NA,12,2,NA,NA,2,2,1,1,1,1,1
"3390","66","646","24223","017","009","24223017009",1,4,24,15,4,20,1,"Đài thơm",3,2,NA,3,1,NA,2,NA,1,3,1,2,2,2,NA,10,3,NA,NA,2,2,1,1,1,99,1
"3391","66","646","24223","017","010","24223017010",1,4,18,2,4,25,1,"ST25",4,2,NA,3,1,NA,2,NA,1,3,1,2,2,2,NA,10,2,NA,NA,2,2,1,1,1,2,1
"3392","66","646","24223","017","011","24223017011",1,4,20,15,4,25,2,"Đài Thơm tám",3,2,NA,3,1,NA,2,NA,2,3,1,2,2,2,NA,15,3,NA,NA,2,2,1,1,1,2,1
"3393","66","646","24223","017","012","24223017012",1,4,18,4,4,25,1,"Đài thơm",5,4,NA,3,1,NA,2,NA,1,3,1,2,2,2,NA,5,2,NA,NA,2,2,1,1,1,2,1
"3394","66","646","24223","017","013","24223017013",1,4,18,2,4,25,1,"ST25",3,2,NA,3,1,NA,2,NA,2,3,1,2,2,2,NA,10,3,NA,NA,2,2,1,1,1,2,1
"3395","66","646","24223","017","014","24223017014",1,4,20,10,4,25,1,"Đài Thơm",4,3,NA,3,1,NA,2,NA,0,3,1,2,2,2,NA,10,3,NA,NA,2,2,1,1,1,1,1
"3396","66","646","24223","017","015","24223017015",1,4,20,5,4,25,1,"Đài Thơm tám",3,2,NA,3,1,NA,2,NA,2,3,1,2,2,2,NA,15,3,NA,NA,2,2,1,1,1,2,1
"3397","66","648","24271","014","004","24271014004",1,4,5,2,4,5,1,"lúa lai",2,1,NA,4,4,NA,2,2,4,3,1,2,2,2,NA,3,3,NA,NA,2,2,99,99,99,99,1
"3398","66","648","24271","014","006","24271014006",1,4,10,3,4,10,1,"lúa lai",2,2,NA,2,4,NA,2,2,1,3,1,2,2,2,NA,5,3,NA,NA,2,2,99,99,99,99,1
"3399","66","648","24271","014","010","24271014010",1,4,15,2,4,15,1,"lúa lai",3,3,NA,3,4,NA,2,2,2,3,2,2,1,2,NA,NA,3,NA,NA,2,2,99,99,99,99,1
"3400","66","648","24271","014","011","24271014011",1,4,5,2,4,5,1,"lúa lai",1,1,NA,3,4,NA,2,2,1,3,1,2,2,2,NA,3,3,NA,NA,2,2,2,2,2,2,1
"3401","66","648","24271","014","013","24271014013",1,4,4,3,4,4,1,"lúa lai",2,2,NA,2,4,NA,2,2,2,3,1,2,2,2,NA,3,3,NA,NA,2,2,99,2,99,99,1
"3402","66","648","24271","014","014","24271014014",1,4,5,3,4,5,1,"lúa lai",2,2,NA,2,4,NA,2,2,1,3,1,2,2,2,NA,5,3,NA,NA,2,2,2,2,2,99,1
"3403","66","648","24271","014","015","24271014015",1,4,10,2,4,10,1,"lúa lai",0,0,1,3,4,NA,2,2,1,3,1,2,2,2,NA,5,3,NA,NA,2,2,2,2,2,2,1
"3404","66","651","24404","012","003","24404012003",1,4,20,2,4,20,1,"st25",4,4,NA,4,4,NA,2,2,0,3,1,2,2,2,NA,3,2,NA,NA,2,2,99,99,99,2,1
"3405","66","651","24404","012","004","24404012004",1,4,20,1,4,20,2,"LH 12",3,3,NA,3,4,NA,99,2,1,3,1,2,2,2,NA,2,3,NA,NA,2,2,99,99,99,99,1
"3406","66","651","24404","012","005","24404012005",1,4,22,1,4,22,1,"ST",2,2,NA,3,1,NA,2,NA,0,2,1,2,2,2,NA,4,2,NA,NA,2,2,1,1,99,2,1
"3407","66","651","24404","012","006","24404012006",1,4,22,1,4,22,1,"lúa st",3,3,NA,3,1,NA,2,NA,0,2,1,2,2,2,NA,3,2,NA,NA,2,2,1,1,1,2,1
"3408","66","651","24404","012","007","24404012007",1,4,10,4,4,20,1,"Đài Thơm",6,3,NA,3,4,NA,2,2,0,3,1,2,2,2,NA,4,2,NA,NA,2,1,99,99,99,99,1
"3409","66","651","24404","012","008","24404012008",1,4,20,2,4,20,1,"RVT",7,5,NA,3,4,NA,2,2,2,2,1,2,2,2,NA,2,2,NA,NA,2,1,99,99,99,99,1
"3410","66","651","24404","012","009","24404012009",1,4,20,3,4,20,1,"Đài thơm 8",4,2,NA,3,4,NA,2,2,0,2,1,2,2,2,NA,3,2,NA,NA,2,1,99,99,99,99,1
"3411","66","651","24404","012","010","24404012010",1,4,20,5,4,20,2,"đài thơm",3,3,NA,3,4,NA,2,2,2,2,1,2,2,2,NA,3,2,NA,NA,2,2,2,2,2,2,1
"3412","66","651","24404","012","011","24404012011",1,4,10,2,4,10,2,"đài thơm",3,2,NA,3,4,NA,2,2,2,2,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"3413","66","651","24404","012","012","24404012012",1,4,20,4,4,20,2,"đài thơm",4,2,NA,3,4,NA,2,2,2,2,1,2,2,2,NA,4,2,NA,NA,2,2,2,2,2,2,1
"3414","66","651","24404","012","014","24404012014",1,4,20,2,4,20,1,"đài thơm",4,4,NA,3,4,NA,2,2,0,3,1,2,2,2,NA,3,3,NA,NA,1,1,99,99,99,99,1
"3415","66","651","24404","012","015","24404012015",1,4,20,1,4,20,1,"ST",4,4,NA,3,1,NA,2,NA,0,3,1,2,2,2,NA,4,2,NA,NA,1,1,2,1,1,1,1
"3416","66","652","24442","007","001","24442007001",1,4,20,99,NA,NA,1,"lúa Q5",3,3,NA,3,4,NA,2,2,0,3,1,2,1,2,NA,4,3,NA,NA,2,2,2,2,2,99,1
"3417","66","652","24442","007","003","24442007003",1,4,20,8,4,20,1,"nàng hương",3,2,NA,3,3,NA,2,2,2,1,2,2,1,2,NA,NA,3,NA,NA,2,1,2,2,2,2,1
"3418","66","652","24442","007","004","24442007004",1,4,15,2,4,18,1,"an sinh",3,3,NA,2,4,NA,2,2,2,3,1,2,2,2,NA,2,2,NA,NA,2,2,2,2,2,2,1
"3419","66","652","24442","007","005","24442007005",1,4,16,6,4,15,3,"V12/3",2,2,NA,2,4,NA,2,2,0,3,2,2,2,1,"máy cắt cầm tay",NA,3,NA,NA,2,1,2,2,2,2,1
"3420","66","652","24442","007","007","24442007007",1,4,23,99,NA,NA,1,"lúa q5",3,3,NA,2,4,NA,1,2,0,3,1,2,2,2,NA,3,2,NA,NA,2,2,99,99,99,99,1
"3421","66","652","24442","007","008","24442007008",1,4,15,4,4,15,1,"HT1",2,2,NA,2,4,NA,2,2,0,3,2,2,1,2,NA,NA,3,NA,NA,2,2,2,2,2,2,1
"3422","66","652","24442","007","009","24442007009",1,4,20,2,4,15,1,"V13/2",2,2,NA,2,4,NA,2,2,0,3,2,2,1,2,NA,NA,3,NA,NA,2,2,2,2,2,2,1
"3423","66","652","24442","007","010","24442007010",1,4,18,8,4,20,99,"V13/2",1,1,NA,1,3,NA,99,2,1,3,1,2,2,2,NA,1,2,NA,NA,2,1,99,99,99,99,1
"3424","66","652","24442","007","012","24442007012",1,5,15,1,4,18,1,"tam thom",2,1,NA,1,4,NA,2,2,2,3,1,2,1,2,NA,1,2,NA,NA,2,1,2,2,2,2,1
"3425","66","652","24442","007","013","24442007013",99,99,0,NA,NA,NA,99,"tám thơm",3,1,NA,1,4,NA,99,2,1,3,1,2,2,2,NA,2,2,NA,NA,3,1,2,2,2,2,1
"3426","66","652","24442","007","014","24442007014",1,4,15,7,4,20,1,"tam thom",2,2,NA,2,4,NA,99,2,1,3,2,2,1,2,NA,NA,2,NA,NA,2,1,99,99,99,2,1
"3427","66","653","24487","011","001","24487011001",1,4,25,99,NA,NA,2,"Đài thơm 8",2,1,NA,3,1,NA,2,NA,0,3,2,2,1,2,NA,NA,3,NA,NA,2,1,99,2,99,99,1
"3428","66","653","24487","011","002","24487011002",1,4,25,99,NA,NA,2,"Thơm rèn",2,1,NA,3,1,NA,99,NA,0,3,1,2,2,2,NA,8,2,NA,NA,2,1,2,2,99,99,1
"3429","66","653","24487","011","003","24487011003",1,4,28,99,NA,NA,3,"lúa thơm",3,1,NA,3,1,NA,2,NA,0,3,1,2,2,2,NA,4,2,NA,NA,2,1,99,99,99,99,1
"3430","66","653","24487","011","004","24487011004",1,4,25,99,NA,NA,2,"lúa thơm",3,1,NA,3,1,NA,2,NA,0,3,1,2,2,2,NA,4,2,NA,NA,2,1,99,99,99,99,1
"3431","66","653","24487","011","005","24487011005",1,4,30,99,NA,NA,3,"đài thơm tám",2,1,NA,3,1,NA,99,NA,0,3,1,2,2,2,NA,7,2,NA,NA,2,1,99,99,99,99,1
"3432","66","653","24487","011","007","24487011007",1,4,25,99,NA,NA,2,"lúa thơm",3,1,NA,3,1,NA,2,NA,0,3,1,2,2,2,NA,4,2,NA,NA,2,1,99,99,99,99,1
"3433","66","653","24487","011","008","24487011008",1,4,28,99,NA,NA,2,"đài thơm",2,0,2,3,1,NA,2,NA,0,3,1,2,2,2,NA,3,2,NA,NA,2,1,99,99,99,99,1
"3434","66","653","24487","011","009","24487011009",1,4,20,3,4,25,1,"Rằng thơm",1,1,NA,3,1,NA,2,NA,2,2,1,2,2,2,NA,3,3,NA,NA,2,2,99,1,1,2,1
"3435","66","653","24487","011","010","24487011010",1,4,20,2,4,26,1,"Rằng thơm",3,2,NA,3,1,NA,2,NA,2,2,1,2,2,2,NA,4,3,NA,NA,2,2,99,1,1,99,1
"3436","66","653","24487","011","011","24487011011",1,4,20,2,4,26,1,"rằng thơm",2,1,NA,3,1,NA,2,NA,2,2,1,2,2,2,NA,3,3,NA,NA,2,2,2,2,1,99,1
"3437","66","653","24487","011","012","24487011012",1,4,20,2,4,26,1,"Đài thơm 8",3,2,NA,3,1,NA,2,NA,3,2,1,2,2,2,NA,3,2,NA,NA,2,2,2,1,1,99,1
"3438","66","653","24487","011","013","24487011013",1,4,20,3,4,26,1,"đài thơm 8",2,1,NA,3,1,NA,2,NA,3,2,1,2,2,2,NA,4,3,NA,NA,2,2,99,2,1,99,1
"3439","66","653","24487","011","014","24487011014",1,4,20,2,4,23,1,"đài thơm 8",2,1,NA,2,1,NA,2,NA,2,2,1,2,2,2,NA,5,3,NA,NA,2,2,99,2,1,2,1
"3440","66","653","24487","011","015","24487011015",1,4,20,3,4,25,1,"rằng thơm",4,2,NA,3,1,NA,2,NA,2,2,1,2,2,2,NA,3,3,NA,NA,2,2,2,2,1,2,1
"3441","66","657","24541","019","001","24541019001",1,4,20,19,4,20,1,"hat tròn",4,2,NA,3,3,NA,99,2,1,2,1,2,2,2,NA,5,2,NA,NA,2,1,99,2,2,2,1
"3442","66","657","24541","019","003","24541019003",1,4,20,18,4,20,3,"đài thơm",3,2,NA,3,3,NA,2,2,0,3,1,2,2,2,NA,5,2,NA,NA,2,1,2,2,2,2,1
"3443","66","657","24541","019","005","24541019005",1,4,20,15,4,20,1,"RVT",3,1,NA,3,3,NA,99,2,1,3,1,2,2,2,NA,5,2,NA,NA,2,1,2,2,2,2,1
"3444","66","657","24541","019","006","24541019006",1,4,20,18,4,20,1,"dẽo tròn",3,2,NA,3,3,NA,99,2,1,2,1,2,2,2,NA,5,2,NA,NA,2,1,2,2,2,2,1
"3445","66","657","24541","019","007","24541019007",1,4,20,25,NA,NA,1,"RVT",2,1,NA,2,3,NA,2,2,0,3,1,2,2,2,NA,5,2,NA,NA,2,1,2,2,2,2,1
"3446","66","657","24541","019","008","24541019008",1,4,20,18,4,20,1,"RVT",2,1,NA,3,3,NA,2,2,1,2,1,2,2,2,NA,5,2,NA,NA,2,1,2,2,2,2,1
"3447","66","657","24541","019","009","24541019009",1,4,20,22,NA,NA,1,"đài thơm",3,2,NA,3,3,NA,2,2,1,3,1,2,2,2,NA,5,2,NA,NA,2,1,2,2,2,2,1
"3448","66","657","24541","019","010","24541019010",1,4,20,22,NA,NA,1,"hạt tròn",2,1,NA,3,3,NA,99,2,0,2,1,2,2,2,NA,5,2,NA,NA,2,1,2,2,2,2,1
"3449","66","657","24541","019","012","24541019012",1,4,20,18,4,20,1,"hạt tròn",0,0,1,2,3,NA,2,2,0,2,1,2,2,2,NA,5,2,NA,NA,2,1,2,2,2,2,1
"3450","66","657","24541","019","013","24541019013",1,4,20,8,4,20,1,"đài thơm",3,3,NA,3,3,NA,2,2,0,2,1,2,2,2,NA,5,2,NA,NA,2,1,2,2,2,2,1
"3451","66","657","24541","019","014","24541019014",1,4,20,20,NA,NA,1,"hạt tròn",2,1,NA,2,3,NA,2,2,0,2,1,2,2,2,NA,5,2,NA,NA,2,1,2,2,2,2,1
"3452","66","655","24565","009","001","24565009001",1,4,20,99,NA,NA,1,"đài thơm 8",3,1,NA,2,4,NA,99,2,0,3,2,2,1,2,NA,NA,2,NA,NA,2,2,1,1,1,1,1
"3453","66","655","24565","009","007","24565009007",1,4,20,10,4,20,1,"hương châu",3,1,NA,4,3,NA,2,2,9,3,2,2,1,2,NA,NA,2,NA,NA,2,2,2,2,2,2,1
"3454","66","655","24565","009","009","24565009009",1,4,20,2,4,24,1,"hương châu",6,3,NA,4,3,NA,2,2,9,3,1,2,2,2,NA,8,2,NA,NA,2,2,2,2,2,2,1
"3455","66","655","24565","009","012","24565009012",1,4,50,99,NA,NA,3,"đài thơm",4,2,NA,3,5,"tự canh lấy nước vào ruộng",2,NA,4,2,1,2,2,2,NA,5,2,NA,NA,2,2,99,99,99,99,1
"3456","66","655","24565","009","013","24565009013",1,4,15,2,4,12,2,"st25",4,2,NA,3,5,"ruộng không cần lấy nước",2,NA,0,2,2,2,1,2,NA,NA,2,NA,NA,2,2,99,99,99,99,1
"3457","66","655","24565","009","014","24565009014",1,4,22,99,NA,NA,1,"hương châu",4,2,NA,3,5,"ruộng thấp, trũng không cần lất nước",2,NA,0,2,1,2,2,2,NA,5,2,NA,NA,2,2,99,99,99,2,1
"3458","67","664","24688","012","015","24688012015",1,4,14,6,4,16,1,"st 24",3,2,NA,3,1,NA,2,NA,2,3,1,2,2,2,NA,12,2,NA,NA,2,2,1,1,1,1,1
"3459","67","664","24709","006","005","24709006005",1,1,0.3,2,1,0.3,3,"OMO",2,2,NA,2,5,"nước tự nhiên",2,NA,0,2,1,2,2,2,NA,3,2,NA,NA,3,1,2,2,2,2,1
"3460","67","664","24709","006","009","24709006009",1,4,15,99,NA,NA,1,"st 25",3,2,NA,3,1,NA,2,NA,2,3,1,2,2,2,NA,6,3,NA,NA,2,2,99,99,99,99,1
"3461","67","666","24750","023","014","24750023014",4,4,2,2,4,2,1,"st 25",3,1,NA,3,4,NA,2,2,0,2,2,2,1,2,NA,NA,2,NA,NA,3,2,1,1,1,1,1
"3462","68","683","25177","006","002","25177006002",1,4,23,3,4,23,3,"OM5451",3,1,NA,2,4,NA,2,2,3,3,1,2,2,2,NA,8,2,NA,NA,2,1,99,99,99,99,1
"3463","68","683","25177","006","003","25177006003",1,4,50,5,4,50,2,"5451",1,1,NA,1,1,NA,2,NA,1,2,1,2,2,2,NA,5,3,NA,NA,2,2,2,2,2,2,1
"3464","68","683","25177","006","004","25177006004",1,4,30,5,4,25,3,"OM5451",3,2,NA,3,4,NA,2,2,2,3,1,2,2,2,NA,10,2,NA,NA,2,1,99,99,99,2,1
"3465","68","683","25177","006","005","25177006005",1,4,23,5,4,23,3,"OM5451",3,1,NA,3,4,NA,99,2,2,3,1,2,2,2,NA,8,3,NA,NA,2,1,99,2,2,99,1
"3466","68","683","25177","006","006","25177006006",1,1,40,99,NA,NA,3,"OM 5451",6,6,NA,1,3,NA,99,2,1,2,1,2,2,2,NA,1,2,NA,NA,2,2,2,2,2,2,1
"3467","68","683","25177","006","007","25177006007",1,4,70,99,NA,NA,2,"OM5451",3,2,NA,3,5,"kênh mương thủy lợi",2,NA,2,3,1,2,2,2,NA,10,2,NA,NA,2,1,99,99,99,99,1
"3468","68","683","25177","006","008","25177006008",1,4,115,3,4,115,1,"nếp hà nội",3,2,NA,2,5,"mương thủy lợi",99,NA,2,3,1,2,2,2,NA,10,3,NA,NA,2,1,99,99,2,2,1
"3469","68","683","25177","006","010","25177006010",6,1,60,99,NA,NA,2,"OM 5451",3,2,1,1,3,NA,2,2,3,2,1,2,2,2,NA,0,2,NA,NA,1,4,2,2,2,2,1
"3470","68","683","25177","006","011","25177006011",1,4,50,5,5,50,1,"5451",1,1,NA,1,1,NA,99,NA,1,2,1,2,2,2,NA,5,3,NA,NA,2,2,2,2,2,2,1
"3471","68","683","25177","006","012","25177006012",5,4,100,5,5,100,2,"5451",1,1,NA,1,1,NA,2,NA,1,2,1,2,2,2,NA,5,3,NA,NA,2,2,2,2,2,2,1
"3472","68","683","25177","006","013","25177006013",1,4,100,99,NA,NA,1,"5451",1,1,NA,1,1,NA,2,NA,0,2,1,1,2,2,NA,5,3,NA,NA,2,2,2,2,2,2,1
"3473","68","683","25177","006","014","25177006014",6,1,20,99,NA,NA,2,"OM 5451",2,2,NA,3,4,NA,99,2,2,3,1,2,2,2,NA,2,2,NA,NA,2,4,99,99,99,99,1
"3474","68","683","25177","006","015","25177006015",7,1,40,99,NA,NA,1,"OM 5451",2,2,NA,1,3,NA,2,2,0,2,1,2,2,2,NA,2,8,NA,NA,1,4,99,99,99,99,1
"3475","70","692","25305","007","001","25305007001",1,4,18,99,NA,NA,1,"lúa 3 tháng",2,2,NA,2,4,NA,2,2,2,3,1,2,2,2,NA,2,2,NA,NA,2,2,99,99,2,2,1
"3476","70","692","25305","007","009","25305007009",1,4,15,99,NA,NA,1,"lúa 3 tháng",2,2,NA,2,4,NA,2,2,1,3,1,2,2,2,NA,3,2,NA,NA,2,2,99,99,99,99,1
"3477","70","692","25305","007","013","25305007013",1,4,18,99,NA,NA,1,"lúa 3 tháng",1,1,NA,1,4,NA,2,2,1,3,1,2,2,2,NA,2,2,NA,NA,2,2,99,99,99,99,1
"3478","70","692","25305","007","017","25305007017",1,4,65,99,NA,NA,1,"giống 3 tháng",2,2,NA,2,4,NA,2,2,1,3,1,2,2,2,NA,3,2,NA,NA,2,2,99,99,99,99,1
"3479","70","693","25321","021","015","25321021015",1,4,30,6,4,30,3,"r20",2,1,NA,2,5,"tư nhiên",99,NA,1,2,1,2,2,2,NA,3,3,NA,NA,2,1,99,99,99,99,1
"3480","72","708","25609","006","002","25609006002",2,4,10,99,NA,NA,1,"om504",3,3,NA,2,4,NA,1,2,1,3,1,2,2,2,NA,10,8,NA,NA,1,1,2,2,2,2,1
"3481","72","708","25609","006","006","25609006006",3,4,12,5,4,15,1,"1352",3,2,NA,3,3,NA,1,2,3,3,1,2,2,2,NA,10,1,NA,NA,1,4,1,1,1,1,1
"3482","72","708","25609","006","010","25609006010",3,4,12,6,4,13,1,"tài nguyên",1,1,NA,2,1,NA,2,NA,1,3,1,2,2,2,NA,3,8,NA,NA,1,1,2,2,1,1,1
"3483","72","708","25609","006","014","25609006014",1,4,12,33,NA,NA,1,"giống 1352",8,1,NA,4,3,NA,2,2,7,3,1,2,2,2,NA,6,8,NA,NA,1,1,99,99,99,99,1
"3484","72","710","25678","004","010","25678004010",3,4,100,3,4,100,1,"5451",3,3,NA,3,4,NA,2,2,0,3,1,2,2,2,NA,4,9,NA,NA,NA,NA,99,1,99,99,1
"3485","72","712","25729","001","001","25729001001",3,1,200,99,NA,NA,1,"om18",3,2,NA,2,1,NA,2,NA,2,3,1,2,2,2,NA,15,8,NA,NA,1,1,99,99,99,99,1
"3486","72","712","25729","001","003","25729001003",3,1,180,99,NA,NA,1,"OM5451",4,2,NA,2,3,NA,99,2,2,3,1,2,2,2,NA,15,8,NA,NA,1,1,99,99,99,99,1
"3487","72","712","25729","001","005","25729001005",3,1,220,99,NA,NA,1,"0M5451",3,2,NA,3,3,NA,99,2,2,3,1,2,2,2,NA,12,8,NA,NA,2,1,99,99,99,99,1
"3488","72","712","25729","001","007","25729001007",3,1,215,99,NA,NA,1,"om18",3,2,NA,3,1,NA,2,NA,2,3,1,2,2,2,NA,20,8,NA,NA,1,1,99,99,99,99,1
