"","MATINH","MAHUYEN","MAXA","MADIABAN","IDHO","ws_method","ws_area_unit","ws_rate_ha","certified","rice_name","KYDIEUTRA","dummy_1m","dummy_1r","dummy_1m1r","n_app_fert","sum_fert","dummy_2r_fert","dummy_2r_app","dummy_2r","n_app_drug","n_app_insect_fungi","n_insect","n_fungi","dummy_3r_n_app","dummy_3r_stage","dummy_3r","water_source","pipe","n_drydown","dummy_4r","store_method","harvest_combine","harvest_strawbaler","harvest_manual","harvest_other","timing","moisture","dry_method","dummy_5r","dummy_1m2r","dummy_1m3r","dummy_1m4r","dummy_1m5r"
"1942",38,398,15778,7,15778007005,5,3,40,1,"bắc thơm",1,1,1,1,3,164.4,0,1,0,3,2,2,0,1,0,NA,1,NA,1,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1943",38,398,15778,7,15778007007,5,3,80,1,"VT404",1,1,1,1,3,182.8,0,1,0,3,2,2,0,1,0,NA,1,NA,3,0,3,1,0,0,0,3,1,2,0,0,0,0,0
"1944",38,398,15778,7,15778007009,5,3,40,1,"Thái xuyên",1,1,1,1,2,142.8,0,0,0,3,1,2,0,1,0,NA,1,NA,2,0,3,1,0,0,0,3,1,2,0,0,0,0,0
"1945",38,398,15778,7,15778007010,5,3,40,1,"thái xuyên",1,1,1,1,3,164.4,0,1,0,2,1,1,0,1,0,NA,1,NA,1,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1946",38,398,15778,7,15778007011,5,3,40,1,"long hương",1,1,1,1,3,69.4,1,1,1,4,3,3,0,1,0,NA,1,NA,3,0,2,1,0,0,0,3,2,2,0,1,NA,0,0
"1947",38,398,15778,7,15778007012,5,3,20,1,"v404,thái xuyên",1,1,1,1,2,200,0,0,0,2,1,1,0,1,0,NA,1,NA,0,0,3,1,0,0,0,3,2,2,0,0,0,0,0
"1948",38,398,15778,7,15778007013,5,3,40,1,"long hương",1,1,1,1,3,164.4,0,1,0,4,3,3,0,1,0,NA,1,NA,3,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1949",38,398,15778,7,15778007014,5,3,40,1,"thái xuyên",1,1,1,1,3,164.4,0,1,0,2,1,1,0,1,0,NA,1,NA,1,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1950",38,398,15847,4,15847004001,4,3,40,1,"thái xuyên 111",1,1,1,1,3,173.6,0,1,0,3,2,2,0,1,0,NA,1,NA,4,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1951",38,398,15847,4,15847004002,5,3,40,1,"VT404",1,1,1,1,3,104.4,0,1,0,3,2,2,0,1,0,NA,1,NA,3,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1952",38,398,15847,4,15847004004,5,3,40,1,"VT 404",1,1,1,1,3,164.4,0,1,0,4,3,3,0,1,0,NA,1,NA,3,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1953",38,398,15847,4,15847004005,1,3,40,1,"thái xuyên",1,1,1,1,3,164.4,0,1,0,3,2,2,0,1,0,NA,1,NA,1,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1954",38,398,15847,4,15847004006,1,3,40,1,"thái xuyên",1,1,1,1,3,164.4,0,1,0,3,2,2,0,1,0,NA,1,NA,1,0,2,1,0,0,0,3,1,2,0,0,0,0,0
"1955",38,398,15847,4,15847004007,5,3,40,1,"VT404",1,1,1,1,3,182.8,0,1,0,3,1,2,2,1,0,NA,1,NA,3,0,1,1,0,0,0,3,1,8,0,0,0,0,0
"1956",38,398,15847,4,15847004008,5,3,40,1,"Thái xuyên",1,1,1,1,2,200,0,0,0,2,1,1,0,1,0,NA,1,NA,0,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1957",38,398,15847,4,15847004009,5,3,40,1,"Thái xuyên",1,1,1,1,2,200,0,0,0,2,1,1,0,1,0,NA,1,NA,0,0,3,1,0,0,0,3,2,2,0,0,0,0,0
"1958",38,398,15847,4,15847004010,5,3,40,1,"Thái Xuyên",1,1,1,1,1,100,1,0,0,3,1,2,1,1,0,NA,1,NA,2,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1959",38,398,15847,4,15847004011,1,3,40,1,"thái xuyên",1,1,1,1,3,164.4,0,1,0,2,1,1,0,1,0,NA,1,NA,1,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1960",38,398,15847,4,15847004012,5,3,40,1,"Thái xuyên",1,1,1,1,2,182.8,0,0,0,3,2,3,3,1,0,NA,1,NA,3,0,3,1,0,0,0,3,1,2,0,0,0,0,0
"1961",38,398,15847,4,15847004013,4,3,40,1,"Thái Xuyên",1,1,1,1,1,82.8,1,0,0,3,2,2,2,1,0,NA,1,NA,3,0,3,1,0,0,0,3,1,2,0,0,0,0,0
"1962",38,402,16204,3,16204003001,4,3,40,1,"bc15",1,1,1,1,1,200,0,0,0,1,1,1,0,1,0,NA,3,2,0,0,2,0,0,1,0,3,1,2,0,0,0,0,0
"1963",38,402,16204,3,16204003002,1,3,40,1,"thái xuyên",1,1,1,1,2,120,0,0,0,1,1,1,0,1,0,NA,5,NA,0,0,2,0,0,1,0,2,2,2,0,0,0,0,0
"1964",38,402,16204,3,16204003003,1,3,60,1,"thái xuyên",1,1,1,1,2,120,0,0,0,2,2,1,0,1,0,NA,4,2,1,0,2,0,0,1,0,2,2,2,0,0,0,0,0
"1965",38,402,16204,3,16204003004,1,3,40,1,"thái xuyên",1,1,1,1,2,120,0,0,0,1,1,1,0,1,0,NA,5,NA,1,0,2,0,0,1,0,2,2,2,0,0,0,0,0
"1966",38,402,16204,3,16204003005,1,3,40,1,"thái xuyên",1,1,1,1,1,8,1,0,0,1,1,1,0,1,0,NA,5,NA,0,0,2,0,0,1,0,2,2,2,0,0,0,0,0
"1967",38,402,16204,3,16204003006,1,3,40,1,"thái xuyên",1,1,1,1,2,120,0,0,0,2,2,0,0,1,NA,NA,5,NA,1,0,2,0,0,1,0,2,2,2,0,0,0,0,0
"1968",38,402,16204,3,16204003007,1,3,30,1,"Thái xuyên",1,1,1,1,2,240,0,0,0,1,1,1,0,1,0,NA,5,NA,1,0,2,0,0,1,0,2,1,2,0,0,0,0,0
"1969",38,402,16204,3,16204003011,5,3,40,1,"BC15",1,1,1,1,1,20,1,0,0,1,1,1,0,1,0,NA,5,NA,0,0,2,0,0,1,0,2,1,2,0,0,0,0,0
"1970",38,402,16204,3,16204003012,1,3,40,1,"thái xuyên",1,1,1,1,1,8,1,0,0,1,1,1,0,1,0,NA,4,2,0,0,2,0,0,1,0,2,2,2,0,0,0,0,0
"1971",38,402,16204,3,16204003013,5,3,160,1,"BC15",1,1,0,0,1,40,1,0,0,1,1,1,0,1,0,NA,5,NA,0,0,2,0,0,1,0,3,1,2,0,0,0,0,0
"1972",38,402,16204,3,16204003014,5,3,80,1,"Thái xuyên",1,1,1,1,1,40,1,0,0,1,1,1,0,1,0,NA,5,NA,0,0,2,0,0,1,0,3,1,2,0,0,0,0,0
"1973",38,402,16204,3,16204003016,5,3,100,1,"BC 15",1,1,1,1,1,32,1,0,0,1,1,1,0,1,0,NA,5,NA,0,0,2,0,0,1,0,3,1,2,0,0,0,0,0
"1974",38,404,16282,5,16282005001,4,3,24,1,"tạp giao",1,1,1,1,2,35.2,1,0,0,3,1,1,0,1,0,NA,1,NA,0,0,2,1,0,0,0,3,1,2,0,0,0,0,0
"1975",38,404,16282,5,16282005002,4,3,20,1,"Tạp giao",1,1,1,1,3,136.8,0,1,0,1,0,0,0,1,NA,NA,1,NA,0,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1976",38,404,16282,5,16282005003,4,3,40,1,"Giống 225",1,1,1,1,2,100,1,0,0,1,0,0,0,1,NA,NA,1,NA,0,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1977",38,404,16282,5,16282005004,4,3,20,1,"nhị ưu 888",1,1,1,1,2,35.2,1,0,0,3,1,1,0,1,0,NA,1,NA,0,0,2,1,0,0,0,3,1,2,0,0,0,0,0
"1978",38,404,16282,5,16282005005,5,3,20,1,"Nhị ưu 838",1,1,1,1,3,136.8,0,1,0,2,1,1,0,1,0,NA,1,NA,0,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1979",38,404,16282,5,16282005006,4,3,40,1,"bắc thơm",1,1,1,1,2,135.2,0,0,0,3,2,2,0,1,0,NA,1,NA,1,0,2,1,0,0,0,2,2,2,1,0,0,0,0
"1980",38,404,16282,5,16282005007,4,3,40,1,"bắc thịnh",1,1,1,1,3,135.2,0,1,0,2,2,2,0,1,0,NA,1,NA,1,0,2,1,0,0,0,2,2,2,1,0,0,0,0
"1981",38,404,16282,5,16282005009,5,3,40,1,"PC15",1,1,1,1,2,100,1,0,0,2,1,1,0,1,1,1,1,NA,0,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1982",38,404,16282,5,16282005010,4,3,40,1,"tạp giao con gấu",1,1,1,1,3,135.2,0,1,0,3,2,2,0,1,0,NA,1,NA,1,0,2,1,0,0,0,2,2,2,1,0,0,0,0
"1983",38,404,16282,5,16282005011,5,3,20,1,"nhị ưu 838",1,1,1,1,2,40,1,0,0,3,1,1,0,1,0,NA,1,NA,0,0,2,1,0,0,0,3,1,2,0,0,0,0,0
"1984",38,404,16282,5,16282005013,4,3,40,1,"lúa 222",1,1,1,1,3,135.2,0,1,0,3,2,2,0,1,0,NA,1,NA,1,0,2,1,0,0,0,2,2,2,1,0,0,0,0
"1985",38,404,16297,3,16297003002,1,3,40,1,"thái xuyên",1,1,1,1,3,135.2,0,1,0,2,2,2,0,1,0,NA,1,NA,1,0,2,1,0,0,0,2,2,2,1,0,0,0,0
"1986",38,404,16297,3,16297003003,4,3,30,1,"thiên ưu 8",1,1,1,1,2,28,1,0,0,1,0,0,0,1,NA,NA,1,NA,0,0,2,1,0,0,0,3,1,2,0,0,0,0,0
"1987",38,404,16297,3,16297003004,5,3,20,1,"thái xuyên 111",1,1,1,1,2,32,1,0,0,2,1,1,0,1,1,1,1,NA,0,0,2,1,0,0,0,3,1,2,0,0,0,0,0
"1988",38,404,16297,3,16297003005,1,3,40,1,"thiên ưu",1,1,1,1,3,135.2,0,1,0,3,3,3,0,1,0,NA,2,NA,1,0,2,1,0,0,0,2,2,2,1,0,0,0,0
"1989",38,404,16297,3,16297003007,1,3,24,1,"Thái xuyên 111",1,1,1,1,2,40,1,0,0,2,1,1,0,1,0,NA,1,NA,0,0,2,1,0,0,0,3,1,2,0,0,0,0,0
"1990",38,404,16297,3,16297003008,5,3,20,1,"Nhị ưu 838",1,1,1,1,1,100,1,0,0,1,1,1,0,1,0,NA,1,NA,0,0,2,1,0,0,0,2,2,2,1,0,0,0,0
"1991",38,404,16297,3,16297003009,5,3,40,1,"Ngọc Thơm",1,1,1,1,2,100,1,0,0,2,1,1,0,1,0,NA,1,NA,0,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1992",38,404,16297,3,16297003010,5,3,20,1,"Nhị ưu 838",1,1,1,1,2,116.8,0,0,0,2,1,1,1,1,0,NA,1,NA,0,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1993",38,404,16297,3,16297003012,5,3,20,1,"Nhị ưu 838",1,1,1,1,2,100,1,0,0,2,1,1,0,1,1,1,1,NA,0,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1994",38,404,16297,3,16297003013,4,3,40,1,"Bắc thơm",1,1,1,1,3,155.2,0,1,0,3,2,2,0,1,0,NA,1,NA,1,0,2,1,0,0,0,2,2,2,1,0,0,0,0
"1995",38,406,16438,17,16438017002,1,3,40,1,"PC15",1,1,1,1,2,49.6,1,0,0,2,0,2,0,1,0,NA,1,NA,1,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1996",38,380,16522,3,16522003004,5,3,36,1,"Thái xuyên 111",1,1,1,1,3,72,1,1,1,3,3,3,3,1,0,NA,1,NA,0,0,3,1,0,0,0,3,2,2,0,1,NA,0,0
"1997",38,380,16522,3,16522003006,5,3,40,1,"Thiên ưu 8",1,1,1,1,2,185.6,0,0,0,4,2,1,0,1,0,NA,1,NA,0,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"1998",38,380,16522,3,16522003009,5,3,40,1,"Thiên ưu 8",1,1,1,1,2,179.2,0,0,0,3,2,1,1,1,0,NA,1,NA,0,0,2,0,0,1,0,3,2,2,0,0,0,0,0
"1999",38,380,16522,3,16522003011,4,3,24,1,"thiên ưu 8",1,1,1,1,2,133.6,0,0,0,3,2,2,2,1,0,NA,1,NA,1,0,2,1,0,0,0,3,1,2,0,0,0,0,0
"2000",38,382,16528,2,16528002003,7,3,20,1,"thái xuyên",1,1,1,1,2,5,1,0,0,2,1,1,0,1,0,NA,1,NA,2,0,2,1,0,0,0,2,2,2,1,0,0,0,0
"2001",38,382,16528,2,16528002006,5,3,20,1,"Thiên yêu",1,1,1,1,2,178,0,0,0,1,1,1,0,1,0,NA,1,NA,0,0,3,1,0,0,0,2,2,2,1,0,0,0,0
"2002",38,382,16528,2,16528002007,1,3,164,1,"Bắc Thịnh",1,1,0,0,2,2.4,1,0,0,1,1,2,0,1,0,NA,1,NA,0,0,3,0,0,1,0,2,2,3,0,0,0,0,0
"2003",38,382,16528,2,16528002008,1,3,20,1,"Thái xuyên",1,1,1,1,2,60.8,1,0,0,1,1,1,0,1,0,NA,1,NA,0,0,3,1,0,0,0,2,2,2,1,0,0,0,0
"2004",38,382,16528,2,16528002009,1,3,20,1,"Thái xuyên",1,1,1,1,3,87.2,1,1,1,1,1,0,1,1,0,NA,1,NA,0,0,3,0,0,1,0,2,2,2,0,1,NA,0,0
"2005",38,382,16528,2,16528002010,1,3,40,1,"thái xuyên",1,1,1,1,3,84,1,1,1,2,2,2,1,1,0,NA,1,NA,0,0,3,1,0,0,0,2,2,2,1,1,NA,0,0
"2006",38,382,16528,2,16528002011,1,3,140,2,"Thái xuyên",1,0,0,0,2,562,0,0,0,4,2,2,0,1,0,NA,1,NA,0,0,3,1,0,0,0,2,4,2,1,0,0,0,0
"2007",38,382,16528,2,16528002013,1,3,24,2,"Thiên ưu",1,0,1,0,3,440,0,1,0,3,3,3,0,1,0,NA,1,NA,0,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"2008",38,382,16528,2,16528002014,1,3,20,2,"BC15",1,0,1,0,2,75,1,0,0,3,2,3,0,1,0,NA,1,NA,0,0,2,1,0,0,0,3,1,2,0,0,0,0,0
"2009",38,407,16636,14,16636014001,1,1,30000,2,"lai thái xuyên",1,0,0,0,2,2600,0,0,0,5,3,3,0,1,0,NA,3,2,1,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"2010",38,407,16636,14,16636014004,1,3,60,1,"thái xuyên 111",1,1,1,1,1,2500,0,0,0,2,2,2,0,1,1,1,1,NA,1,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"2011",38,407,16636,14,16636014005,5,3,100,1,"pc15",1,1,1,1,2,0,1,0,0,2,1,3,0,1,0,NA,1,NA,0,0,2,0,0,1,0,3,2,2,0,0,0,0,0
"2012",38,407,16636,14,16636014006,4,3,200,1,"khang dan",1,1,0,0,2,800,0,0,0,2,2,2,0,1,0,NA,1,NA,0,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"2013",38,407,16636,14,16636014007,4,3,40,1,"pc 15",1,1,1,1,2,24,1,0,0,2,1,2,0,1,0,NA,1,NA,0,0,2,1,0,1,0,3,2,2,0,0,0,0,0
"2014",38,407,16636,14,16636014008,1,3,40,1,"khang dan",1,1,1,1,2,20,1,0,0,2,2,2,0,1,0,NA,1,NA,0,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"2015",38,407,16636,14,16636014009,4,3,40,1,"thái xuyên",1,1,1,1,2,127.6,0,0,0,1,1,0,1,1,0,NA,1,NA,0,0,2,1,0,0,0,2,2,3,1,0,0,0,0
"2016",38,407,16636,14,16636014010,4,1,20000,1,"thái xuyên",1,1,0,0,2,127.6,0,0,0,1,1,1,0,1,0,NA,3,2,0,0,3,1,0,0,0,2,2,2,1,0,0,0,0
"2017",40,415,16741,10,16741010001,5,3,0,2,"nếp 97",1,0,1,0,1,0.1,1,0,0,2,1,0,0,1,NA,NA,5,NA,1,0,2,0,0,1,0,2,2,3,0,0,0,0,0
"2018",40,415,16741,10,16741010002,5,3,0,2,"nếp 97",1,0,1,0,1,0.1,1,0,0,2,1,0,0,1,NA,NA,5,NA,1,0,2,0,0,1,0,2,2,3,0,0,0,0,0
"2019",40,415,16741,10,16741010003,5,3,0.8,2,"nếp 97",1,0,1,0,1,0.1,1,0,0,2,1,0,0,1,NA,NA,5,NA,1,0,2,0,0,1,0,2,2,3,0,0,0,0,0
"2020",40,415,16741,10,16741010004,5,3,0,2,"nếp 97",1,0,1,0,1,0.05,1,0,0,2,1,0,0,1,NA,NA,5,NA,1,0,2,0,0,1,0,2,2,3,0,0,0,0,0
"2021",40,415,16741,10,16741010005,5,3,48,2,"nếp 97",1,0,1,0,1,76.8,1,0,0,2,1,0,0,1,NA,NA,5,NA,2,0,2,0,0,1,0,2,2,3,0,0,0,0,0
"2022",40,415,16741,10,16741010006,5,3,50,2,"nếp 97",1,0,1,0,2,76.8,1,0,0,2,1,0,0,1,NA,NA,5,NA,2,0,2,0,0,1,0,2,2,3,0,0,0,0,0
"2023",40,415,16741,10,16741010007,5,3,48,2,"nếp 97",1,0,1,0,2,76.8,1,0,0,2,0,0,0,1,NA,NA,5,NA,2,0,2,0,0,1,0,2,2,3,0,0,0,0,0
"2024",40,415,16741,10,16741010008,5,3,0,2,"nếp 97",1,0,1,0,2,0.1,1,0,0,2,1,0,0,1,NA,NA,5,NA,2,0,2,0,0,1,0,2,2,3,0,0,0,0,0
"2025",40,415,16741,10,16741010009,5,3,0,2,"nếp 97",1,0,1,0,2,0.1,1,0,0,2,1,0,0,1,NA,NA,5,NA,2,0,2,1,0,1,0,2,2,3,1,0,0,0,0
"2026",40,415,16741,10,16741010010,6,3,0,2,"nếp 97",1,0,1,0,2,0.1,1,0,0,2,1,0,0,1,NA,NA,5,NA,2,0,2,1,0,0,0,2,2,2,1,0,0,0,0
"2027",40,415,16741,10,16741010011,5,3,0,2,"nếp 97",1,0,1,0,2,0.1,1,0,0,2,1,0,0,1,NA,NA,5,NA,2,0,2,1,0,0,0,2,2,2,1,0,0,0,0
"2028",40,415,16741,10,16741010012,5,3,0,2,"nếp 97",1,0,1,0,1,0.1,1,0,0,1,1,0,0,1,NA,NA,5,NA,2,0,2,1,0,1,0,2,2,2,1,0,0,0,0
"2029",40,415,16741,10,16741010013,5,3,0,2,"nếp 97",1,0,1,0,1,0.1,1,0,0,2,1,0,0,1,NA,NA,5,NA,2,0,2,0,0,1,0,2,2,3,0,0,0,0,0
"2030",40,415,16741,10,16741010014,5,3,0,2,"nếp 97",1,0,1,0,1,0.1,1,0,0,2,1,0,0,1,NA,NA,5,NA,2,0,2,0,0,1,0,2,2,3,0,0,0,0,0
"2031",40,415,16741,10,16741010015,5,3,0,2,"nếp 97",1,0,1,0,1,0.1,1,0,0,2,1,0,0,1,NA,NA,5,NA,2,0,2,0,0,1,0,2,2,3,0,0,0,0,0
"2032",40,415,16771,12,16771012001,1,1,0,2,"Nếp 97",1,0,1,0,1,48,1,0,0,1,0,0,0,1,NA,NA,1,NA,1,0,2,0,0,1,0,3,2,2,0,0,0,0,0
"2033",40,415,16771,12,16771012002,1,1,0,2,"Nếp 97",1,0,1,0,1,48,1,0,0,2,0,0,0,1,NA,NA,1,NA,1,0,2,0,0,1,0,3,2,2,0,0,0,0,0
"2034",40,415,16771,12,16771012003,1,1,0,2,"nếp 97",1,0,1,0,1,48,1,0,0,1,0,0,0,1,NA,NA,1,NA,1,0,2,0,0,1,0,3,2,2,0,0,0,0,0
"2035",40,415,16771,12,16771012004,1,1,0,2,"nếp 97",1,0,1,0,1,48,1,0,0,1,0,0,0,1,NA,NA,1,NA,1,0,2,0,0,1,0,3,2,2,0,0,0,0,0
"2036",40,415,16771,12,16771012005,1,1,0,2,"nếp 97",1,0,1,0,1,48,1,0,0,1,0,0,0,1,NA,NA,1,NA,1,0,2,0,0,1,0,3,2,2,0,0,0,0,0
"2037",40,415,16771,12,16771012006,1,3,0,2,"nếp 97",1,0,1,0,2,184.1,0,0,0,2,1,0,0,1,NA,NA,1,NA,2,0,2,0,0,1,0,2,2,2,0,0,0,0,0
"2038",40,415,16771,12,16771012007,1,1,0,2,"nếp 97",1,0,1,0,1,48,1,0,0,1,0,0,0,1,NA,NA,1,NA,1,0,2,0,0,1,0,3,2,2,0,0,0,0,0
"2039",40,415,16771,12,16771012008,4,1,0,2,"nếp 97",1,0,1,0,1,48,1,0,0,1,0,0,0,1,NA,NA,1,NA,1,0,2,0,0,1,0,3,2,1,0,0,0,0,0
"2040",40,415,16771,12,16771012009,1,1,0,2,"nếp 97",1,0,1,0,1,0,1,0,0,1,0,0,0,1,NA,NA,1,NA,1,0,2,0,0,1,0,3,2,2,0,0,0,0,0
"2041",40,415,16771,12,16771012010,1,1,0,2,"nếp 97",1,0,1,0,1,48,1,0,0,1,0,0,0,1,NA,NA,1,NA,1,0,2,0,0,1,0,3,2,2,0,0,0,0,0
"2042",40,415,16771,12,16771012011,1,1,0,2,"nếp 97",1,0,1,0,1,48,1,0,0,1,0,0,0,1,NA,NA,1,NA,0,0,2,0,0,1,0,3,2,2,0,0,0,0,0
"2043",40,415,16771,12,16771012012,1,1,0,2,"Nếp 97",1,0,1,0,1,56,1,0,0,1,0,0,0,1,NA,NA,1,NA,1,0,2,0,0,1,0,3,2,2,0,0,0,0,0
"2044",40,415,16771,12,16771012013,1,1,0,2,"nếp 97",1,0,1,0,1,48,1,0,0,1,0,0,0,1,NA,NA,1,NA,0,0,2,0,0,1,0,3,2,2,0,0,0,0,0
"2045",40,415,16771,12,16771012014,1,1,0,2,"nếp 97",1,0,1,0,1,8,1,0,0,1,0,0,0,1,NA,NA,1,NA,1,0,2,0,0,1,0,3,2,2,0,0,0,0,0
"2046",40,415,16771,12,16771012015,1,1,0,2,"nếp 97",1,0,1,0,1,8,1,0,0,1,0,0,0,1,NA,NA,1,NA,1,0,2,0,0,1,0,3,2,2,0,0,0,0,0
"2047",40,417,16840,10,16840010001,1,NA,NA,3,"khàu sang",1,0,NA,0,1,0,1,0,0,0,0,0,0,1,NA,NA,5,NA,0,0,3,0,0,1,0,3,1,3,0,0,0,0,0
"2048",40,417,16840,10,16840010002,1,NA,NA,2,"khàu sang",1,0,NA,0,1,0,1,0,0,0,0,0,0,1,NA,NA,5,NA,0,0,3,0,0,1,0,3,1,3,0,0,0,0,0
"2049",40,417,16840,10,16840010003,1,NA,NA,3,"khàu sang",1,0,NA,0,1,0,1,0,0,0,0,0,0,1,NA,NA,5,NA,0,0,3,0,0,1,0,3,1,3,0,0,0,0,0
"2050",40,417,16840,10,16840010004,1,NA,NA,3,"khàu sang",1,0,NA,0,1,0,1,0,0,0,0,0,0,1,NA,NA,5,NA,0,0,3,0,0,1,0,3,1,3,0,0,0,0,0
"2051",40,417,16840,10,16840010005,1,NA,NA,3,"khàu sang",1,0,NA,0,1,0,1,0,0,0,0,0,0,1,NA,NA,5,NA,0,0,3,0,0,1,0,3,1,3,0,0,0,0,0
"2052",40,417,16840,10,16840010006,1,NA,NA,3,"khàu sang",1,0,NA,0,1,0,1,0,0,0,0,0,0,1,NA,NA,5,NA,0,0,3,0,0,1,0,3,1,3,0,0,0,0,0
"2053",40,417,16840,10,16840010007,1,NA,NA,3,"Pí pột",1,0,NA,0,1,0,1,0,0,0,0,0,0,1,NA,NA,5,NA,0,0,3,0,0,1,0,3,1,3,0,0,0,0,0
"2054",40,417,16840,10,16840010010,1,1,120000,3,"lúa pí pột( giống đị phương)",1,0,0,0,1,0,1,0,0,0,0,0,0,1,NA,NA,5,NA,0,0,2,0,0,1,0,3,2,1,0,0,0,0,0
"2055",40,417,16840,10,16840010016,1,1,700000,3,"khàu sang",1,0,0,0,1,0,1,0,0,0,0,0,0,1,NA,NA,5,NA,0,0,2,0,0,1,0,3,2,1,0,0,0,0,0
"2056",40,417,16840,10,16840010017,1,1,60000,3,"lúa nếp pí pột",1,0,0,0,1,0,1,0,0,0,0,0,0,1,NA,NA,5,NA,0,0,2,0,0,1,0,3,2,1,0,0,0,0,0
"2057",40,417,16840,10,16840010018,1,1,50000,3,"khàu sang",1,0,0,0,1,0,1,0,0,0,0,0,0,1,NA,NA,5,NA,0,0,2,0,0,1,0,3,2,1,0,0,0,0,0
"2058",40,414,17003,2,17003002003,5,3,40,1,"lai trung quốc",1,1,1,1,2,460,0,0,0,3,3,3,1,1,0,NA,4,2,0,0,3,1,0,0,0,2,1,2,1,0,0,0,0
"2059",40,414,17003,2,17003002004,5,3,40,1,"lai trung quốc",1,1,1,1,2,400,0,0,0,2,2,2,0,1,0,NA,1,NA,0,0,3,1,0,0,0,3,1,2,0,0,0,0,0
"2060",40,414,17003,2,17003002006,5,3,40,1,"khang dân",1,1,1,1,2,20,1,0,0,3,2,2,2,1,0,NA,1,NA,2,0,3,1,0,0,0,2,1,2,1,0,0,0,0
"2061",40,421,17143,17,17143017001,1,1,20000,1,"thái xuyên",1,1,0,0,2,33000,0,0,0,2,2,2,0,1,0,NA,1,NA,1,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"2062",40,421,17143,17,17143017002,1,1,20000,1,"thái xuyên",1,1,0,0,2,10500,0,0,0,2,2,2,0,1,0,NA,1,NA,1,0,2,1,0,0,0,3,2,2,0,0,0,0,0
"2063",40,421,17143,17,17143017003,5,3,30,1,"Long Hương",1,1,1,1,2,80,1,0,0,2,1,1,0,1,0,NA,1,NA,0,0,3,1,0,0,0,2,2,2,1,0,0,0,0
"2064",40,421,17143,17,17143017004,5,3,32,1,"tạp giao",1,1,1,1,1,40,1,0,0,1,1,1,0,1,0,NA,1,NA,0,0,3,1,0,0,0,2,2,2,1,0,0,0,0
"2065",40,421,17143,17,17143017006,1,3,30,1,"Long Hương",1,1,1,1,2,35.2,1,0,0,1,1,1,0,1,1,1,1,NA,0,0,3,1,0,0,0,2,2,2,1,0,0,0,0
"2066",40,421,17143,17,17143017007,5,3,30,1,"Hà Phát 3",1,1,1,1,3,69.4,1,1,1,1,1,1,0,1,1,1,1,NA,0,0,3,1,0,0,0,3,2,1,0,1,1,0,0
"2067",40,421,17143,17,17143017008,5,3,30,1,"Nhị ưu 986",1,1,1,1,3,37.4,1,1,1,1,1,1,0,1,1,1,1,NA,0,0,3,1,0,0,0,3,2,1,0,1,1,0,0
"2068",40,421,17143,17,17143017009,5,3,30,1,"Nhị ưu 986",1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,NA,0,0,3,1,0,0,0,3,2,1,0,0,0,0,0
"2069",40,421,17143,17,17143017015,5,3,30,1,"Thái xuyên",1,1,1,1,1,40,1,0,0,1,1,1,0,1,0,NA,1,NA,0,0,3,1,0,0,0,2,2,2,1,0,0,0,0
"2070",40,423,17305,12,17305012001,1,3,100,2,"Thái xuyên",1,0,1,0,2,84,1,0,0,3,3,3,0,1,0,NA,1,NA,0,0,3,1,0,0,0,3,2,2,0,0,0,0,0
"2071",40,423,17305,12,17305012004,1,3,20,1,"Thái Xuyên",1,1,1,1,2,8,1,0,0,3,2,2,1,1,0,NA,1,NA,0,0,3,1,0,0,0,3,1,3,0,0,0,0,0
"2072",40,423,17305,12,17305012005,1,3,20,1,"Thái Xuyên",1,1,1,1,1,8,1,0,0,3,3,2,1,1,0,NA,1,NA,0,0,3,1,0,0,0,3,1,3,0,0,0,0,0
"2073",40,423,17305,12,17305012007,5,3,40,1,"Thái xuyên",1,1,1,1,3,8,1,1,1,3,3,3,0,1,0,NA,1,NA,1,0,1,1,0,0,0,3,4,1,0,1,NA,0,0
