"","IDHO","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","KYDIEUTRA","STT","M4B11A5_C6","M4B11A5_C7","M4B11A5_C8","M4B11A5_C9"
"8669","17554009004","40","426","17554","009","004",1,0,5,5,4,3
"8670","17554009005","40","426","17554","009","005",1,0,1,4,4,4
"8671","17554009005","40","426","17554","009","005",1,1,2,4,4,4
"8672","17554009005","40","426","17554","009","005",1,2,6,5,4,5
"8673","17554009012","40","426","17554","009","012",1,0,3,3,3,0
"8674","17593008002","40","426","17593","008","002",1,0,7,4,4,3
"8675","17593008009","40","426","17593","008","009",1,0,2,3,3,99
"8676","17593008009","40","426","17593","008","009",1,1,5,4,3,99
"8677","17593008011","40","426","17593","008","011",1,0,18,5,3,0
"8678","17797001002","40","428","17797","001","002",1,0,7,2,4,2
"8679","17797001004","40","428","17797","001","004",1,0,7,2,4,2
"8680","17797001014","40","428","17797","001","014",1,0,2,0,4,1
"8681","17797001015","40","428","17797","001","015",1,0,7,2,1,2
"8682","17824004001","40","428","17824","004","001",1,0,6,2,5,2
"8683","17824004004","40","428","17824","004","004",1,0,11,4,6,4
"8684","17824004005","40","428","17824","004","005",1,0,12,5,5,3
"8685","17824004005","40","428","17824","004","005",1,1,6,4,5,3
"8686","17824004007","40","428","17824","004","007",1,0,7,2,5,2
"8687","17824004008","40","428","17824","004","008",1,0,8,2,5,2
"8688","17824004009","40","428","17824","004","009",1,0,17,7,5,1
"8689","17824004010","40","428","17824","004","010",1,0,6,15,5,2
"8690","17824004012","40","428","17824","004","012",1,0,4,5,6,3
"8691","17824004012","40","428","17824","004","012",1,1,14,3,5,3
"8692","17824004013","40","428","17824","004","013",1,0,12,10,6,5
"8693","17881010002","40","429","17881","010","002",1,0,6,7,6,0
"8694","17881010002","40","429","17881","010","002",1,1,8,10,6,0
"8695","17881010004","40","429","17881","010","004",1,0,6,7,6,0
"8696","17881010004","40","429","17881","010","004",1,1,8,9,6,0
"8697","17881010005","40","429","17881","010","005",1,0,16,2,6,2
"8698","17881010006","40","429","17881","010","006",1,0,9,2,6,0
"8699","17881010008","40","429","17881","010","008",1,0,6,5,6,3
"8700","17881010008","40","429","17881","010","008",1,1,14,5,6,2
"8701","17881010008","40","429","17881","010","008",1,3,13,4,6,2
"8702","17881010011","40","429","17881","010","011",1,0,6,4,6,1
"8703","17881010011","40","429","17881","010","011",1,1,14,3,6,1
"8704","17881010012","40","429","17881","010","012",1,0,6,3,6,1
"8705","17881010012","40","429","17881","010","012",1,1,13,4,6,1
"8706","17881010012","40","429","17881","010","012",1,2,17,3,6,1
"8707","17881010013","40","429","17881","010","013",1,0,4,3,6,1
"8708","17881010013","40","429","17881","010","013",1,1,11,3,6,1
"8709","17881010014","40","429","17881","010","014",1,0,11,3,6,1
"8710","17881010014","40","429","17881","010","014",1,1,14,4,6,1
"8711","17881010014","40","429","17881","010","014",1,2,16,3,6,1
"8712","18136005012","42","439","18136","005","012",1,1,NA,NA,NA,NA
"8713","18184002005","42","439","18184","002","005",1,0,0,10,1,5
"8714","18184002007","42","439","18184","002","007",1,0,0,10,2,5
"8715","18184002007","42","439","18184","002","007",1,1,2,12,2,10
"8716","18184002008","42","439","18184","002","008",1,0,0,10,1,5
"8717","18184002009","42","439","18184","002","009",1,0,18,7,99,10
"8718","18184002009","42","439","18184","002","009",1,1,15,5,99,10
"8719","18184002010","42","439","18184","002","010",1,0,18,10,1,10
"8720","18184002011","42","439","18184","002","011",1,0,18,10,1,10
"8721","18184002013","42","439","18184","002","013",1,0,18,2,3,2
"8722","18436001002","42","443","18436","001","002",1,0,1,10,1,10
"8723","18436001002","42","443","18436","001","002",1,1,2,10,1,2
"8724","18436001002","42","443","18436","001","002",1,2,17,20,1,0
"8725","18436001005","42","443","18436","001","005",1,0,0,7,1,2
"8726","18436001005","42","443","18436","001","005",1,1,18,22,1,2
"8727","18436001006","42","443","18436","001","006",1,0,0,7,1,99
"8728","18436001006","42","443","18436","001","006",1,1,18,20,1,99
"8729","18436001007","42","443","18436","001","007",1,0,0,7,1,1
"8730","18436001007","42","443","18436","001","007",1,1,18,20,1,2
"8731","18436001013","42","443","18436","001","013",1,0,2,7,1,2
"8732","18436001013","42","443","18436","001","013",1,1,16,17,1,2
"8733","18436001015","42","443","18436","001","015",1,0,4,8,1,2
"8734","18436001015","42","443","18436","001","015",1,1,16,20,1,2
"8735","18436006001","42","443","18436","006","001",1,0,0,3,1,3
"8736","18436006001","42","443","18436","006","001",1,1,18,5,1,0
"8737","18436006002","42","443","18436","006","002",1,0,1,3,2,3
"8738","18436006002","42","443","18436","006","002",1,1,18,7,2,0
"8739","18436006004","42","443","18436","006","004",1,0,0,7,1,2
"8740","18436006004","42","443","18436","006","004",1,1,18,20,1,1
"8741","18436006005","42","443","18436","006","005",1,0,0,7,1,2
"8742","18436006005","42","443","18436","006","005",1,1,18,20,1,2
"8743","18436006006","42","443","18436","006","006",1,0,0,3,1,3
"8744","18436006006","42","443","18436","006","006",1,1,18,7,1,0
"8745","18436006007","42","443","18436","006","007",1,0,4,10,1,5
"8746","18436006007","42","443","18436","006","007",1,1,16,20,1,2
"8747","18436006010","42","443","18436","006","010",1,0,2,10,1,5
"8748","18436006010","42","443","18436","006","010",1,1,16,20,1,0
"8749","18436006011","42","443","18436","006","011",1,0,0,10,1,2
"8750","18436006011","42","443","18436","006","011",1,1,6,30,1,0
"8751","18436006013","42","443","18436","006","013",1,0,0,3,1,3
"8752","18436006013","42","443","18436","006","013",1,1,18,5,1,0
"8753","18436006014","42","443","18436","006","014",1,0,7,8,1,2
"8754","18436006014","42","443","18436","006","014",1,1,16,15,1,1
"8755","18436006015","42","443","18436","006","015",1,0,0,7,1,3
"8756","18436006015","42","443","18436","006","015",1,1,18,20,1,2
"8757","18568001002","42","448","18568","001","002",1,0,1,4,7,2
"8758","18568001002","42","448","18568","001","002",1,1,4,5,7,2
"8759","18568001002","42","448","18568","001","002",1,2,4,5,99,2
"8760","18568001004","42","448","18568","001","004",1,0,0,5,5,15
"8761","18568001004","42","448","18568","001","004",1,1,7,2,5,99
"8762","18568001005","42","448","18568","001","005",1,0,3,2,2,99
"8763","18568001005","42","448","18568","001","005",1,1,12,2,2,99
"8764","18568001006","42","448","18568","001","006",1,0,5,2,4,99
"8765","18568001006","42","448","18568","001","006",1,1,8,1,6,99
"8766","18568001015","42","448","18568","001","015",1,0,6,6,5,15
"8767","18568001015","42","448","18568","001","015",1,1,6,5,5,10
"8768","18568001015","42","448","18568","001","015",1,2,8,4,5,15
"8769","18568001015","42","448","18568","001","015",1,3,6,2,5,10
"8770","18568001015","42","448","18568","001","015",1,4,7,2,5,15
"8771","18697004001","42","446","18697","004","001",1,0,0,3,3,5
"8772","18697004001","42","446","18697","004","001",1,1,5,15,1,2
"8773","18697004001","42","446","18697","004","001",1,2,17,10,1,1
"8774","18697004002","42","446","18697","004","002",1,0,0,10,3,5
"8775","18697004002","42","446","18697","004","002",1,1,5,15,1,2
"8776","18697004002","42","446","18697","004","002",1,2,17,10,1,1
"8777","18697004003","42","446","18697","004","003",1,0,0,4,3,4
"8778","18697004003","42","446","18697","004","003",1,1,5,15,1,2
"8779","18697004003","42","446","18697","004","003",1,2,17,10,1,1
"8780","18697004004","42","446","18697","004","004",1,0,0,3,3,5
"8781","18697004004","42","446","18697","004","004",1,1,5,15,1,2
"8782","18697004004","42","446","18697","004","004",1,2,17,10,1,1
"8783","18697004006","42","446","18697","004","006",1,0,0,4,3,4
"8784","18697004006","42","446","18697","004","006",1,1,5,15,1,3
"8785","18697004006","42","446","18697","004","006",1,2,17,10,1,2
"8786","18697004008","42","446","18697","004","008",1,0,0,3,3,5
"8787","18697004008","42","446","18697","004","008",1,1,5,15,1,3
"8788","18697004008","42","446","18697","004","008",1,2,17,10,1,2
"8789","18697004010","42","446","18697","004","010",1,0,0,3,3,5
"8790","18697004010","42","446","18697","004","010",1,1,5,15,1,3
"8791","18697004010","42","446","18697","004","010",1,2,17,10,1,2
"8792","18697004012","42","446","18697","004","012",1,0,0,5,2,5
"8793","18697004012","42","446","18697","004","012",1,1,5,15,1,3
"8794","18697004012","42","446","18697","004","012",1,2,17,10,1,1
"8795","18697004013","42","446","18697","004","013",1,0,0,4,2,5
"8796","18697004013","42","446","18697","004","013",1,1,5,15,1,3
"8797","18697004013","42","446","18697","004","013",1,2,17,10,1,2
"8798","18697004015","42","446","18697","004","015",1,0,0,3,3,5
"8799","18697004015","42","446","18697","004","015",1,1,5,15,1,2
"8800","18697004015","42","446","18697","004","015",1,2,17,10,1,1
"8801","18739004001","42","446","18739","004","001",1,0,0,3,1,4
"8802","18739004001","42","446","18739","004","001",1,1,5,15,1,2
"8803","18739004001","42","446","18739","004","001",1,2,17,10,1,1
"8804","18739004002","42","446","18739","004","002",1,0,0,3,3,5
"8805","18739004002","42","446","18739","004","002",1,1,5,15,1,2
"8806","18739004002","42","446","18739","004","002",1,2,17,10,1,1
"8807","18739004003","42","446","18739","004","003",1,0,0,3,3,5
"8808","18739004003","42","446","18739","004","003",1,1,5,15,1,2
"8809","18739004003","42","446","18739","004","003",1,2,17,10,1,1
"8810","18739004004","42","446","18739","004","004",1,0,0,3,1,5
"8811","18739004004","42","446","18739","004","004",1,1,5,15,1,2
"8812","18739004004","42","446","18739","004","004",1,2,17,10,1,1
"8813","18739004006","42","446","18739","004","006",1,0,0,3,3,5
"8814","18739004006","42","446","18739","004","006",1,1,5,15,1,3
"8815","18739004006","42","446","18739","004","006",1,2,17,10,1,2
"8816","18739004008","42","446","18739","004","008",1,0,0,3,3,5
"8817","18739004008","42","446","18739","004","008",1,1,5,15,1,3
"8818","18739004008","42","446","18739","004","008",1,2,17,10,1,2
"8819","18739004009","42","446","18739","004","009",1,0,0,3,3,5
"8820","18739004009","42","446","18739","004","009",1,1,5,15,1,2
"8821","18739004009","42","446","18739","004","009",1,2,17,10,1,1
"8822","18739004010","42","446","18739","004","010",1,0,0,3,3,5
"8823","18739004010","42","446","18739","004","010",1,1,5,15,1,3
"8824","18739004010","42","446","18739","004","010",1,2,17,10,1,2
"8825","18739004011","42","446","18739","004","011",1,0,0,3,2,5
"8826","18739004011","42","446","18739","004","011",1,1,5,2,1,2
"8827","18739004011","42","446","18739","004","011",1,2,17,10,1,1
"8828","18739004013","42","446","18739","004","013",1,0,0,3,2,5
"8829","18739004013","42","446","18739","004","013",1,1,5,15,1,2
"8830","18739004013","42","446","18739","004","013",1,2,17,10,1,1
"8831","18739004014","42","446","18739","004","014",1,0,0,3,2,5
"8832","18739004014","42","446","18739","004","014",1,1,5,15,1,2
"8833","18739004014","42","446","18739","004","014",1,2,17,10,1,1
"8834","18739004015","42","446","18739","004","015",1,0,0,3,2,5
"8835","18739004015","42","446","18739","004","015",1,1,5,15,1,2
"8836","18739004015","42","446","18739","004","015",1,2,17,10,1,1
"8837","19024009010","44","454","19024","009","010",1,0,7,7,1,3
"8838","19024009010","44","454","19024","009","010",1,1,17,7,1,3
"8839","19084003008","44","458","19084","003","008",1,1,3,5,4,99
"8840","19084003008","44","458","19084","003","008",1,2,8,7,5,99
"8841","19084003009","44","458","19084","003","009",1,1,1,7,4,99
"8842","19084003009","44","458","19084","003","009",1,2,7,5,4,99
"8843","19084003011","44","458","19084","003","011",1,1,2,5,4,99
"8844","19084003014","44","458","19084","003","014",1,1,NA,NA,NA,NA
"8845","19117001004","44","455","19117","001","004",1,0,1,6,1,12
"8846","19117001009","44","455","19117","001","009",1,0,1,5,1,12
"8847","19117001012","44","455","19117","001","012",1,0,1,6,1,12
"8848","19156003001","44","455","19156","003","001",1,0,1,6,1,12
"8849","19156003002","44","455","19156","003","002",1,0,2,4,1,12
"8850","19156003003","44","455","19156","003","003",1,0,1,5,1,10
"8851","19156003004","44","455","19156","003","004",1,0,2,5,1,13
"8852","19156003006","44","455","19156","003","006",1,0,1,6,1,12
"8853","19156003007","44","455","19156","003","007",1,0,1,6,1,12
"8854","19156003008","44","455","19156","003","008",1,0,1,6,1,12
"8855","19156003009","44","455","19156","003","009",1,0,1,5,1,12
"8856","19156003011","44","455","19156","003","011",1,0,4,2,6,2
"8857","19303011001","44","457","19303","011","001",1,0,4,15,3,25
"8858","19303011001","44","457","19303","011","001",1,1,18,20,3,20
"8859","19303011002","44","457","19303","011","002",1,0,1,13,1,20
"8860","19303011002","44","457","19303","011","002",1,1,17,25,3,25
"8861","19303011004","44","457","19303","011","004",1,0,0,12,3,25
"8862","19303011004","44","457","19303","011","004",1,1,17,16,3,20
"8863","19303011007","44","457","19303","011","007",1,0,0,13,1,20
"8864","19303011007","44","457","19303","011","007",1,1,18,25,3,30
"8865","19303011012","44","457","19303","011","012",1,0,0,15,3,30
"8866","19303011012","44","457","19303","011","012",1,1,18,20,3,25
"8867","19303011013","44","457","19303","011","013",1,0,0,13,3,20
"8868","19303011013","44","457","19303","011","013",1,1,18,25,3,30
"8869","19303011014","44","457","19303","011","014",1,0,0,11,1,20
"8870","19303011014","44","457","19303","011","014",1,1,17,18,3,25
"8871","19321003003","44","457","19321","003","003",1,0,0,5,1,1
"8872","19321003003","44","457","19321","003","003",1,1,18,1,2,2
"8873","19321003007","44","457","19321","003","007",1,0,0,2,2,2
"8874","19321003007","44","457","19321","003","007",1,1,18,7,2,3
"8875","19321003008","44","457","19321","003","008",1,0,0,5,2,1
"8876","19321003008","44","457","19321","003","008",1,1,18,10,2,2
"8877","19321003009","44","457","19321","003","009",1,0,0,6,2,2
"8878","19321003009","44","457","19321","003","009",1,1,18,12,2,3
"8879","19321003012","44","457","19321","003","012",1,0,0,5,2,1
"8880","19321003012","44","457","19321","003","012",1,1,18,10,2,3
"8881","19321003014","44","457","19321","003","014",1,0,0,5,2,2
"8882","19321003014","44","457","19321","003","014",1,1,18,15,2,3
"8883","19321003015","44","457","19321","003","015",1,0,0,3,2,2
"8884","19321003015","44","457","19321","003","015",1,1,18,15,2,3
"8885","19468004005","45","465","19468","004","005",1,1,NA,NA,NA,NA
"8886","19468004006","45","465","19468","004","006",1,1,NA,NA,NA,NA
"8887","19603006001","45","468","19603","006","001",1,0,3,3,4,4
"8888","19603006003","45","468","19603","006","003",1,0,0,7,2,10
"8889","19603006003","45","468","19603","006","003",1,1,4,3,2,10
"8890","19603006003","45","468","19603","006","003",1,2,6,3,2,10
"8891","19603006004","45","468","19603","006","004",1,0,1,7,2,10
"8892","19603006004","45","468","19603","006","004",1,1,7,3,2,10
"8893","19603006004","45","468","19603","006","004",1,2,13,3,2,10
"8894","19603006006","45","468","19603","006","006",1,0,9,3,5,2
"8895","19603006007","45","468","19603","006","007",1,0,11,3,4,4
"8896","19603006008","45","468","19603","006","008",1,0,7,4,4,2
"8897","19603006008","45","468","19603","006","008",1,1,13,5,7,1
"8898","19603006009","45","468","19603","006","009",1,0,1,5,2,12
"8899","19603006009","45","468","19603","006","009",1,1,7,3,2,10
"8900","19603006009","45","468","19603","006","009",1,2,11,3,2,10
"8901","19603006011","45","468","19603","006","011",1,0,5,5,5,3
"8902","19603006011","45","468","19603","006","011",1,1,5,3,99,1
"8903","19603006012","45","468","19603","006","012",1,0,3,3,4,3
"8904","19603006012","45","468","19603","006","012",1,1,7,5,4,1
"8905","19603006013","45","468","19603","006","013",1,0,2,3,6,3
"8906","19603006013","45","468","19603","006","013",1,1,9,5,6,1
"8907","19603006015","45","468","19603","006","015",1,0,5,5,4,4
"8908","19603006015","45","468","19603","006","015",1,1,5,6,4,3
"8909","19627004009","45","469","19627","004","009",1,0,5,2,1,7
"8910","19627004009","45","469","19627","004","009",1,1,0,2,3,6
"8911","19711001009","45","470","19711","001","009",1,0,18,0,2,0
"8912","19711001010","45","470","19711","001","010",1,0,17,10,2,0
"8913","19711001011","45","470","19711","001","011",1,0,17,10,2,0
"8914","19711001012","45","470","19711","001","012",1,0,18,10,2,0
"8915","19726004003","45","470","19726","004","003",1,0,3,5,99,1
"8916","19726004003","45","470","19726","004","003",1,1,18,9,7,0
"8917","19726004007","45","470","19726","004","007",1,0,18,10,2,25
"8918","19726004011","45","470","19726","004","011",1,0,3,5,99,1
"8919","19726004011","45","470","19726","004","011",1,1,18,9,99,0
"8920","19726004012","45","470","19726","004","012",1,0,3,5,2,0
"8921","19726004012","45","470","19726","004","012",1,1,18,10,2,0
"8922","19843006002","46","476","19843","006","002",1,0,1,5,3,5
"8923","19843006002","46","476","19843","006","002",1,1,3,3,2,5
"8924","19843006002","46","476","19843","006","002",1,2,10,5,2,2
"8925","19843006006","46","476","19843","006","006",1,0,1,3,1,10
"8926","19843006006","46","476","19843","006","006",1,1,18,5,1,5
"8927","19843006007","46","476","19843","006","007",1,0,1,3,2,10
"8928","19843006007","46","476","19843","006","007",1,1,18,5,1,5
"8929","19843006009","46","476","19843","006","009",1,0,1,3,1,10
"8930","19843006009","46","476","19843","006","009",1,1,18,4,1,5
"8931","19843006011","46","476","19843","006","011",1,0,0,8,2,20
"8932","19843006011","46","476","19843","006","011",1,1,16,10,2,5
"8933","19843006014","46","476","19843","006","014",1,0,0,10,2,22
"8934","19843006014","46","476","19843","006","014",1,1,16,12,2,4
"8935","19843006015","46","476","19843","006","015",1,0,0,7,1,20
"8936","19843006015","46","476","19843","006","015",1,1,16,12,2,4
"8937","19933003001","46","478","19933","003","001",1,0,0,3,1,4
"8938","19933003001","46","478","19933","003","001",1,1,18,7,1,1
"8939","19933003002","46","478","19933","003","002",1,0,0,3,1,3
"8940","19933003002","46","478","19933","003","002",1,1,16,7,1,1
"8941","19933003003","46","478","19933","003","003",1,0,0,3,4,4
"8942","19933003003","46","478","19933","003","003",1,1,16,6,4,1
"8943","19933003005","46","478","19933","003","005",1,0,0,3,1,3
"8944","19933003005","46","478","19933","003","005",1,1,16,5,1,2
"8945","19933003007","46","478","19933","003","007",1,0,0,3,2,5
"8946","19933003007","46","478","19933","003","007",1,1,17,7,3,3
"8947","19933003008","46","478","19933","003","008",1,0,0,5,1,4
"8948","19933003008","46","478","19933","003","008",1,1,17,10,1,2
"8949","19933003009","46","478","19933","003","009",1,0,1,5,1,5
"8950","19933003009","46","478","19933","003","009",1,1,17,7,1,2
"8951","19933003012","46","478","19933","003","012",1,0,1,3,1,8
"8952","19933003012","46","478","19933","003","012",1,1,18,5,1,4
"8953","19933003013","46","478","19933","003","013",1,0,0,3,1,7
"8954","19933003013","46","478","19933","003","013",1,1,18,5,1,3
"8955","19933003014","46","478","19933","003","014",1,0,1,3,2,7
"8956","19933003014","46","478","19933","003","014",1,1,17,5,2,3
"8957","20017003001","46","480","20017","003","001",1,0,0,3,1,10
"8958","20017003001","46","480","20017","003","001",1,1,5,2,4,99
"8959","20017003001","46","480","20017","003","001",1,2,18,5,3,2
"8960","20017003003","46","480","20017","003","003",1,0,0,5,1,10
"8961","20017003003","46","480","20017","003","003",1,1,7,3,4,5
"8962","20017003003","46","480","20017","003","003",1,2,18,5,1,2
"8963","20017003005","46","480","20017","003","005",1,0,0,4,1,10
"8964","20017003005","46","480","20017","003","005",1,1,9,3,4,5
"8965","20017003005","46","480","20017","003","005",1,2,18,5,1,2
"8966","20017003006","46","480","20017","003","006",1,0,0,3,1,10
"8967","20017003006","46","480","20017","003","006",1,1,5,2,3,5
"8968","20017003006","46","480","20017","003","006",1,2,9,4,3,5
"8969","20017003006","46","480","20017","003","006",1,3,18,5,1,2
"8970","20017003007","46","480","20017","003","007",1,0,0,4,1,10
"8971","20017003007","46","480","20017","003","007",1,1,9,2,4,5
"8972","20017003007","46","480","20017","003","007",1,2,18,5,1,2
"8973","20017003008","46","480","20017","003","008",1,0,0,2,2,10
"8974","20017003008","46","480","20017","003","008",1,1,5,1,2,5
"8975","20017003008","46","480","20017","003","008",1,2,8,1,3,5
"8976","20017003008","46","480","20017","003","008",1,3,18,3,2,5
"8977","20017003010","46","480","20017","003","010",1,0,0,3,2,10
"8978","20017003010","46","480","20017","003","010",1,1,12,1,99,20
"8979","20017003010","46","480","20017","003","010",1,2,18,2,2,10
"8980","20017003011","46","480","20017","003","011",1,0,0,3,1,15
"8981","20017003011","46","480","20017","003","011",1,1,0,3,2,15
"8982","20017003012","46","480","20017","003","012",1,0,0,3,1,15
"8983","20017003012","46","480","20017","003","012",1,1,18,3,2,10
"8984","20017003013","46","480","20017","003","013",1,0,0,4,2,15
"8985","20017003013","46","480","20017","003","013",1,1,6,1,1,10
"8986","20017003013","46","480","20017","003","013",1,2,18,3,2,15
"8987","20017003014","46","480","20017","003","014",1,0,0,3,2,20
"8988","20017003014","46","480","20017","003","014",1,1,18,4,2,15
"8989","20044003006","46","481","20044","003","006",1,1,NA,NA,NA,NA
"8990","20044003008","46","481","20044","003","008",1,0,1,10,7,0
"8991","20044003008","46","481","20044","003","008",1,1,2,10,7,0
"8992","20044003008","46","481","20044","003","008",1,3,2,5,7,0
"8993","20356011004","49","502","20356","011","004",1,0,1,2,2,5
"8994","20356011004","49","502","20356","011","004",1,1,12,3,1,4
"8995","20356011004","49","502","20356","011","004",1,2,18,5,1,5
"8996","20356011006","49","502","20356","011","006",1,0,1,2,4,4
"8997","20356011006","49","502","20356","011","006",1,1,6,3,4,4
"8998","20356011006","49","502","20356","011","006",1,2,10,3,4,4
"8999","20356011009","49","502","20356","011","009",1,0,2,5,1,10
"9000","20356011009","49","502","20356","011","009",1,1,5,5,1,10
"9001","20356011009","49","502","20356","011","009",1,2,9,5,1,15
"9002","20356011009","49","502","20356","011","009",1,3,15,5,1,15
"9003","20356011011","49","502","20356","011","011",1,0,2,5,2,10
"9004","20356011011","49","502","20356","011","011",1,1,5,5,2,10
"9005","20356011011","49","502","20356","011","011",1,2,7,5,2,15
"9006","20356011011","49","502","20356","011","011",1,3,15,5,2,15
"9007","20356011012","49","502","20356","011","012",1,0,2,5,3,15
"9008","20356011012","49","502","20356","011","012",1,1,5,5,3,15
"9009","20356011012","49","502","20356","011","012",1,2,7,5,3,15
"9010","20356011012","49","502","20356","011","012",1,3,11,5,3,15
"9011","20356011012","49","502","20356","011","012",1,4,15,5,3,15
"9012","20356011014","49","502","20356","011","014",1,0,2,5,1,10
"9013","20356011014","49","502","20356","011","014",1,1,5,5,1,10
"9014","20356011014","49","502","20356","011","014",1,2,9,5,1,15
"9015","20356011014","49","502","20356","011","014",1,3,15,5,1,15
"9016","20356011015","49","502","20356","011","015",1,0,2,5,3,10
"9017","20356011015","49","502","20356","011","015",1,1,10,3,7,10
"9018","20356011015","49","502","20356","011","015",1,2,9,5,99,15
"9019","20356011015","49","502","20356","011","015",1,3,15,15,3,15
"9020","20364001008","49","518","20364","001","008",1,0,4,4,5,3
"9021","20364001008","49","518","20364","001","008",1,1,8,3,5,2
"9022","20364001014","49","518","20364","001","014",1,0,8,20,3,0
"9023","20389011007","49","502","20389","011","007",1,0,1,3,1,4
"9024","20389011007","49","502","20389","011","007",1,1,10,4,2,3
"9025","20389011007","49","502","20389","011","007",1,2,17,5,1,5
"9026","20389011008","49","502","20389","011","008",1,0,0,3,2,3
"9027","20389011008","49","502","20389","011","008",1,1,8,4,2,4
"9028","20389011008","49","502","20389","011","008",1,2,18,5,1,5
"9029","20488005001","49","505","20488","005","001",1,0,12,10,6,0
"9030","20488005001","49","505","20488","005","001",1,1,15,9,6,0
"9031","20488005002","49","505","20488","005","002",1,1,NA,NA,NA,NA
"9032","20488005004","49","505","20488","005","004",1,1,15,10,6,0
"9033","20488005005","49","505","20488","005","005",1,1,NA,NA,NA,NA
"9034","20488005006","49","505","20488","005","006",1,0,10,10,6,0
"9035","20488005006","49","505","20488","005","006",1,1,15,5,6,0
"9036","20488005008","49","505","20488","005","008",1,0,11,10,6,1
"9037","20488005008","49","505","20488","005","008",1,1,15,5,6,0
"9038","20488005009","49","505","20488","005","009",1,0,14,12,6,0
"9039","20488005009","49","505","20488","005","009",1,1,15,5,6,0
"9040","20488005011","49","505","20488","005","011",1,0,12,10,6,0
"9041","20488005011","49","505","20488","005","011",1,1,15,10,6,0
"9042","20488005012","49","505","20488","005","012",1,1,13,10,6,0
"9043","20488005012","49","505","20488","005","012",1,2,15,8,6,0
"9044","20488005013","49","505","20488","005","013",1,1,12,10,6,0
"9045","20488005013","49","505","20488","005","013",1,2,14,8,6,0
"9046","20488005014","49","505","20488","005","014",1,1,14,8,6,0
"9047","20488005015","49","505","20488","005","015",1,0,12,10,6,99
"9048","20488005015","49","505","20488","005","015",1,1,15,7,6,0
"9049","20518019002","49","506","20518","019","002",1,0,2,5,5,2
"9050","20518019002","49","506","20518","019","002",1,1,10,3,5,4
"9051","20518019006","49","506","20518","019","006",1,1,15,7,3,0
"9052","20518019007","49","506","20518","019","007",1,0,1,15,3,5
"9053","20518019007","49","506","20518","019","007",1,1,5,16,3,3
"9054","20518019007","49","506","20518","019","007",1,2,12,20,3,1
"9055","20518019008","49","506","20518","019","008",1,0,6,5,3,5
"9056","20518019008","49","506","20518","019","008",1,1,15,20,3,99
"9057","20518019009","49","506","20518","019","009",1,0,6,2,3,5
"9058","20518019009","49","506","20518","019","009",1,1,10,2,3,3
"9059","20518019009","49","506","20518","019","009",1,2,15,10,3,0
"9060","20518019010","49","506","20518","019","010",1,0,15,7,3,2
"9061","20518019011","49","506","20518","019","011",1,1,NA,NA,NA,NA
"9062","20578010001","49","507","20578","010","001",1,0,0,10,3,10
"9063","20578010001","49","507","20578","010","001",1,1,1,7,3,8
"9064","20578010001","49","507","20578","010","001",1,2,2,8,3,7
"9065","20578010003","49","507","20578","010","003",1,0,0,10,4,10
"9066","20578010003","49","507","20578","010","003",1,1,1,7,4,8
"9067","20578010003","49","507","20578","010","003",1,2,2,8,4,7
"9068","20578010013","49","507","20578","010","013",1,0,0,10,3,10
"9069","20578010013","49","507","20578","010","013",1,1,1,7,3,8
"9070","20578010013","49","507","20578","010","013",1,2,2,8,4,7
"9071","20578010014","49","507","20578","010","014",1,0,0,10,3,10
"9072","20578010014","49","507","20578","010","014",1,1,1,7,3,8
"9073","20578010014","49","507","20578","010","014",1,2,2,8,3,7
"9074","20578010015","49","507","20578","010","015",1,0,0,10,3,10
"9075","20578010015","49","507","20578","010","015",1,1,1,7,3,8
"9076","20578010015","49","507","20578","010","015",1,2,2,8,3,7
"9077","20584015012","49","507","20584","015","012",1,0,0,10,3,10
"9078","20584015012","49","507","20584","015","012",1,1,2,7,3,8
"9079","20584015012","49","507","20584","015","012",1,2,2,8,3,7
"9080","20651009003","49","509","20651","009","003",1,0,1,3,1,4
"9081","20651009003","49","509","20651","009","003",1,1,18,8,2,1
"9082","20651009004","49","509","20651","009","004",1,0,1,3,1,99
"9083","20651009004","49","509","20651","009","004",1,1,18,6,2,2
"9084","20651009006","49","509","20651","009","006",1,0,1,3,1,99
"9085","20651009006","49","509","20651","009","006",1,1,18,8,2,99
"9086","20651009007","49","509","20651","009","007",1,0,1,3,1,99
"9087","20651009007","49","509","20651","009","007",1,1,18,9,2,99
"9088","20651009009","49","509","20651","009","009",1,0,1,4,1,5
"9089","20651009009","49","509","20651","009","009",1,1,18,6,3,1
"9090","20651009010","49","509","20651","009","010",1,0,4,4,1,5
"9091","20651009010","49","509","20651","009","010",1,1,16,4,2,1
"9092","20651009011","49","509","20651","009","011",1,0,4,5,2,5
"9093","20651009011","49","509","20651","009","011",1,1,16,4,3,1
"9094","20651009012","49","509","20651","009","012",1,0,4,5,2,5
"9095","20651009012","49","509","20651","009","012",1,1,16,6,3,1
"9096","20651009014","49","509","20651","009","014",1,0,4,5,1,5
"9097","20651009014","49","509","20651","009","014",1,1,18,4,2,1
"9098","20651009015","49","509","20651","009","015",1,0,4,5,2,5
"9099","20651009015","49","509","20651","009","015",1,1,10,4,3,1
"9100","20770005010","49","512","20770","005","010",1,0,0,2,1,3
"9101","20770005010","49","512","20770","005","010",1,1,18,12,1,2
