"MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","Province_name","ws_method","ws_area_unit","ws_rate","seed_rate_duration","pre_area_unit","pre_rate","certified","rice_name","KYDIEUTRA","wt45","Region","count","dom_ea","dom_commune","ws_rate_ha","pre_rate_ha"
40,428,17824,4,9,17824004009,"Tinh Nghe An",5,3,1.5,2,3,1.5,1,"thái xuyên 111",1,555,"3_NCCCA",10,3,3,30,30
40,428,17824,4,10,17824004010,"Tinh Nghe An",5,3,1.5,1,3,1.5,1,"vt 404",1,555,"3_NCCCA",10,3,3,30,30
40,428,17824,4,12,17824004012,"Tinh Nghe An",4,3,1.7,3,3,3,2,"phú ưu 987",1,555,"3_NCCCA",10,3,3,34,60
40,428,17824,4,13,17824004013,"Tinh Nghe An",4,3,2,99,3,NA,1,"king sờ ưu",1,555,"3_NCCCA",10,3,3,40,NA
40,428,17824,4,14,17824004014,"Tinh Nghe An",5,3,1.5,2,3,1.5,1,"phú ưu 978",1,555,"3_NCCCA",10,3,3,30,30
40,429,17881,10,2,17881010002,"Tinh Nghe An",4,3,5,10,3,5,1,"adi",1,1207,"3_NCCCA",9,3,3,100,100
40,429,17881,10,4,17881010004,"Tinh Nghe An",4,3,5,7,3,5,1,"bắc thịnh",1,1207,"3_NCCCA",9,3,3,100,100
40,429,17881,10,5,17881010005,"Tinh Nghe An",1,3,5,5,3,3,1,"Bắc thịnh",1,1207,"3_NCCCA",9,3,3,100,60
40,429,17881,10,6,17881010006,"Tinh Nghe An",1,3,5,99,3,NA,1,"Bắc thịnh",1,1207,"3_NCCCA",9,3,3,100,NA
40,429,17881,10,8,17881010008,"Tinh Nghe An",1,3,4,10,3,6,1,"bắc thịnh",1,1207,"3_NCCCA",9,3,3,80,120
40,429,17881,10,11,17881010011,"Tinh Nghe An",5,3,4,3,3,4,1,"ADI 168",1,1207,"3_NCCCA",9,3,3,80,80
40,429,17881,10,12,17881010012,"Tinh Nghe An",5,3,4,4,3,4,1,"Bắc Thịnh",1,1207,"3_NCCCA",9,3,3,80,80
40,429,17881,10,13,17881010013,"Tinh Nghe An",5,3,4,3,3,4,1,"Bắc Thịnh",1,1207,"3_NCCCA",9,3,3,80,80
40,429,17881,10,14,17881010014,"Tinh Nghe An",5,3,4,4,3,4,1,"ADI 168",1,1207,"3_NCCCA",9,3,3,80,80
42,436,18085,3,5,18085003005,"Tinh Ha Tinh",1,3,4,10,3,4,1,"Adi 168",1,539,"3_NCCCA",3,3,3,80,80
42,436,18085,3,6,18085003006,"Tinh Ha Tinh",1,3,5,6,3,4,1,"Adi 168",1,539,"3_NCCCA",3,3,3,100,80
42,436,18085,3,9,18085003009,"Tinh Ha Tinh",1,3,3,3,3,2,1,"bắc thịnh, ADI",1,539,"3_NCCCA",3,3,3,60,40
42,439,18184,2,1,18184002001,"Tinh Ha Tinh",1,3,4,99,3,NA,1,"thái xuyên",1,606,"3_NCCCA",11,3,3,80,NA
42,439,18184,2,3,18184002003,"Tinh Ha Tinh",1,3,4,99,3,NA,1,"Thái xuyên",1,606,"3_NCCCA",11,3,3,80,NA
42,439,18184,2,4,18184002004,"Tinh Ha Tinh",1,3,4,99,3,NA,1,"thái xuyên",1,606,"3_NCCCA",11,3,3,80,NA
42,439,18184,2,5,18184002005,"Tinh Ha Tinh",1,3,3,1,3,2,1,"Thái Xuyên",1,606,"3_NCCCA",11,3,3,60,40
42,439,18184,2,7,18184002007,"Tinh Ha Tinh",1,3,4,99,3,NA,1,"thái xuyên",1,606,"3_NCCCA",11,3,3,80,NA
42,439,18184,2,8,18184002008,"Tinh Ha Tinh",1,3,4,99,3,NA,1,"Thái Xuyên",1,606,"3_NCCCA",11,3,3,80,NA
42,439,18184,2,9,18184002009,"Tinh Ha Tinh",1,3,3,3,3,3,1,"khái xuyên",1,606,"3_NCCCA",11,3,3,60,60
42,439,18184,2,10,18184002010,"Tinh Ha Tinh",1,3,3,3,3,3,1,"khái xuyên",1,606,"3_NCCCA",11,3,3,60,60
42,439,18184,2,11,18184002011,"Tinh Ha Tinh",1,3,3,4,3,3,1,"khái xuyên",1,606,"3_NCCCA",11,3,3,60,60
42,439,18184,2,12,18184002012,"Tinh Ha Tinh",1,3,4,99,3,NA,2,"thái xuyên",1,606,"3_NCCCA",11,3,3,80,NA
42,439,18184,2,13,18184002013,"Tinh Ha Tinh",1,3,4,99,3,NA,2,"thái xuyên",1,606,"3_NCCCA",11,3,3,80,NA
42,440,18307,3,1,18307003001,"Tinh Ha Tinh",1,3,3.5,5,3,4,2,"Thái xuyên",1,617,"3_NCCCA",10,3,3,70,80
42,440,18307,3,3,18307003003,"Tinh Ha Tinh",1,3,3.5,4,3,4,2,"thái xuyên",1,617,"3_NCCCA",10,3,3,70,80
42,440,18307,3,4,18307003004,"Tinh Ha Tinh",1,3,4,3,3,3,2,"Bắc Thịnh",1,617,"3_NCCCA",10,3,3,80,60
42,440,18307,3,5,18307003005,"Tinh Ha Tinh",1,3,3,99,3,NA,2,"bt07",1,617,"3_NCCCA",10,3,3,60,NA
42,440,18307,3,6,18307003006,"Tinh Ha Tinh",1,3,3,99,3,NA,2,"nếp",1,617,"3_NCCCA",10,3,3,60,NA
42,440,18307,3,8,18307003008,"Tinh Ha Tinh",1,3,3,99,3,NA,2,"lai thơm 6",1,617,"3_NCCCA",10,3,3,60,NA
42,440,18307,3,9,18307003009,"Tinh Ha Tinh",4,3,4,99,3,NA,1,"Thái Xuyên",1,617,"3_NCCCA",10,3,3,80,NA
42,440,18307,3,13,18307003013,"Tinh Ha Tinh",1,3,4,1,3,4,1,"thái xuyên",1,617,"3_NCCCA",10,3,3,80,80
42,440,18307,3,14,18307003014,"Tinh Ha Tinh",1,3,3,99,3,NA,2,"lai thơm 6",1,617,"3_NCCCA",10,3,3,60,NA
42,440,18307,3,15,18307003015,"Tinh Ha Tinh",5,3,4,99,3,NA,99,"Thái Xuyên",1,617,"3_NCCCA",10,3,3,80,NA
42,442,18388,5,2,18388005002,"Tinh Ha Tinh",1,3,5,8,3,9,1,"Bắc hương 9",1,413,"3_NCCCA",11,3,3,100,180
42,442,18388,5,3,18388005003,"Tinh Ha Tinh",1,3,5,5,3,8,1,"Bắc Hương 9",1,413,"3_NCCCA",11,3,3,100,160
42,442,18388,5,4,18388005004,"Tinh Ha Tinh",1,3,5,5,3,8,1,"Bắc hương 9",1,413,"3_NCCCA",11,3,3,100,160
42,442,18388,5,5,18388005005,"Tinh Ha Tinh",1,3,5,5,3,8,1,"Bắc hương 9",1,413,"3_NCCCA",11,3,3,100,160
42,442,18388,5,6,18388005006,"Tinh Ha Tinh",1,3,4.5,5,3,9,1,"Bắc hương 9",1,413,"3_NCCCA",11,3,3,90,180
42,442,18388,5,8,18388005008,"Tinh Ha Tinh",1,3,4,5,3,5,1,"bắc hương 9",1,413,"3_NCCCA",11,3,3,80,100
42,442,18388,5,9,18388005009,"Tinh Ha Tinh",1,3,4.5,10,3,5,1,"lúa bắc hương, nếp 98",1,413,"3_NCCCA",11,3,3,90,100
42,442,18388,5,11,18388005011,"Tinh Ha Tinh",1,3,3,1,3,5,99,"bắc hương 9",1,413,"3_NCCCA",11,3,3,60,100
42,442,18388,5,13,18388005013,"Tinh Ha Tinh",1,3,4,1,3,5,1,"xt25",1,413,"3_NCCCA",11,3,3,80,100
42,442,18388,5,14,18388005014,"Tinh Ha Tinh",1,3,4,5,3,5,99,"bắc hương 9",1,413,"3_NCCCA",11,3,3,80,100
42,442,18388,5,15,18388005015,"Tinh Ha Tinh",1,3,4.5,5,3,8,1,"nếp 98, bắc hương 9",1,413,"3_NCCCA",11,3,3,90,160
42,443,18436,1,2,18436001002,"Tinh Ha Tinh",5,3,3,1,3,3,1,"bắc thịnh",1,411,"3_NCCCA",9,3,NA,60,60
42,443,18436,1,5,18436001005,"Tinh Ha Tinh",6,3,3,8,3,5,1,"lúa 09",1,411,"3_NCCCA",9,3,NA,60,100
42,443,18436,1,6,18436001006,"Tinh Ha Tinh",6,3,3,99,3,NA,1,"bắc thịnh",1,411,"3_NCCCA",9,3,NA,60,NA
42,443,18436,1,7,18436001007,"Tinh Ha Tinh",6,3,4,8,3,4,1,"nếp",1,411,"3_NCCCA",9,3,NA,80,80
42,443,18436,1,8,18436001008,"Tinh Ha Tinh",1,3,4,1,3,4.5,1,"Dh12",1,411,"3_NCCCA",9,3,NA,80,90
42,443,18436,1,9,18436001009,"Tinh Ha Tinh",1,3,4,1,3,4,1,"Hà Phát 3",1,411,"3_NCCCA",9,3,NA,80,80
42,443,18436,1,10,18436001010,"Tinh Ha Tinh",1,3,4,1,3,4,1,"Nếp N98",1,411,"3_NCCCA",9,3,NA,80,80
42,443,18436,1,13,18436001013,"Tinh Ha Tinh",1,3,3,1,3,3,1,"Hà Phát",1,411,"3_NCCCA",9,3,NA,60,60
42,443,18436,1,15,18436001015,"Tinh Ha Tinh",1,3,3,1,3,3,1,"Hà Phát",1,411,"3_NCCCA",9,3,NA,60,60
42,443,18436,6,1,18436006001,"Tinh Ha Tinh",2,3,3,2,3,3,1,"Hà Phát 3",1,587,"3_NCCCA",9,3,NA,60,60
42,443,18436,6,2,18436006002,"Tinh Ha Tinh",2,3,3,1,3,3,1,"Hà Phát 3",1,587,"3_NCCCA",9,3,NA,60,60
42,443,18436,6,4,18436006004,"Tinh Ha Tinh",6,3,3,8,3,5,1,"hà phát",1,587,"3_NCCCA",9,3,NA,60,100
42,443,18436,6,5,18436006005,"Tinh Ha Tinh",1,3,3,5,3,4,1,"nếp",1,587,"3_NCCCA",9,3,NA,60,80
42,443,18436,6,6,18436006006,"Tinh Ha Tinh",2,3,3,1,3,3,1,"Hà Phát 3",1,587,"3_NCCCA",9,3,NA,60,60
42,443,18436,6,7,18436006007,"Tinh Ha Tinh",2,3,3,3,3,3,1,"Hà Phát 3",1,587,"3_NCCCA",9,3,NA,60,60
42,443,18436,6,10,18436006010,"Tinh Ha Tinh",2,3,3,3,3,3,1,"hà phát 3",1,587,"3_NCCCA",9,3,NA,60,60
42,443,18436,6,11,18436006011,"Tinh Ha Tinh",2,4,3,3,3,3,1,"hà phát 3",1,587,"3_NCCCA",1,3,3,30,60
42,443,18436,6,13,18436006013,"Tinh Ha Tinh",1,3,4,1,3,4,1,"Nếp 98",1,587,"3_NCCCA",1,3,3,80,80
42,443,18436,6,14,18436006014,"Tinh Ha Tinh",1,3,3,3,3,4,1,"Bắc Thịnh",1,587,"3_NCCCA",9,3,NA,60,80
42,443,18436,6,15,18436006015,"Tinh Ha Tinh",1,3,3,8,3,4,1,"hòa phát",1,587,"3_NCCCA",9,3,NA,60,80
42,448,18568,1,2,18568001002,"Tinh Ha Tinh",5,3,3,1,3,3,3,"HP3",1,568,"3_NCCCA",8,3,3,60,60
42,448,18568,1,4,18568001004,"Tinh Ha Tinh",1,3,3,99,3,NA,99,"khang dân",1,568,"3_NCCCA",8,3,3,60,NA
42,448,18568,1,5,18568001005,"Tinh Ha Tinh",1,3,5,99,3,NA,2,"1820",1,568,"3_NCCCA",8,3,3,100,NA
42,448,18568,1,6,18568001006,"Tinh Ha Tinh",5,3,5,10,3,5,2,"1820",1,568,"3_NCCCA",8,3,3,100,100
42,448,18568,1,9,18568001009,"Tinh Ha Tinh",1,3,4,99,3,NA,3,"khang dân",1,568,"3_NCCCA",8,3,3,80,NA
42,448,18568,1,12,18568001012,"Tinh Ha Tinh",1,3,4,99,3,NA,99,"hương thơm",1,568,"3_NCCCA",8,3,3,80,NA
42,448,18568,1,13,18568001013,"Tinh Ha Tinh",1,3,4,99,3,NA,99,"khang dân, nếp 98",1,568,"3_NCCCA",8,3,3,80,NA
42,448,18568,1,15,18568001015,"Tinh Ha Tinh",5,3,4,99,3,NA,1,"DQ11",1,568,"3_NCCCA",8,3,3,80,NA
42,446,18697,4,1,18697004001,"Tinh Ha Tinh",1,3,4,6,3,6,2,"bắc thịnh",1,585,"3_NCCCA",10,3,3,80,120
42,446,18697,4,2,18697004002,"Tinh Ha Tinh",1,3,4,5,3,6,2,"bắc thịnh",1,585,"3_NCCCA",10,3,3,80,120
42,446,18697,4,3,18697004003,"Tinh Ha Tinh",1,3,4,4,3,6,2,"Bắc Thịnh",1,585,"3_NCCCA",10,3,3,80,120
42,446,18697,4,4,18697004004,"Tinh Ha Tinh",1,3,4,5,3,6,2,"khang dân",1,585,"3_NCCCA",10,3,3,80,120
42,446,18697,4,6,18697004006,"Tinh Ha Tinh",1,3,4,5,3,5,2,"Khang dân 18",1,585,"3_NCCCA",10,3,3,80,100
42,446,18697,4,8,18697004008,"Tinh Ha Tinh",1,3,4,5,3,5,1,"Bắc Thịnh",1,585,"3_NCCCA",10,3,3,80,100
42,446,18697,4,10,18697004010,"Tinh Ha Tinh",1,3,4,5,3,5,2,"Khang dân 18",1,585,"3_NCCCA",10,3,3,80,100
42,446,18697,4,12,18697004012,"Tinh Ha Tinh",1,3,6,99,3,NA,2,"Khang dân 18",1,585,"3_NCCCA",10,3,3,120,NA
42,446,18697,4,13,18697004013,"Tinh Ha Tinh",1,3,5,99,3,NA,3,"Khang dân 18",1,585,"3_NCCCA",10,3,3,100,NA
42,446,18697,4,15,18697004015,"Tinh Ha Tinh",1,3,4,5,3,6,2,"khang dân 18",1,585,"3_NCCCA",10,3,3,80,120
42,446,18739,4,1,18739004001,"Tinh Ha Tinh",1,3,4,5,3,6,2,"khang dân 18",1,606,"3_NCCCA",12,3,3,80,120
42,446,18739,4,2,18739004002,"Tinh Ha Tinh",1,3,4,5,3,6,2,"khang dân 18",1,606,"3_NCCCA",12,3,3,80,120
42,446,18739,4,3,18739004003,"Tinh Ha Tinh",1,3,4,5,3,6,2,"khang dân 18",1,606,"3_NCCCA",12,3,3,80,120
42,446,18739,4,4,18739004004,"Tinh Ha Tinh",1,3,4,5,3,6,2,"khang dân 18",1,606,"3_NCCCA",12,3,3,80,120
42,446,18739,4,6,18739004006,"Tinh Ha Tinh",1,3,5,10,3,6,2,"Khang dân 18",1,606,"3_NCCCA",12,3,3,100,120
42,446,18739,4,8,18739004008,"Tinh Ha Tinh",1,3,4.5,5,3,5,2,"Khang dân 18",1,606,"3_NCCCA",12,3,3,90,100
42,446,18739,4,9,18739004009,"Tinh Ha Tinh",1,3,4,6,3,5,2,"Khang dân 18",1,606,"3_NCCCA",12,3,3,80,100
42,446,18739,4,10,18739004010,"Tinh Ha Tinh",1,3,4.5,5,3,5,3,"Khang dân 18",1,606,"3_NCCCA",12,3,3,90,100
42,446,18739,4,11,18739004011,"Tinh Ha Tinh",1,3,6,99,3,NA,3,"Khang dân 18",1,606,"3_NCCCA",12,3,3,120,NA
42,446,18739,4,13,18739004013,"Tinh Ha Tinh",1,3,5,99,3,NA,3,"Khang dân 18",1,606,"3_NCCCA",12,3,3,100,NA
42,446,18739,4,14,18739004014,"Tinh Ha Tinh",1,3,5,99,3,NA,3,"Khang dân 18",1,606,"3_NCCCA",12,3,3,100,NA
42,446,18739,4,15,18739004015,"Tinh Ha Tinh",1,3,6,15,3,6,3,"Khang dân 18",1,606,"3_NCCCA",12,3,3,120,120
42,447,18769,2,1,18769002001,"Tinh Ha Tinh",1,3,5,99,3,NA,2,"NA2",1,586,"3_NCCCA",11,3,3,100,NA
42,447,18769,2,2,18769002002,"Tinh Ha Tinh",1,3,5,99,3,NA,2,"Xuân mai12",1,586,"3_NCCCA",11,3,3,100,NA
42,447,18769,2,3,18769002003,"Tinh Ha Tinh",1,3,5,99,3,NA,2,"Xuân Mai 12",1,586,"3_NCCCA",11,3,3,100,NA
42,447,18769,2,4,18769002004,"Tinh Ha Tinh",1,3,5,99,3,NA,2,"xuân mai 12",1,586,"3_NCCCA",11,3,3,100,NA
42,447,18769,2,6,18769002006,"Tinh Ha Tinh",1,3,5,99,3,NA,99,"hương thanh 8",1,586,"3_NCCCA",11,3,3,100,NA
42,447,18769,2,7,18769002007,"Tinh Ha Tinh",1,3,5,99,3,NA,2,"hương thanh 8",1,586,"3_NCCCA",11,3,3,100,NA
42,447,18769,2,9,18769002009,"Tinh Ha Tinh",1,3,5,99,3,NA,2,"Xuân mai 12",1,586,"3_NCCCA",11,3,3,100,NA
42,447,18769,2,10,18769002010,"Tinh Ha Tinh",1,3,6,99,3,NA,2,"xuân mai 12",1,586,"3_NCCCA",11,3,3,120,NA
42,447,18769,2,11,18769002011,"Tinh Ha Tinh",1,3,7,99,3,NA,1,"RVT",1,586,"3_NCCCA",11,3,3,140,NA
42,447,18769,2,12,18769002012,"Tinh Ha Tinh",1,3,7,99,3,NA,1,"xuân mai",1,586,"3_NCCCA",11,3,3,140,NA
42,447,18769,2,14,18769002014,"Tinh Ha Tinh",1,3,8,99,3,NA,1,"RVT",1,586,"3_NCCCA",11,3,3,160,NA
44,454,19024,9,2,19024009002,"Tinh Quang Binh",1,3,8,99,3,NA,2,"Khang dân 18",1,468,"3_NCCCA",6,3,3,160,NA
44,454,19024,9,3,19024009003,"Tinh Quang Binh",1,1,5,5,1,8,1,"HT6",1,468,"3_NCCCA",3,3,3,50000,80000
44,454,19024,9,4,19024009004,"Tinh Quang Binh",1,3,4,3,3,8,1,"TH262",1,468,"3_NCCCA",6,3,3,80,160
44,454,19024,9,8,19024009008,"Tinh Quang Binh",1,1,4,3,1,8,1,"HT6",1,468,"3_NCCCA",3,3,3,40000,80000
44,454,19024,9,10,19024009010,"Tinh Quang Binh",1,3,7,99,3,NA,2,"VN20",1,468,"3_NCCCA",6,3,3,140,NA
44,454,19024,9,11,19024009011,"Tinh Quang Binh",1,3,7,99,3,NA,2,"Nhị ưu 838",1,468,"3_NCCCA",6,3,3,140,NA
44,454,19024,9,13,19024009013,"Tinh Quang Binh",1,3,7,99,3,NA,2,"VN20",1,468,"3_NCCCA",6,3,3,140,NA
44,454,19024,9,14,19024009014,"Tinh Quang Binh",1,3,8,99,3,NA,2,"VN20",1,468,"3_NCCCA",6,3,3,160,NA
44,454,19024,9,15,19024009015,"Tinh Quang Binh",1,1,8,99,1,NA,2,"VN20",1,468,"3_NCCCA",3,3,3,80000,NA
44,458,19084,3,1,19084003001,"Tinh Quang Binh",1,3,10,3,3,10,1,"NH6",1,446,"3_NCCCA",10,3,3,200,200
44,458,19084,3,5,19084003005,"Tinh Quang Binh",1,3,10,3,3,10,1,"T16",1,446,"3_NCCCA",10,3,3,200,200
44,458,19084,3,6,19084003006,"Tinh Quang Binh",1,3,10,3,3,10,1,"T16",1,446,"3_NCCCA",10,3,3,200,200
44,458,19084,3,8,19084003008,"Tinh Quang Binh",1,3,10,3,3,10,1,"108",1,446,"3_NCCCA",10,3,3,200,200
44,458,19084,3,9,19084003009,"Tinh Quang Binh",1,3,10,2,3,10,1,"T16",1,446,"3_NCCCA",10,3,3,200,200
44,458,19084,3,11,19084003011,"Tinh Quang Binh",1,3,10,3,3,10,1,"108",1,446,"3_NCCCA",10,3,3,200,200
44,458,19084,3,12,19084003012,"Tinh Quang Binh",1,3,10,3,3,10,1,"Dv108",1,446,"3_NCCCA",10,3,3,200,200
44,458,19084,3,13,19084003013,"Tinh Quang Binh",1,3,10,3,3,10,1,"T16",1,446,"3_NCCCA",10,3,3,200,200
44,458,19084,3,14,19084003014,"Tinh Quang Binh",1,3,10,4,3,10,1,"dV108",1,446,"3_NCCCA",10,3,3,200,200
44,458,19084,3,15,19084003015,"Tinh Quang Binh",1,3,10,3,3,10,1,"DV108",1,446,"3_NCCCA",10,3,3,200,200
44,455,19117,1,4,19117001004,"Tinh Quang Binh",5,3,9,10,3,10,2,"PC6",1,462,"3_NCCCA",5,3,3,180,200
44,455,19117,1,8,19117001008,"Tinh Quang Binh",1,3,8,8,3,9,1,"st25",1,462,"3_NCCCA",5,3,3,160,180
44,455,19117,1,9,19117001009,"Tinh Quang Binh",1,3,9,10,3,10,2,"PC6",1,462,"3_NCCCA",5,3,3,180,200
44,455,19117,1,12,19117001012,"Tinh Quang Binh",1,3,9,10,3,10,2,"PC6",1,462,"3_NCCCA",5,3,3,180,200
44,455,19117,1,14,19117001014,"Tinh Quang Binh",1,3,8,10,3,9,1,"vn10",1,462,"3_NCCCA",5,3,3,160,180
44,455,19156,3,1,19156003001,"Tinh Quang Binh",1,3,9,28,3,NA,2,"VNR20",1,355,"3_NCCCA",13,3,3,180,NA
44,455,19156,3,2,19156003002,"Tinh Quang Binh",1,3,10,18,3,9,2,"VNR20",1,355,"3_NCCCA",13,3,3,200,180
44,455,19156,3,3,19156003003,"Tinh Quang Binh",1,3,8,22,3,NA,2,"VNR20",1,355,"3_NCCCA",13,3,3,160,NA
44,455,19156,3,4,19156003004,"Tinh Quang Binh",1,3,9,7,3,9,2,"VNR20",1,355,"3_NCCCA",13,3,3,180,180
44,455,19156,3,6,19156003006,"Tinh Quang Binh",1,3,9,10,3,10,2,"VNR20",1,355,"3_NCCCA",13,3,3,180,200
44,455,19156,3,7,19156003007,"Tinh Quang Binh",1,3,9,10,3,10,2,"VNR20",1,355,"3_NCCCA",13,3,3,180,200
44,455,19156,3,8,19156003008,"Tinh Quang Binh",1,3,9,10,3,10,2,"VNR20",1,355,"3_NCCCA",13,3,3,180,200
44,455,19156,3,9,19156003009,"Tinh Quang Binh",1,3,9,10,3,10,2,"VNR20",1,355,"3_NCCCA",13,3,3,180,200
44,455,19156,3,11,19156003011,"Tinh Quang Binh",1,3,7,6,3,8,1,"st25",1,355,"3_NCCCA",13,3,3,140,160
44,455,19156,3,12,19156003012,"Tinh Quang Binh",1,3,7,6,3,8,1,"vn10",1,355,"3_NCCCA",13,3,3,140,160
44,455,19156,3,13,19156003013,"Tinh Quang Binh",1,3,8,10,3,9,1,"st25",1,355,"3_NCCCA",13,3,3,160,180
44,455,19156,3,14,19156003014,"Tinh Quang Binh",1,3,7,12,3,8,1,"vn10",1,355,"3_NCCCA",13,3,3,140,160
44,455,19156,3,15,19156003015,"Tinh Quang Binh",1,3,8,9,3,9,1,"vn10",1,355,"3_NCCCA",13,3,3,160,180
44,457,19303,11,1,19303011001,"Tinh Quang Binh",1,3,3,2,3,3,1,"thái xuyên",1,420,"3_NCCCA",7,3,3,60,60
44,457,19303,11,2,19303011002,"Tinh Quang Binh",1,3,2,1,3,2,1,"HIP 325",1,420,"3_NCCCA",7,3,3,40,40
44,457,19303,11,4,19303011004,"Tinh Quang Binh",1,3,2,1,3,2,1,"HIP 325",1,420,"3_NCCCA",7,3,3,40,40
44,457,19303,11,7,19303011007,"Tinh Quang Binh",1,3,2.5,3,3,3,1,"Thái xuyên",1,420,"3_NCCCA",7,3,3,50,60
44,457,19303,11,12,19303011012,"Tinh Quang Binh",1,3,3,7,3,3,1,"thái xuyên",1,420,"3_NCCCA",7,3,3,60,60
44,457,19303,11,13,19303011013,"Tinh Quang Binh",1,3,2,5,3,2,1,"HIP325",1,420,"3_NCCCA",7,3,3,40,40
44,457,19303,11,14,19303011014,"Tinh Quang Binh",1,3,3,2,3,3,1,"thái xuyên",1,420,"3_NCCCA",7,3,3,60,60
44,457,19321,3,3,19321003003,"Tinh Quang Binh",1,3,2.5,2,3,2.5,2,"việt nam rai",1,442,"3_NCCCA",7,3,3,50,50
44,457,19321,3,7,19321003007,"Tinh Quang Binh",1,3,5,1,3,5,1,"bắc hương",1,442,"3_NCCCA",7,3,3,100,100
44,457,19321,3,8,19321003008,"Tinh Quang Binh",1,3,2,2,3,2,2,"việt nam rai",1,442,"3_NCCCA",7,3,3,40,40
44,457,19321,3,9,19321003009,"Tinh Quang Binh",1,3,6.3,1,3,6.3,2,"HT9",1,442,"3_NCCCA",7,3,3,126,126
44,457,19321,3,10,19321003010,"Tinh Quang Binh",1,3,5,3,3,5,1,"bắc hương 9",1,442,"3_NCCCA",7,3,3,100,100
44,457,19321,3,12,19321003012,"Tinh Quang Binh",1,3,2.5,2,3,2.5,2,"việt nam rai",1,442,"3_NCCCA",7,3,3,50,50
44,457,19321,3,14,19321003014,"Tinh Quang Binh",1,4,5,3,3,5,2,"viêt nam rai",1,442,"3_NCCCA",1,3,3,50,100
44,457,19321,3,15,19321003015,"Tinh Quang Binh",1,3,2.5,2,3,2.5,2,"thái xuyên",1,442,"3_NCCCA",7,3,3,50,50
45,464,19363,12,9,19363012009,"Tinh Quang Tri",1,3,4,20,3,NA,1,"hn6",1,383,"3_NCCCA",1,3,3,80,NA
45,465,19468,4,5,19468004005,"Tinh Quang Tri",1,3,7,99,3,NA,3,"Khang dân",1,312,"3_NCCCA",1,1,1,140,NA
45,465,19468,4,6,19468004006,"Tinh Quang Tri",1,2,8,99,2,NA,3,"Khang Dân",1,312,"3_NCCCA",1,1,1,222.222222222222,NA
45,465,19468,4,8,19468004008,"Tinh Quang Tri",1,1,0.1,99,1,NA,99,"gạo thơm",1,312,"3_NCCCA",2,1,1,1000,NA
45,465,19468,4,10,19468004010,"Tinh Quang Tri",1,1,0.01,99,1,NA,99,"lúa thơm",1,312,"3_NCCCA",2,1,1,100,NA
45,465,19480,1,3,19480001003,"Tinh Quang Tri",1,3,10,5,3,10,99,"nếp",1,362,"3_NCCCA",1,1,1,200,200
45,465,19480,1,6,19480001006,"Tinh Quang Tri",1,1,0.1,99,1,NA,99,"không biết",1,362,"3_NCCCA",1,1,1,1000,NA
45,468,19603,6,1,19603006001,"Tinh Quang Tri",1,3,7,4,3,7.5,1,"Khang Danh",1,296,"3_NCCCA",11,3,NA,140,150
45,468,19603,6,3,19603006003,"Tinh Quang Tri",1,3,6,99,3,NA,3,"Hc95",1,296,"3_NCCCA",11,3,NA,120,NA
45,468,19603,6,4,19603006004,"Tinh Quang Tri",1,3,6,99,3,NA,2,"Hc95",1,296,"3_NCCCA",11,3,NA,120,NA
45,468,19603,6,6,19603006006,"Tinh Quang Tri",1,3,7,6,3,7,1,"HN6",1,296,"3_NCCCA",11,3,NA,140,140
45,468,19603,6,7,19603006007,"Tinh Quang Tri",1,3,7.5,5,3,7.5,1,"Khang danh",1,296,"3_NCCCA",11,3,NA,150,150
45,468,19603,6,8,19603006008,"Tinh Quang Tri",1,3,7,6,3,7,1,"HC95",1,296,"3_NCCCA",11,3,NA,140,140
45,468,19603,6,9,19603006009,"Tinh Quang Tri",1,3,6,99,3,NA,2,"hc95",1,296,"3_NCCCA",11,3,NA,120,NA
45,468,19603,6,11,19603006011,"Tinh Quang Tri",1,3,7,6,3,7.3,1,"HC95",1,296,"3_NCCCA",11,3,NA,140,146
45,468,19603,6,12,19603006012,"Tinh Quang Tri",1,3,7,5,3,7,1,"HC95",1,296,"3_NCCCA",11,3,NA,140,140
45,468,19603,6,13,19603006013,"Tinh Quang Tri",1,3,7,6,3,7,1,"HN6",1,296,"3_NCCCA",11,3,NA,140,140
45,468,19603,6,15,19603006015,"Tinh Quang Tri",1,3,7,2,3,7.5,1,"HN6",1,296,"3_NCCCA",11,3,NA,140,150
45,469,19627,4,9,19627004009,"Tinh Quang Tri",1,3,5,10,3,6,2,"khang dân",1,283,"3_NCCCA",1,3,3,100,120
45,470,19711,1,2,19711001002,"Tinh Quang Tri",1,3,5,15,3,5,2,"khang dân",1,278,"3_NCCCA",13,3,3,100,100
45,470,19711,1,3,19711001003,"Tinh Quang Tri",1,3,5,15,3,5,2,"khang dân",1,278,"3_NCCCA",13,3,3,100,100
45,470,19711,1,4,19711001004,"Tinh Quang Tri",1,3,5,15,3,5,2,"khang dân",1,278,"3_NCCCA",13,3,3,100,100
45,470,19711,1,5,19711001005,"Tinh Quang Tri",1,3,10,9,3,8,2,"ht1,khang nhan",1,278,"3_NCCCA",13,3,3,200,160
45,470,19711,1,6,19711001006,"Tinh Quang Tri",1,3,8,10,3,8,99,"khang nhân, hn6",1,278,"3_NCCCA",13,3,3,160,160
