MATINH,IDHO,MAHUYEN,MAXA,MADIABAN,HOSO,breeding_main_variety,Correct_name.DNA2,breeding_seed_origin,breeding_seed_duration,Decision,Convergence.on.Year,IRRI_Parentage,Saltol,qSub1,breeding_certified_seed,KYDIEUTRA,mech_mini_combiner,mech_combine_harvester,mech_straw_baler,mech_row_seeder,mech_seed_blower,straw_burn,straw_incorporated_soil,straw_mulching,straw_other,straw_remove_completely,straw_remove_partly,straw_rm_compost,straw_rm_cooking,straw_rm_livestock,straw_rm_mushroom,straw_rm_other,straw_rm_sold,panel,weight_final_rice,weight_rice_DNA,THUNHAP,TONGCHITIEU,ethnic,rls_head,age,edu_grade,n_member,male,female,internet,land_area_sum,poor_commune,dummy_main_str,dist_main_str,type_main_str,dummy_local_market_wholesale,dist_market_wholesale,dummy_ext_center,dist_ext_center,farmer_participation_pct,dummy_protection_staff,main_str_asphalt,IRRI_Parentage_edited,Quintiles,Bottom_20,Bottom_40,Sub1
08,02335010014,073,02335,010,014,,,,,,,,,,,8,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,356.280851457096,,40825,40904,1,1,42,12,3,0,1,1,2200,0,1,,1,0,0,0,13,,0,1,0,1,1,1,
08,02335010015,073,02335,010,015,,,,,,,,,,,8,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,356.280851457096,,127081,75511,1,1,59,9,3,1,0,1,7800,0,1,,1,0,0,0,13,,0,1,0,3,0,0,
08,02335010016,073,02335,010,016,,,,,,,,,,,8,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,356.280851457096,,78528,,1,1,58,9,2,1,0,0,2460,0,1,,1,0,0,0,13,,0,1,0,,,,
08,02338007002,073,02338,007,002,,,,,,,,,,,7,0,0,0,0,0,0,0,1,0,0,0,,,,,,,2022,303.656830573214,,33552,,1,1,47,5,3,0,1,0,1400,0,1,,1,0,62,1,5,95,1,1,0,,,,
08,02338007003,073,02338,007,003,,,,,,,,,,,7,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,303.656830573214,,146545,,1,1,41,9,4,1,0,1,5100,0,1,,1,0,62,1,5,95,1,1,0,,,,
08,02338007005,073,02338,007,005,,,,,,,,,,,7,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,303.656830573214,,173878,,1,1,56,11,7,1,0,1,9400,0,1,,1,0,62,1,5,95,1,1,0,,,,
08,02338007006,073,02338,007,006,,,,,,,,,,,7,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,303.656830573214,,146064,,1,1,38,11,4,1,0,1,1550,0,1,,1,0,62,1,5,95,1,1,0,,,,
08,02338007007,073,02338,007,007,,,,,,,,,,,7,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,303.656830573214,,60336,,1,1,57,9,6,0,1,1,2430,0,1,,1,0,62,1,5,95,1,1,0,,,,
08,02338007008,073,02338,007,008,,,,,,,,,,,7,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,303.656830573214,,40729,,1,1,62,9,2,1,0,0,2780,0,1,,1,0,62,1,5,95,1,1,0,,,,
08,02338007009,073,02338,007,009,,,,,,,,,,,7,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,303.656830573214,,224874,,1,1,63,9,4,1,0,1,4860,0,1,,1,0,62,1,5,95,1,1,0,,,,
08,02338007010,073,02338,007,010,,,,,,,,,,,7,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,303.656830573214,,137020,,1,1,60,9,3,1,0,1,2460,0,1,,1,0,62,1,5,95,1,1,0,,,,
08,02338007011,073,02338,007,011,,,,,,,,,,,7,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,303.656830573214,,95905,,1,1,47,8,3,1,0,1,5420,0,1,,1,0,62,1,5,95,1,1,0,,,,
08,02338007012,073,02338,007,012,,,,,,,,,,,7,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,303.656830573214,,128207,,1,1,56,9,4,0,1,0,5860,0,1,,1,0,62,1,5,95,1,1,0,,,,
08,02338007013,073,02338,007,013,,,,,,,,,,,7,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,303.656830573214,,47208,28277,1,1,65,9,2,0,1,0,2230,0,1,,1,0,62,1,5,95,1,1,0,1,1,1,
08,02338007014,073,02338,007,014,,,,,,,,,,,7,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,303.656830573214,,100034,70762.5,1,1,53,3,8,1,0,0,12950,0,1,,1,0,62,1,5,95,1,1,0,3,0,0,
08,02338007015,073,02338,007,015,,,,,,,,,,,7,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,303.656830573214,,64582,38920,1,1,63,4,3,1,0,1,6812,0,1,,1,0,62,1,5,95,1,1,0,1,1,1,
08,02353016002,073,02353,016,002,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,497.592332191859,,85152,43285,1,1,36,9,4,1,0,0,5800,1,1,,2,0,0,0,15,,0,0,0,1,1,1,
08,02353016004,073,02353,016,004,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,497.592332191859,,60159,,1,1,48,3,3,0,1,0,4800,1,1,,2,0,0,0,15,,0,0,0,,,,
08,02353016006,073,02353,016,006,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,2022,497.592332191859,,52753,,0,1,35,12,4,1,0,0,7200,1,1,,2,0,0,0,15,,0,0,0,,,,
08,02353016007,073,02353,016,007,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,2022,497.592332191859,,110917,,1,1,42,4,3,1,0,0,1200,1,1,,2,0,0,0,15,,0,0,0,,,,
08,02353016009,073,02353,016,009,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,497.592332191859,,97559,,0,1,34,12,5,1,0,1,2460,1,1,,2,0,0,0,15,,0,0,0,,,,
08,02353016011,073,02353,016,011,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2022,497.592332191859,,96415,,0,1,32,12,5,1,0,0,1520,1,1,,2,0,0,0,15,,0,0,0,,,,
08,02353016012,073,02353,016,012,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,497.592332191859,,54336,145415.5,1,1,57,9,4,1,0,1,11842,1,1,,2,0,0,0,15,,0,0,0,5,0,0,
08,02353016013,073,02353,016,013,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,497.592332191859,,57093,,1,1,56,9,3,1,0,1,12900,1,1,,2,0,0,0,15,,0,0,0,,,,
08,02353016014,073,02353,016,014,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2022,497.592332191859,,54481,,1,1,57,8,4,1,0,0,4250,1,1,,2,0,0,0,15,,0,0,0,,,,
08,02353016015,073,02353,016,015,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,497.592332191859,,38401,63712,0,1,57,9,4,1,0,0,620,1,1,,2,0,0,0,15,,0,0,0,2,0,1,
08,02365009002,073,02365,009,002,,,,,,,,,,,10,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,572.917868133459,,131232,,1,1,46,5,2,1,0,0,3400,0,1,,1,0,0.1,0,16,,1,1,0,,,,
08,02365009003,073,02365,009,003,,,,,,,,,,,10,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,572.917868133459,,108935,,1,1,59,9,2,0,1,0,,0,1,,1,0,0.1,0,16,,1,1,0,,,,
08,02365009004,073,02365,009,004,,,,,,,,,,,10,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,572.917868133459,,72070,,1,1,69,6,3,1,0,0,8040,0,1,,1,0,0.1,0,16,,1,1,0,,,,
08,02365009005,073,02365,009,005,,,,,,,,,,,10,1,0,0,0,0,0,0,1,0,0,0,,,,,,,2022,572.917868133459,,70081,,1,1,57,6,2,0,1,0,440,0,1,,1,0,0.1,0,16,,1,1,0,,,,
08,02365009008,073,02365,009,008,,,,,,,,,,,10,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,572.917868133459,,124377,,1,1,58,9,5,1,0,1,5720,0,1,,1,0,0.1,0,16,,1,1,0,,,,
08,02365009009,073,02365,009,009,,,,,,,,,,,10,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,572.917868133459,,119330,,1,1,54,5,4,1,0,1,6750,0,1,,1,0,0.1,0,16,,1,1,0,,,,
08,02365009010,073,02365,009,010,,,,,,,,,,,10,1,0,0,0,0,0,0,1,0,0,0,,,,,,,2022,572.917868133459,,139631,,1,1,50,12,4,1,0,1,12516,0,1,,1,0,0.1,0,16,,1,1,0,,,,
08,02365009014,073,02365,009,014,,,,,,,,,,,10,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,572.917868133459,,51169,120279,1,1,41,9,4,1,0,1,11215,0,1,,1,0,0.1,0,16,,1,1,0,5,0,0,
08,02383006001,074,02383,006,001,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,2022,477.905253357805,,163585,,1,1,59,9,4,1,0,0,5860,1,1,,2,0,20,0,25,,0,0,0,,,,
08,02383006002,074,02383,006,002,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,477.905253357805,,68445,,1,1,45,,4,1,0,1,4700,1,1,,2,0,20,0,25,,0,0,0,,,,
08,02383006003,074,02383,006,003,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,477.905253357805,,13763,,0,1,66,2,1,0,1,0,1060,1,1,,2,0,20,0,25,,0,0,0,,,,
08,02383006004,074,02383,006,004,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,477.905253357805,,44589,,1,1,42,4,4,1,0,0,11860,1,1,,2,0,20,0,25,,0,0,0,,,,
08,02383006005,074,02383,006,005,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,2022,477.905253357805,,182351,,1,1,43,3,4,1,0,1,18784,1,1,,2,0,20,0,25,,0,0,0,,,,
08,02383006007,074,02383,006,007,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,477.905253357805,,107387,,1,1,33,12,3,1,0,1,5390,1,1,,2,0,20,0,25,,0,0,0,,,,
08,02383006008,074,02383,006,008,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,477.905253357805,,37439,,1,1,43,3,5,1,0,0,2780,1,1,,2,0,20,0,25,,0,0,0,,,,
08,02383006012,074,02383,006,012,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,477.905253357805,,197376,,0,1,35,9,4,1,0,1,40360,1,1,,2,0,20,0,25,,0,0,0,,,,
08,02383006013,074,02383,006,013,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,477.905253357805,,195745,43707.5,0,1,53,7,4,1,0,1,6720,1,1,,2,0,20,0,25,,0,0,0,1,1,1,
08,02383006014,074,02383,006,014,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,477.905253357805,,93885,46307,1,1,50,4,4,1,0,0,14928,1,1,,2,0,20,0,25,,0,0,0,2,0,1,
08,02395014001,074,02395,014,001,,,,,,,,,,,4,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,479.068736639437,,220272,,1,1,39,12,4,1,0,1,10720,1,1,,2,0,30,0,35,,0,0,0,,,,
08,02395014002,074,02395,014,002,,,,,,,,,,,4,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,479.068736639437,,136223,,1,1,52,7,6,1,0,0,1740,1,1,,2,0,30,0,35,,0,0,0,,,,
08,02395014005,074,02395,014,005,,,,,,,,,,,4,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,479.068736639437,,63863,,1,1,63,3,2,1,0,0,3800,1,1,,2,0,30,0,35,,0,0,0,,,,
08,02395014006,074,02395,014,006,,,,,,,,,,,4,0,0,0,0,0,0,0,0,1,0,0,,,,,,,2022,479.068736639437,,125806,,1,1,38,9,4,1,0,1,2860,1,1,,2,0,30,0,35,,0,0,0,,,,
08,02395014007,074,02395,014,007,,,,,,,,,,,4,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,479.068736639437,,68039,,1,1,46,2,2,1,0,0,3440,1,1,,2,0,30,0,35,,0,0,0,,,,
08,02395014008,074,02395,014,008,,,,,,,,,,,4,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,479.068736639437,,68542,,1,1,58,,3,1,0,0,7084,1,1,,2,0,30,0,35,,0,0,0,,,,
08,02395014009,074,02395,014,009,,,,,,,,,,,4,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,479.068736639437,,110821,,1,1,48,,5,1,0,0,8164,1,1,,2,0,30,0,35,,0,0,0,,,,
08,02395014010,074,02395,014,010,,,,,,,,,,,4,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,479.068736639437,,51177,,1,1,44,5,5,1,0,1,17840,1,1,,2,0,30,0,35,,0,0,0,,,,
08,02395014011,074,02395,014,011,,,,,,,,,,,4,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,479.068736639437,,26474,,1,1,71,1,2,1,0,1,13220,1,1,,2,0,30,0,35,,0,0,0,,,,
08,02395014012,074,02395,014,012,,,,,,,,,,,4,0,0,0,0,0,0,0,1,0,0,0,,,,,,,2022,479.068736639437,,125029,,1,1,57,9,3,1,0,0,10630,1,1,,2,0,30,0,35,,0,0,0,,,,
08,02395014014,074,02395,014,014,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2022,479.068736639437,,229140,59129,1,1,60,4,5,1,0,0,19110,1,1,,2,0,30,0,35,,0,0,0,2,0,1,
08,02401005014,074,02401,005,014,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,4117.00518791844,,214105,,0,1,66,9,2,1,0,1,17500,1,1,,2,0,4,0,3,,1,0,0,,,,
08,02410010001,074,02410,010,001,,,,,,,,,,,12,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,384.008286535077,,158698,,1,1,52,2,5,1,0,0,7280,0,1,,1,0,10,0,7,,0,1,0,,,,
08,02410010002,074,02410,010,002,,,,,,,,,,,12,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,384.008286535077,,24578,,1,1,49,,2,0,1,0,7560,0,1,,1,0,10,0,7,,0,1,0,,,,
08,02410010003,074,02410,010,003,,,,,,,,,,,12,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,384.008286535077,,53964,,1,1,54,11,3,1,0,0,21450,0,1,,1,0,10,0,7,,0,1,0,,,,
08,02410010004,074,02410,010,004,,,,,,,,,,,12,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,384.008286535077,,328030,,1,1,44,9,6,1,0,1,27940,0,1,,1,0,10,0,7,,0,1,0,,,,
08,02410010006,074,02410,010,006,,,,,,,,,,,12,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,384.008286535077,,88164,,1,1,62,12,3,1,0,1,9710,0,1,,1,0,10,0,7,,0,1,0,,,,
08,02410010007,074,02410,010,007,,,,,,,,,,,12,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,384.008286535077,,147423,,1,1,42,6,5,1,0,1,13964,0,1,,1,0,10,0,7,,0,1,0,,,,
08,02410010008,074,02410,010,008,,,,,,,,,,,12,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,384.008286535077,,159586,,1,1,53,1,3,1,0,1,19240,0,1,,1,0,10,0,7,,0,1,0,,,,
08,02410010009,074,02410,010,009,,,,,,,,,,,12,0,0,0,0,0,0,0,1,0,0,0,,,,,,,2022,384.008286535077,,269277,,1,1,36,12,4,1,0,1,4440,0,1,,1,0,10,0,7,,0,1,0,,,,
08,02410010010,074,02410,010,010,,,,,,,,,,,12,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,384.008286535077,,263735,,1,1,63,9,6,1,0,1,5940,0,1,,1,0,10,0,7,,0,1,0,,,,
08,02410010011,074,02410,010,011,,,,,,,,,,,12,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,384.008286535077,,235104,,1,1,43,1,2,1,0,0,18440,0,1,,1,0,10,0,7,,0,1,0,,,,
08,02410010012,074,02410,010,012,,,,,,,,,,,12,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,384.008286535077,,248909,,1,1,69,11,6,1,0,0,25980,0,1,,1,0,10,0,7,,0,1,0,,,,
08,02410010014,074,02410,010,014,,,,,,,,,,,12,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,384.008286535077,,129204,61882,1,1,54,9,3,0,1,0,11440,0,1,,1,0,10,0,7,,0,1,0,2,0,1,
08,02410010016,074,02410,010,016,,,,,,,,,,,12,0,1,0,0,0,0,0,1,0,0,0,,,,,,,2022,384.008286535077,,10860,19676,1,1,66,9,1,0,1,1,2100,0,1,,1,0,10,0,7,,0,1,0,1,1,1,
08,02422019001,074,02422,019,001,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2022,335.134403586344,,95567,,0,1,35,8,4,1,0,1,10240,0,1,,1,0,2,0,21,,0,1,0,,,,
08,02422019002,074,02422,019,002,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2022,335.134403586344,,139320,,0,1,49,9,3,1,0,1,7750,0,1,,1,0,2,0,21,,0,1,0,,,,
08,02422019003,074,02422,019,003,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,335.134403586344,,28009,,0,1,63,0,2,1,0,0,7860,0,1,,1,0,2,0,21,,0,1,0,,,,
08,02422019004,074,02422,019,004,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,335.134403586344,,214035,,0,1,44,5,4,1,0,1,13570,0,1,,1,0,2,0,21,,0,1,0,,,,
08,02422019005,074,02422,019,005,,,,,,,,,,,6,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,335.134403586344,,23425,,0,1,42,5,4,1,0,0,35940,0,1,,1,0,2,0,21,,0,1,0,,,,
08,02422019006,074,02422,019,006,,,,,,,,,,,6,0,0,0,0,0,0,0,1,0,0,0,,,,,,,2022,335.134403586344,,47036,,0,1,72,12,2,1,0,1,7760,0,1,,1,0,2,0,21,,0,1,0,,,,
08,02422019009,074,02422,019,009,,,,,,,,,,,6,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,335.134403586344,,100559,,0,1,41,7,5,1,0,0,11410,0,1,,1,0,2,0,21,,0,1,0,,,,
08,02422019010,074,02422,019,010,,,,,,,,,,,6,0,1,0,0,0,1,0,0,0,0,0,,,,,,,2022,335.134403586344,,306143,,0,1,41,12,4,1,0,1,41680,0,1,,1,0,2,0,21,,0,1,0,,,,
08,02422019011,074,02422,019,011,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,335.134403586344,,54972,,0,1,50,5,3,1,0,1,22560,0,1,,1,0,2,0,21,,0,1,0,,,,
08,02422019013,074,02422,019,013,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,335.134403586344,,74761,61939,0,1,62,9,2,1,0,1,31840,0,1,,1,0,2,0,21,,0,1,0,2,0,1,
08,02422019014,074,02422,019,014,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2022,335.134403586344,,91139,86345,0,1,73,3,7,1,0,0,16620,0,1,,1,0,2,0,21,,0,1,0,4,0,0,
08,02422019016,074,02422,019,016,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,335.134403586344,,63415,,1,1,61,3,1,0,1,0,8600,0,1,,1,0,2,0,21,,0,1,0,,,,
08,02437016002,075,02437,016,002,,,,,,,,,,,5,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,293.082235555283,,66577,,1,1,59,,2,0,1,0,50780,1,1,,4,0,40,0,47,,0,0,0,,,,
08,02437016003,075,02437,016,003,,,,,,,,,,,5,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,293.082235555283,,55802,,1,1,40,,5,1,0,0,10600,1,1,,4,0,40,0,47,,0,0,0,,,,
08,02437016004,075,02437,016,004,,,,,,,,,,,5,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,293.082235555283,,55921,,1,1,29,5,5,1,0,0,31860,1,1,,4,0,40,0,47,,0,0,0,,,,
08,02437016005,075,02437,016,005,,,,,,,,,,,5,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,293.082235555283,,86497,,1,1,60,9,8,1,0,1,84400,1,1,,4,0,40,0,47,,0,0,0,,,,
08,02437016006,075,02437,016,006,,,,,,,,,,,5,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,293.082235555283,,49441,,1,1,31,9,4,1,0,0,20760,1,1,,4,0,40,0,47,,0,0,0,,,,
08,02437016007,075,02437,016,007,,,,,,,,,,,5,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,293.082235555283,,61679,,1,1,31,,5,1,0,0,42200,1,1,,4,0,40,0,47,,0,0,0,,,,
08,02437016008,075,02437,016,008,,,,,,,,,,,5,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,293.082235555283,,53280,,1,1,43,,4,0,1,0,6905,1,1,,4,0,40,0,47,,0,0,0,,,,
08,02437016009,075,02437,016,009,,,,,,,,,,,5,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,293.082235555283,,103645,,1,1,60,,3,1,0,0,21590,1,1,,4,0,40,0,47,,0,0,0,,,,
08,02437016010,075,02437,016,010,,,,,,,,,,,5,0,0,0,0,0,0,0,1,0,0,0,,,,,,,2022,293.082235555283,,57456,,1,1,53,,6,1,0,0,41950,1,1,,4,0,40,0,47,,0,0,0,,,,
08,02437016011,075,02437,016,011,,,,,,,,,,,5,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,293.082235555283,,119449,,1,1,58,9,6,1,0,1,55580,1,1,,4,0,40,0,47,,0,0,0,,,,
08,02437016012,075,02437,016,012,,,,,,,,,,,5,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,293.082235555283,,44691,,1,1,42,2,4,1,0,0,42610,1,1,,4,0,40,0,47,,0,0,0,,,,
08,02437016013,075,02437,016,013,,,,,,,,,,,5,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,293.082235555283,,57037,60080.5,1,1,51,,7,1,0,0,32100,1,1,,4,0,40,0,47,,0,0,0,2,0,1,
08,02437016014,075,02437,016,014,,,,,,,,,,,5,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,293.082235555283,,51117,72624,1,1,62,,6,0,1,0,51540,1,1,,4,0,40,0,47,,0,0,0,3,0,0,
08,02437016015,075,02437,016,015,,,,,,,,,,,5,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,293.082235555283,,44935,51080,1,1,35,6,5,1,0,0,70560,1,1,,4,0,40,0,47,,0,0,0,2,0,1,
08,02464011001,075,02464,011,001,,,,,,,,,,,11,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,312.302411174562,,25154,,1,1,55,1,4,1,0,0,6230,0,1,,1,0,22,0,1,,0,1,0,,,,
08,02464011003,075,02464,011,003,,,,,,,,,,,11,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,312.302411174562,,91618,,1,1,38,5,5,1,0,1,8280,0,1,,1,0,22,0,1,,0,1,0,,,,
08,02464011004,075,02464,011,004,,,,,,,,,,,11,0,0,0,0,0,0,0,1,0,0,0,,,,,,,2022,312.302411174562,,58281,,1,1,43,0,3,1,0,1,13800,0,1,,1,0,22,0,1,,0,1,0,,,,
08,02464011005,075,02464,011,005,,,,,,,,,,,11,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,312.302411174562,,133394,,1,1,35,3,2,1,0,1,15880,0,1,,1,0,22,0,1,,0,1,0,,,,
08,02464011006,075,02464,011,006,,,,,,,,,,,11,0,0,0,0,0,0,0,0,1,0,0,,,,,,,2022,312.302411174562,,156719,,1,1,31,3,4,1,0,1,2100,0,1,,1,0,22,0,1,,0,1,0,,,,
08,02464011007,075,02464,011,007,,,,,,,,,,,11,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,312.302411174562,,232637,,1,1,50,,6,1,0,1,11962,0,1,,1,0,22,0,1,,0,1,0,,,,
08,02464011008,075,02464,011,008,,,,,,,,,,,11,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,312.302411174562,,128662,,1,1,58,5,6,1,0,1,63440,0,1,,1,0,22,0,1,,0,1,0,,,,
08,02464011009,075,02464,011,009,,,,,,,,,,,11,0,0,0,0,0,0,0,1,0,0,0,,,,,,,2022,312.302411174562,,107305,,1,1,43,,2,1,0,1,11640,0,1,,1,0,22,0,1,,0,1,0,,,,
08,02464011011,075,02464,011,011,,,,,,,,,,,11,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,312.302411174562,,151988,,1,1,42,9,3,1,0,1,2600,0,1,,1,0,22,0,1,,0,1,0,,,,
08,02464011012,075,02464,011,012,,,,,,,,,,,11,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,312.302411174562,,156238,,1,1,26,5,3,1,0,1,11800,0,1,,1,0,22,0,1,,0,1,0,,,,
08,02464011013,075,02464,011,013,,,,,,,,,,,11,0,0,0,0,0,0,0,1,0,0,0,,,,,,,2022,312.302411174562,,129959,79881,1,1,64,3,6,1,0,0,15830,0,1,,1,0,22,0,1,,0,1,0,3,0,0,
08,02464011014,075,02464,011,014,,,,,,,,,,,11,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,312.302411174562,,94270,58062.5,1,1,53,0,8,1,0,0,23960,0,1,,1,0,22,0,1,,0,1,0,2,0,1,
08,02464011015,075,02464,011,015,,,,,,,,,,,11,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,312.302411174562,,125913,114485,1,1,49,2,7,1,0,1,11740,0,1,,1,0,22,0,1,,0,1,0,4,0,0,
08,02476002001,075,02476,002,001,,,,,,,,,,,9,0,0,0,0,0,0,1,0,0,0,0,,,,,,,2022,447.225207598898,,153000,,0,1,41,12,5,1,0,1,10460,0,1,,2,0,32,0,40,,0,0,0,,,,
08,02476002002,075,02476,002,002,,,,,,,,,,,9,1,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,447.225207598898,,141983,,1,1,32,12,3,1,0,1,31455,0,1,,2,0,32,0,40,,0,0,0,,,,
08,02476002004,075,02476,002,004,,,,,,,,,,,9,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,447.225207598898,,109379,,1,1,47,9,5,1,0,1,41690,0,1,,2,0,32,0,40,,0,0,0,,,,
08,02476002005,075,02476,002,005,,,,,,,,,,,9,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,447.225207598898,,154739,,1,1,40,12,5,1,0,0,11080,0,1,,2,0,32,0,40,,0,0,0,,,,
08,02476002006,075,02476,002,006,,,,,,,,,,,9,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,447.225207598898,,124844,,1,1,40,12,6,1,0,1,14520,0,1,,2,0,32,0,40,,0,0,0,,,,
08,02476002007,075,02476,002,007,,,,,,,,,,,9,0,0,0,0,0,0,0,1,0,0,0,,,,,,,2022,447.225207598898,,270485,,1,1,54,3,5,1,0,0,12680,0,1,,2,0,32,0,40,,0,0,0,,,,
08,02476002008,075,02476,002,008,,,,,,,,,,,9,0,0,0,0,0,1,0,0,0,0,0,,,,,,,2022,447.225207598898,,99240,,0,1,64,9,5,0,1,0,1480,0,1,,2,0,32,0,40,,0,0,0,,,,
